INT	INT	STRING	STRING	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
1195	1035	逍遥大弟子	无愁无忧，逍遥自在	174	1	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	冠军师门·举贤中获第1名的少侠，可获得此称号。	1	106	34	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1196	1035	逍遥无我大弟子	无身无我，逍遥人间	174	2	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	冠军师门·举贤中获第1名的少侠，可获得此称号。	1	106	34	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1197	1035	逍遥无天大弟子	无法无天，逍遥无极	174	3	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	冠军师门·举贤中获第1名的少侠，可获得此称号。	1	106	34	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1198	1035	丐帮大弟子	巧力驱狼，拳脚熟稔	174	1	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	冠军师门·举贤中获第1名的少侠，可获得此称号。	1	106	34	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1199	1035	丐帮擒虎大弟子	醉中擒虎，拳脚精湛	174	2	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	冠军师门·举贤中获第1名的少侠，可获得此称号。	1	106	34	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1200	1035	丐帮降龙大弟子	酣战降龙，拳脚无双	174	3	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	冠军师门·举贤中获第1名的少侠，可获得此称号。	1	106	34	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1201	1035	天山大弟子	天山寒水，门派豪杰	174	1	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	冠军师门·举贤中获第1名的少侠，可获得此称号。	1	106	34	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1202	1035	天山清雪大弟子	天山清雪，人中龙凤	174	2	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	冠军师门·举贤中获第1名的少侠，可获得此称号。	1	106	34	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1203	1035	天山玄冰大弟子	天山玄冰，绝世天骄	174	3	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	冠军师门·举贤中获第1名的少侠，可获得此称号。	1	106	34	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1204	1029	同心同梦筑江湖	《新天龙八部》玩家策划团活动的专属称号。	166	1	720	参与《新天龙八部》玩家策划团活动可获得。	参与《新天龙八部》玩家策划团活动可获得。	1	106	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1205	1018	曼陀真传·晚籁	万壑含晚籁，啁啾苍翠间。	144	1	-1	万壑含晚籁，啁啾苍翠间。	完成武道引导任务·详参武道得真传，成为门派真传弟子后可获得。	0	106	18	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1206	1018	曼陀真传·昭明	玄夜几时尽？翘首待昭明。	144	1	-1	玄夜几时尽？翘首待昭明。	完成武道引导任务·详参武道得真传，成为门派真传弟子后可获得。	0	106	18	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1207	1028	已废弃	已废弃	180	1	168	已废弃	已废弃	1	106	34	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1208	1030	雁门驱狼者	黄砂狂舞，伏虎驱狼。	167	1	-1	黄砂狂舞，伏虎驱狼。	使用2枚雁门令进行兑换可以获得	0	106	0	1	44	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1209	1030	雁门策鹰者	玉门路远，策鹰高歌。	167	2	-1	玉门路远，策鹰高歌。	使用10枚雁门令进行兑换可以获得	0	106	0	1	44	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1210	1030	雁门酣酒士	向风酣酒，负沙吟诗。	167	3	-1	向风酣酒，负沙吟诗。	使用30枚雁门令进行兑换可以获得	0	106	0	1	44	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1211	1030	雁门傲月客	风啸天野，孤客傲月。	167	4	-1	风啸天野，孤客傲月。	使用60枚雁门令进行兑换可以获得	0	106	0	1	44	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1212	1030	雁门苍漠主	无际苍漠，我主天下。	167	5	-1	无际苍漠，我主天下。	使用100枚雁门令进行兑换可以获得	0	106	0	1	44	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1213	1031	皎皎河汉·迢迢诉情	七夕星河花序榜·银汉渡送花榜第一名。	168	1	-1	七夕星河花序榜·银汉渡送花榜第一名。	七夕星河花序榜·银汉渡送花榜第一名获得。	0	106	39	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1214	1032	盈盈水间·朝朝慕情	七夕星河花序榜·银汉渡收花榜第一名。	169	1	-1	七夕星河花序榜·银汉渡收花榜第一名。	七夕星河花序榜·银汉渡收花榜第一名获得。	0	106	40	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1215	1033	更漏未歇一心人	七夕活动期间累计收花188朵奖励称号。	170	1	-1	七夕活动期间累计收花188朵奖励称号。	七夕活动期间累计收花188朵奖励称号可获得。	0	106	41	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1216	1034	塞外绝尘·大宗师	翻手为云，覆手为雨，在雁门论武竞速中获得第一名的队伍可领取。	171	3	168	翻手为云，覆手为雨，在雁门论武竞速中获得第一名的队伍可领取。	在雁门论武竞速中获得第一名的队伍可领取。	1	106	42	1	48	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1217	1034	塞外绝尘·凌霄客	凌绝天下，唯我独尊，在雁门论武竞速中获得第二名的队伍可领取。	172	2	168	凌绝天下，唯我独尊，在雁门论武竞速中获得第二名的队伍可领取。	在雁门论武竞速中获得第二名的队伍可领取。	1	106	43	1	48	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1218	1034	塞外绝尘·惊鸣者	宁鸣而生，不默而死，在雁门论武竞速中获得第三名的队伍可领取。	173	1	168	宁鸣而生，不默而死，在雁门论武竞速中获得第三名的队伍可领取。	在雁门论武竞速中获得第三名的队伍可领取。	1	106	44	1	48	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1219	1028	曼陀山庄第一人	曼陀外门，问鼎师门。	165	1	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	106	35	1	0	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1220	1028	曼陀山庄凌云者	曼陀外门，凌云显锋。	165	1	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	106	36	1	0	3000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1221	1028	曼陀山庄登峰者	曼陀外门，登峰豪志。	165	1	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	106	37	1	0	2500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1222	1035	曼陀大弟子	灵韵于琴，诛情与心。	174	1	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	冠军师门·举贤中获第1名的少侠，可获得此称号。	1	106	34	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1223	1036	清风觥筹遇旧友	推杯豪谈无罄时，何啻一日大千知。为参加2022年新天龙八部嘉年华活动的侠士们，特别准备的永久稀有称号。	191	1	-1	推杯豪谈无罄时，何啻一日大千知。为参加2022年新天龙八部嘉年华活动的侠士们，特别准备的永久稀有称号。	成功使用天龙明玒锦盒或天龙明玑锦盒后获得。	0	106	45	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1224	1037	破煞渡厄·头陀	既度杀星，苍生得救。在新杀星-苍山破煞获得第一名的队伍可领取。	175	1	168	所在队伍于新杀星-苍山破煞中获得第一名。	在新杀星-苍山破煞获得第一名的队伍可领取。	1	106	48	1	46	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1225	1037	破煞渡厄·护法	既度杀星，苍生得救。在新杀星-苍山破煞获得第二名的队伍可领取。	176	1	168	所在队伍于新杀星-苍山破煞中获得第二名。	在新杀星-苍山破煞获得第二名的队伍可领取。	1	106	47	1	46	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1226	1037	破煞渡厄·行者	既度杀星，苍生得救。在新杀星-苍山破煞获得第三名的队伍可领取。	177	1	168	所在队伍于新杀星-苍山破煞中获得第三名。	在新杀星-苍山破煞获得第三名的队伍可领取。	1	106	46	1	46	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1227	1038	弦意识初心	听琴十二载，弦意识初心。2022年代言人许嵩心意礼。	178	1	-1	打开一叶知嵩礼后所得称号。	成功使用一叶知嵩礼后可得称号。	0	106	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1228	1039	九州豪侠同祝酒	九州豪侠聚，欢醉乐同游。打开故友重聚礼包或故友欢聚礼包所得称号。	179	1	2160	打开故友重聚礼包或故友欢聚礼包所得称号。	成功使用故友重聚礼包或故友欢聚礼包所得称号。	1	106	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1229	1041	$N战队队长	争霸赛，战队队长	192	3	-1	争霸赛，战队队长	组建战队后，成为队长	0	106	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	-1	-1
1230	1042	$N战队副队长	争霸赛，战队副队长	192	2	-1	争霸赛，战队副队长	被任命为副队长，且当前是战队副队长	0	106	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	-1	-1
1231	1043	$N战队队员	争霸赛，战队成员	192	1	-1	争霸赛，战队成员	成为战队的成员，且不是副队长	0	106	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	-1	-1
1232	1044	壮志战江湖	争霸赛预选赛阶段的参与者	219	1	720	争霸赛预选赛阶段的参与者	参与争霸赛预选赛达到指定场次	1	106	49	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1233	1044	雄心图霸业	争霸赛晋级赛阶段的参与者	220	1	2160	争霸赛晋级赛阶段的参与者	参与争霸赛预选赛并成功晋级至争霸赛晋级赛	1	106	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1234	1044	争霸江湖·尚武侠者	初露锋芒，新晋侠士	221	1	2160	初露锋芒，新晋侠士	参与争霸赛预选赛并成功晋级至争霸赛晋级赛	1	106	0	1	48	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	9	0	-1	-1	-1
1235	1044	争霸江湖·百战精英	破敌制胜，百锻成刚	222	1	8640	破敌制胜，百锻成刚	争霸赛总决赛中，获得32强	1	106	0	1	48	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	8	0	-1	-1	-1
1236	1044	技惊一方·倚剑天骄	倚剑纵马，天之骄子	223	1	8640	倚剑纵马，天之骄子	争霸赛总决赛中，获得16强	1	106	0	1	48	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	7	0	-1	-1	-1
1237	1044	勇冠四海·武林豪杰	勇武超群，威震四海	224	1	8640	勇武超群，威震四海	争霸赛总决赛中，获得8强	1	106	0	1	48	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	6	0	-1	-1	-1
1238	1044	侠情盖世·凌云飞将	侠气凌云，豪情盖世	225	1	8640	侠气凌云，豪情盖世	争霸赛总决赛中，获得4强	1	106	0	1	48	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	5	0	-1	-1	-1
1239	1044	武略绝尘·惊天雄师	武略双绝，世之雄才	226	1	8640	武略双绝，世之雄才	争霸赛总决赛中，获得第二名	1	106	0	1	48	80	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	4	0	-1	-1	-1
1240	1044	天下霸主·九霄神军	独霸九霄，神军天降	227	1	8640	独霸九霄，神军天降	争霸赛总决赛中，获得第一名	1	106	0	1	48	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	3	0	-1	-1	-1
1241	1045	科举状元	学识渊博，在科举考试中力压群儒！	194	4	168	科举取得第一名。	科举取得第一名。	1	106	49	1	48	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1242	1045	科举榜眼	学识过人，在科举考试中获得第二！	194	3	168	科举取得第二名。	科举取得第二名。	1	106	0	1	48	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1243	1045	科举探花	学识过人，在科举考试中获得第三！	194	2	168	科举取得第三名。	科举取得第三名。	1	106	0	1	48	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1244	1046	隐诗官	花灯隐语活动中解谜达人的象征。	195	1	4320	花灯隐语活动中，累计完成任务3次领取的称号。	花灯隐语活动中，累计完成任务3次领取的称号。	1	106	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1245	1046	卦隐辞杰	花灯隐语活动中解谜专家的象征。	195	2	4320	花灯隐语活动中，累计完成任务6次领取的称号。	花灯隐语活动中，累计完成任务6次领取的称号。	1	106	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1246	1046	地谜隐天机	花灯隐语活动中解谜超人的象征。	195	3	4320	花灯隐语活动中，累计完成任务9次领取的称号。	花灯隐语活动中，累计完成任务9次领取的称号。	1	106	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1247	1047	妙笔生花	参加公众号、贴吧、论坛、同城/门派群内活动，获得的称号。	198	3	720	玩家通过公众号、贴吧、论坛、同城/门派群内的活动获得。	玩家通过公众号、贴吧、论坛、同城/门派群内的活动获得。	1	106	50	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1248	1048	山海相约·真心无悔	我该用什么样的文字，记录你永世不变的悠长爱意？山巅天涯，隽望真情。	199	1	-1	情人节浪漫奏鸣三部曲送花榜第一名。	情人节浪漫奏鸣三部曲送花榜第一名获得。	0	106	32	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1249	1048	天地可鉴·情深似海	我该用什么样的恋语，道尽你无穷无尽的似海深情？誓言难易，真爱永存。	200	1	-1	情人节浪漫奏鸣三部曲收花榜第一名。	情人节浪漫奏鸣三部曲收花榜第一名获得。	0	106	33	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1250	1049	情之所钟	与你一同遥望远方的玫瑰盛开，与你一起吟唱月下的恋曲欢歌。	201	1	-1	情人节活动期间累计收花188朵奖励称号。	情人节活动期间累计收花188朵奖励称号。	0	106	31	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1251	1045	科举进士	学识过人，在科举考试中获得第四至十名！	194	1	168	科举取得第四至十名。	科举取得第四至十名。	1	106	0	1	48	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1252	1050	$N的夫君·纸婚	郎才女貌，情投意合。	202	1	-1	夫妻	夫妻结婚时间达到30天，前往洛阳（40,52）卿小小处领取。	0	107	51	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	-1	-1
1253	1050	$N的夫君·木婚	良缘美满，天作之合。	202	2	-1	夫妻	夫妻结婚时间达到60天，前往洛阳（40,52）卿小小处领取。	0	107	52	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	-1	-1
1254	1050	已废弃可占用	已废弃可占用	202	3	-1	已废弃可占用	已废弃可占用	0	107	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1255	1050	$N的夫君·花边婚	花好月圆，珠联璧合。	202	4	-1	夫妻	夫妻结婚时间达到100天，前往洛阳（40,52）卿小小处领取。	0	107	54	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	-1	-1
1256	1050	$N的夫君·水晶婚	福禄鸳鸯，百年好合。	202	5	-1	夫妻	夫妻结婚时间达到180天，前往洛阳（40,52）卿小小处领取。	0	107	55	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	-1	-1
1257	1050	$N的夫君·银婚	花开并蒂，琴瑟和鸣。	202	6	-1	夫妻	夫妻结婚时间达到365天，前往洛阳（40,52）卿小小处领取。	0	107	56	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	-1	-1
1258	1050	$N的夫君·金婚	有情成眷，永结同心。	202	7	-1	夫妻	夫妻结婚时间达到540天，前往洛阳（40,52）卿小小处领取。	0	107	57	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	-1	-1
1259	1050	$N的夫君·翠玉婚	心心相印，终身之盟。	202	8	-1	夫妻	夫妻结婚时间达到730天，前往洛阳（40,52）卿小小处领取。	0	107	58	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	-1	-1
1260	1050	$N的夫君·钻石婚	前世注定，缘定三生。	202	9	-1	夫妻	夫妻结婚时间达到1095天，前往洛阳（40,52）卿小小处领取。	0	107	59	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	-1	-1
1261	1050	$N的娘子·纸婚	郎才女貌，情投意合。	202	10	-1	夫妻	夫妻结婚时间达到30天，前往洛阳（40,52）卿小小处领取。	0	107	51	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	-1	-1
