INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
70504016	7	5	4	16	4	-1	2	16	4	黄雀戏水兽饰·怯	75	黄雀戏水，显其灵也。#r适合#G胆小#W性格的珍兽穿着，穿齐全套可#G增加烈火咒、玄雷咒、血毒咒、寒冰咒伤害#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipAmulet1_2	珍兽护符	1	1	587	587	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	85	2	2	1	250	-1	0	-1	-1	1	-1	-1	-1	30	20301009	3	100
70504017	7	5	4	17	4	-1	2	17	4	黄雀戏水兽饰·怯	75	黄雀戏水，显其灵也。#r适合#G胆小#W性格的珍兽穿着，穿齐全套可#G增加烈火咒、玄雷咒、血毒咒、寒冰咒伤害#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipAmulet1_2	珍兽护符	1	1	587	587	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	85	2	2	1	250	-1	0	-1	-1	1	-1	-1	-1	35	20301009	7	100
70504018	7	5	4	18	4	-1	2	18	4	黄雀戏水兽饰·怯	75	黄雀戏水，显其灵也。#r适合#G胆小#W性格的珍兽穿着，穿齐全套可#G增加烈火咒、玄雷咒、血毒咒、寒冰咒伤害#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipAmulet1_2	珍兽护符	1	1	587	587	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	85	2	2	1	250	-1	0	-1	-1	1	-1	-1	-1	40	20301009	12	100
70504019	7	5	4	19	4	-1	2	19	4	黄雀戏水兽饰·怯	75	黄雀戏水，显其灵也。#r适合#G胆小#W性格的珍兽穿着，穿齐全套可#G增加烈火咒、玄雷咒、血毒咒、寒冰咒伤害#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipAmulet1_2	珍兽护符	1	1	587	587	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	85	2	2	1	250	-1	0	-1	-1	1	-1	-1	-1	50	20301009	20	100
70504020	7	5	4	20	4	-1	2	20	4	黄雀戏水兽饰·狡	75	黄雀戏水，显其灵也。#r适合#G精明#W性格的珍兽穿着，穿齐全套可#G增加摔绊技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipAmulet1_2	珍兽护符	1	1	587	587	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	85	2	2	1	250	-1	0	-1	-1	1	-1	-1	-1	25	20301009	1	80
70504021	7	5	4	21	4	-1	2	21	4	黄雀戏水兽饰·狡	75	黄雀戏水，显其灵也。#r适合#G精明#W性格的珍兽穿着，穿齐全套可#G增加摔绊技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipAmulet1_2	珍兽护符	1	1	587	587	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	85	2	2	1	250	-1	0	-1	-1	1	-1	-1	-1	30	20301009	3	100
70504022	7	5	4	22	4	-1	2	22	4	黄雀戏水兽饰·狡	75	黄雀戏水，显其灵也。#r适合#G精明#W性格的珍兽穿着，穿齐全套可#G增加摔绊技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipAmulet1_2	珍兽护符	1	1	587	587	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	85	2	2	1	250	-1	0	-1	-1	1	-1	-1	-1	35	20301009	7	100
70504023	7	5	4	23	4	-1	2	23	4	黄雀戏水兽饰·狡	75	黄雀戏水，显其灵也。#r适合#G精明#W性格的珍兽穿着，穿齐全套可#G增加摔绊技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipAmulet1_2	珍兽护符	1	1	587	587	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	85	2	2	1	250	-1	0	-1	-1	1	-1	-1	-1	40	20301009	12	100
70504024	7	5	4	24	4	-1	2	24	4	黄雀戏水兽饰·狡	75	黄雀戏水，显其灵也。#r适合#G精明#W性格的珍兽穿着，穿齐全套可#G增加摔绊技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipAmulet1_2	珍兽护符	1	1	587	587	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	85	2	2	1	250	-1	0	-1	-1	1	-1	-1	-1	50	20301009	20	100
70504025	7	5	4	25	4	-1	2	25	4	黄雀戏水兽饰·慎	75	黄雀戏水，显其灵也。#r适合#G谨慎#W性格的珍兽穿着，穿齐全套可#G增加虚弱技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipAmulet1_2	珍兽护符	1	1	587	587	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	85	2	2	1	250	-1	0	-1	-1	1	-1	-1	-1	25	20301009	1	80
70504026	7	5	4	26	4	-1	2	26	4	黄雀戏水兽饰·慎	75	黄雀戏水，显其灵也。#r适合#G谨慎#W性格的珍兽穿着，穿齐全套可#G增加虚弱技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipAmulet1_2	珍兽护符	1	1	587	587	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	85	2	2	1	250	-1	0	-1	-1	1	-1	-1	-1	30	20301009	3	100
70504027	7	5	4	27	4	-1	2	27	4	黄雀戏水兽饰·慎	75	黄雀戏水，显其灵也。#r适合#G谨慎#W性格的珍兽穿着，穿齐全套可#G增加虚弱技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipAmulet1_2	珍兽护符	1	1	587	587	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	85	2	2	1	250	-1	0	-1	-1	1	-1	-1	-1	35	20301009	7	100
70504028	7	5	4	28	4	-1	2	28	4	黄雀戏水兽饰·慎	75	黄雀戏水，显其灵也。#r适合#G谨慎#W性格的珍兽穿着，穿齐全套可#G增加虚弱技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipAmulet1_2	珍兽护符	1	1	587	587	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	85	2	2	1	250	-1	0	-1	-1	1	-1	-1	-1	40	20301009	12	100
70504029	7	5	4	29	4	-1	2	29	4	黄雀戏水兽饰·慎	75	黄雀戏水，显其灵也。#r适合#G谨慎#W性格的珍兽穿着，穿齐全套可#G增加虚弱技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipAmulet1_2	珍兽护符	1	1	587	587	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	85	2	2	1	250	-1	0	-1	-1	1	-1	-1	-1	50	20301009	20	100
70504030	7	5	4	30	4	-1	2	30	4	乌豚望日兽饰·忠	75	乌豚望日，增其体也。#r适合#G忠诚#W性格的珍兽穿着，穿齐全套可#G增加灵动技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipAmulet1_3	珍兽护符	1	1	587	587	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	85	2	2	1	250	-1	0	-1	-1	-1	1	-1	-1	25	20301009	1	80
70504031	7	5	4	31	4	-1	2	31	4	乌豚望日兽饰·忠	75	乌豚望日，增其体也。#r适合#G忠诚#W性格的珍兽穿着，穿齐全套可#G增加灵动技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipAmulet1_3	珍兽护符	1	1	587	587	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	85	2	2	1	250	-1	0	-1	-1	-1	1	-1	-1	30	20301009	3	100
70504032	7	5	4	32	4	-1	2	32	4	乌豚望日兽饰·忠	75	乌豚望日，增其体也。#r适合#G忠诚#W性格的珍兽穿着，穿齐全套可#G增加灵动技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipAmulet1_3	珍兽护符	1	1	587	587	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	85	2	2	1	250	-1	0	-1	-1	-1	1	-1	-1	35	20301009	7	100
70504033	7	5	4	33	4	-1	2	33	4	乌豚望日兽饰·忠	75	乌豚望日，增其体也。#r适合#G忠诚#W性格的珍兽穿着，穿齐全套可#G增加灵动技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipAmulet1_3	珍兽护符	1	1	587	587	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	85	2	2	1	250	-1	0	-1	-1	-1	1	-1	-1	40	20301009	12	100
70504034	7	5	4	34	4	-1	2	34	4	乌豚望日兽饰·忠	75	乌豚望日，增其体也。#r适合#G忠诚#W性格的珍兽穿着，穿齐全套可#G增加灵动技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipAmulet1_3	珍兽护符	1	1	587	587	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	85	2	2	1	250	-1	0	-1	-1	-1	1	-1	-1	50	20301009	20	100
70504035	7	5	4	35	4	-1	2	35	4	乌豚望日兽饰·慎	75	乌豚望日，增其体也。#r适合#G谨慎#W性格的珍兽穿着，穿齐全套可#G增加虚弱技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipAmulet1_3	珍兽护符	1	1	587	587	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	85	2	2	1	250	-1	0	-1	-1	-1	1	-1	-1	25	20301009	1	80
70504036	7	5	4	36	4	-1	2	36	4	乌豚望日兽饰·慎	75	乌豚望日，增其体也。#r适合#G谨慎#W性格的珍兽穿着，穿齐全套可#G增加虚弱技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipAmulet1_3	珍兽护符	1	1	587	587	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	85	2	2	1	250	-1	0	-1	-1	-1	1	-1	-1	30	20301009	3	100
70504037	7	5	4	37	4	-1	2	37	4	乌豚望日兽饰·慎	75	乌豚望日，增其体也。#r适合#G谨慎#W性格的珍兽穿着，穿齐全套可#G增加虚弱技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipAmulet1_3	珍兽护符	1	1	587	587	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	85	2	2	1	250	-1	0	-1	-1	-1	1	-1	-1	35	20301009	7	100
70504038	7	5	4	38	4	-1	2	38	4	乌豚望日兽饰·慎	75	乌豚望日，增其体也。#r适合#G谨慎#W性格的珍兽穿着，穿齐全套可#G增加虚弱技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipAmulet1_3	珍兽护符	1	1	587	587	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	85	2	2	1	250	-1	0	-1	-1	-1	1	-1	-1	40	20301009	12	100
70504039	7	5	4	39	4	-1	2	39	4	乌豚望日兽饰·慎	75	乌豚望日，增其体也。#r适合#G谨慎#W性格的珍兽穿着，穿齐全套可#G增加虚弱技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipAmulet1_3	珍兽护符	1	1	587	587	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	85	2	2	1	250	-1	0	-1	-1	-1	1	-1	-1	50	20301009	20	100
70504040	7	5	4	40	4	-1	2	40	4	白兔隐林兽饰·慎	75	白兔隐林，藏其形也。#r适合#G谨慎#W性格的珍兽穿着，穿齐全套可#G增加虚弱技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipAmulet1_5	珍兽护符	1	1	587	587	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	85	2	2	1	250	-1	0	-1	-1	-1	-1	-1	1	25	20301009	1	80
70504041	7	5	4	41	4	-1	2	41	4	白兔隐林兽饰·慎	75	白兔隐林，藏其形也。#r适合#G谨慎#W性格的珍兽穿着，穿齐全套可#G增加虚弱技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipAmulet1_5	珍兽护符	1	1	587	587	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	85	2	2	1	250	-1	0	-1	-1	-1	-1	-1	1	30	20301009	3	100
70504042	7	5	4	42	4	-1	2	42	4	白兔隐林兽饰·慎	75	白兔隐林，藏其形也。#r适合#G谨慎#W性格的珍兽穿着，穿齐全套可#G增加虚弱技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipAmulet1_5	珍兽护符	1	1	587	587	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	85	2	2	1	250	-1	0	-1	-1	-1	-1	-1	1	35	20301009	7	100
70504043	7	5	4	43	4	-1	2	43	4	白兔隐林兽饰·慎	75	白兔隐林，藏其形也。#r适合#G谨慎#W性格的珍兽穿着，穿齐全套可#G增加虚弱技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipAmulet1_5	珍兽护符	1	1	587	587	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	85	2	2	1	250	-1	0	-1	-1	-1	-1	-1	1	40	20301009	12	100
70504044	7	5	4	44	4	-1	2	44	4	白兔隐林兽饰·慎	75	白兔隐林，藏其形也。#r适合#G谨慎#W性格的珍兽穿着，穿齐全套可#G增加虚弱技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipAmulet1_5	珍兽护符	1	1	587	587	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	85	2	2	1	250	-1	0	-1	-1	-1	-1	-1	1	50	20301009	20	100
70504045	7	5	4	45	4	-1	2	45	4	猛虎撼山兽饰·勇	85	猛虎者，虽山高亦可撼。#r适合#G勇猛#W性格的珍兽穿着，穿齐全套可#G增加猛击技能的释放几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipAmulet1_10	珍兽护符	1	1	657	657	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	95	3	3	1	250	-1	0	-1	1	-1	-1	-1	-1	25	20301009	20	100
70504046	7	5	4	46	4	-1	2	46	4	猛虎撼山兽饰·勇	85	猛虎者，虽山高亦可撼。#r适合#G勇猛#W性格的珍兽穿着，穿齐全套可#G增加猛击技能的释放几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipAmulet1_10	珍兽护符	1	1	657	657	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	95	3	3	1	250	-1	0	-1	1	-1	-1	-1	-1	30	20301009	30	100
70504047	7	5	4	47	4	-1	2	47	4	猛虎撼山兽饰·勇	85	猛虎者，虽山高亦可撼。#r适合#G勇猛#W性格的珍兽穿着，穿齐全套可#G增加猛击技能的释放几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipAmulet1_10	珍兽护符	1	1	657	657	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	95	3	3	1	250	-1	0	-1	1	-1	-1	-1	-1	35	20301009	35	100
70504048	7	5	4	48	4	-1	2	48	4	猛虎撼山兽饰·勇	85	猛虎者，虽山高亦可撼。#r适合#G勇猛#W性格的珍兽穿着，穿齐全套可#G增加猛击技能的释放几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipAmulet1_10	珍兽护符	1	1	657	657	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	95	3	3	1	250	-1	0	-1	1	-1	-1	-1	-1	40	20301009	42	100
