INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING
574	破冰裁雪	188	7	1	11	-1	5	30	60	45	120	75	180	120	240	195	300	-1	-1	45	-1	516	-1	-1	天山3雪隐Y4
575	冰雪无声	96	7	1	11	505	5	30	80	45	160	75	240	120	320	195	400	572	5	-1	-1	46043	-1	-1	天山3雪隐Y5
576	兰雪纷飞	116	7	1	12	499	5	60	6000	105	12000	165	18000	270	24000	435	30000	-1	-1	50	-1	499	-1	-1	天山3雪隐Y6
577	连寒三冬	2	7	1	12	515	5	60	8000	105	16000	165	24000	270	32000	435	40000	-1	-1	50	-1	-1	-1	-1	天山3雪隐Y7
578	瓮中捉鳖	219	7	1	13	-1	5	120	6	180	12	300	18	480	24	780	30	576	5	-1	-1	499	511	-1	天山3雪隐Y8
579	杀心透骨	202	7	1	13	-1	5	120	10	180	20	300	30	480	50	780	70	-1	-1	55	-1	-1	-1	-1	天山3雪隐Y9
580	悲歌击筑	203	7	1	13	510	5	120	30	180	60	300	90	480	120	780	150	-1	-1	55	-1	-1	-1	-1	天山3雪隐Y10
581	落英点星	204	8	0	10	521	5	15	100	30	200	45	300	75	400	120	500	-1	-1	40	-1	-1	-1	-1	逍遥3逸仙X1
582	沧海升涛	72	8	0	10	544	5	15	200	30	400	45	600	75	800	120	1000	-1	-1	40	-1	-1	-1	-1	逍遥3逸仙X2
583	指聚芳华	33	8	0	11	523	5	30	50	45	100	75	150	120	200	195	250	581	5	-1	-1	-1	-1	-1	逍遥3逸仙X3
584	暴雨笼月	190	8	0	11	533	5	30	50	45	100	75	150	120	200	195	250	-1	-1	45	-1	-1	-1	-1	逍遥3逸仙X4
585	渊心渐明	2	8	0	11	541	5	30	30000	45	60000	75	90000	120	120000	195	150000	582	5	-1	-1	-1	-1	-1	逍遥3逸仙X5
586	落花时浅	9	8	0	12	521	5	60	80	105	160	165	240	270	320	435	400	-1	-1	50	2	535	-1	-1	逍遥3逸仙X6
587	弹指破云	97	8	0	12	523	5	60	120	105	240	165	360	270	480	435	600	-1	-1	50	-1	-1	-1	-1	逍遥3逸仙X7
588	潮音惊风	190	8	0	13	535	5	120	30	180	60	300	90	480	120	780	150	586	5	-1	-1	-1	-1	-1	逍遥3逸仙X8
589	海棠摧树	21	8	0	13	535	5	120	6	180	12	300	18	480	24	780	30	-1	-1	55	-1	-1	-1	-1	逍遥3逸仙X9
590	凭风折柳	9	8	0	13	523	5	120	100	180	200	300	300	480	400	780	500	-1	-1	55	999	523	-1	-1	逍遥3逸仙X10
591	欲观烟雨	205	8	1	10	521	5	15	10	30	20	45	30	75	40	120	50	-1	-1	40	-1	-1	-1	-1	逍遥3明鬼Y1
592	久负晚晴	206	8	1	10	536	5	15	1000	30	2000	45	3000	75	4000	120	5000	-1	-1	40	-1	-1	-1	-1	逍遥3明鬼Y2
593	此间朝夕	53	8	1	11	527	5	30	100	45	200	75	300	120	400	195	500	591	5	-1	-1	-1	-1	-1	逍遥3明鬼Y3
594	指聚芳华	33	8	1	11	523	5	30	50	45	100	75	150	120	200	195	250	-1	-1	45	-1	-1	-1	-1	逍遥3明鬼Y4
595	桃枝解意	53	8	1	11	522	5	30	100	45	200	75	300	120	400	195	500	592	5	-1	-1	-1	-1	-1	逍遥3明鬼Y5
596	月堕春归	9	8	1	12	521	5	60	200	105	400	165	600	270	800	435	1000	-1	-1	50	3	545	525	-1	逍遥3明鬼Y6
597	松风撼岳	97	8	1	12	535	5	60	140	105	280	165	420	270	560	435	700	-1	-1	50	-1	-1	-1	-1	逍遥3明鬼Y7
598	暮雪除光	95	8	1	13	525	5	120	46056	180	46057	300	46058	480	46059	780	46060	596	5	-1	-1	100	-1	-1	逍遥3明鬼Y8
599	青莲缠步	207	8	1	13	545	5	120	60	180	120	300	180	480	240	780	300	596	5	-1	-1	46044	-1	-1	逍遥3明鬼Y9
600	垂云落絮	208	8	1	13	535	5	120	30	180	70	300	100	480	140	780	180	597	5	-1	-1	350	-1	-1	逍遥3明鬼Y10
601	春色撩人	209	10	0	10	-1	5	15	20	30	40	45	60	75	80	120	100	-1	-1	40	-1	-1	-1	-1	曼陀3晚籁X1
602	迎寒回雪	2	10	0	10	761	5	15	4000	30	8000	45	12000	75	16000	120	20000	-1	-1	40	-1	-1	-1	-1	曼陀3晚籁X2
603	孤芳缀枝	210	10	0	11	768	5	30	70	45	140	75	210	120	280	195	350	601	5	-1	-1	-1	-1	-1	曼陀3晚籁X3
604	吟枯木	21	10	0	11	784	5	30	40	45	80	75	120	120	160	195	200	-1	-1	45	-1	-1	-1	-1	曼陀3晚籁X4
605	玉振金声	97	10	0	11	763	5	30	120	45	240	75	360	120	480	195	600	602	5	-1	-1	-1	-1	-1	曼陀3晚籁X5
606	秋波澹澹	34	10	0	12	767	5	60	2000	105	4000	165	6000	270	8000	435	10000	-1	-1	50	-1	-1	-1	-1	曼陀3晚籁X6
607	回风望月	2	10	0	12	764	5	60	2000	105	4000	165	6000	270	8000	435	10000	-1	-1	50	-1	-1	-1	-1	曼陀3晚籁X7
608	怜春时	2	10	0	13	768	5	120	200	180	400	300	600	480	800	780	1000	-1	-1	55	-1	-1	-1	-1	曼陀3晚籁X8
609	春风送暖	2	10	0	13	773	5	120	2000	180	4000	300	6000	480	8000	780	10000	-1	-1	55	-1	-1	-1	-1	曼陀3晚籁X9
610	凤泣昆山	211	10	0	13	780	5	120	20	180	40	300	60	480	80	780	100	-1	-1	55	-1	-1	-1	-1	曼陀3晚籁X10
611	春寒未了	197	10	1	10	-1	5	15	1000	30	2000	45	4000	75	6000	120	8000	-1	-1	40	-1	117	-1	-1	曼陀3昭明Y1
612	醉春烟	212	10	1	10	-1	5	15	20	30	40	45	60	75	80	120	100	-1	-1	40	-1	-1	-1	-1	曼陀3昭明Y2
613	东风破	21	10	1	11	767	5	30	30	45	60	75	90	120	120	195	150	611	5	-1	-1	-1	-1	-1	曼陀3昭明Y3
614	相思折枝	148	10	1	11	771	5	30	46045	45	46046	75	46047	120	46048	195	46049	-1	-1	45	-1	-1	-1	-1	曼陀3昭明Y4
615	弦外之音	213	10	1	11	776	5	30	6	45	12	75	18	120	24	195	30	612	5	-1	-1	-1	-1	-1	曼陀3昭明Y5
616	不负良宵	214	10	1	12	767	5	60	10	105	20	165	30	270	40	435	50	-1	-1	50	-1	-1	-1	-1	曼陀3昭明Y6
617	透骨生香	218	10	1	12	785	5	60	100	105	200	165	300	270	400	435	500	-1	-1	50	-1	-1	-1	-1	曼陀3昭明Y7
618	云销雨霁	9	10	1	13	760	5	120	100	180	200	300	300	480	400	780	500	616	5	-1	9999	768	-1	-1	曼陀3昭明Y8
619	银瓶乍破	215	10	1	13	780	5	120	20	180	40	300	60	480	80	780	100	-1	-1	55	-1	-1	-1	-1	曼陀3昭明Y9
620	疏影暗香	216	10	1	13	785	5	120	70	180	140	300	210	480	280	780	350	617	5	-1	-1	46050	-1	-1	曼陀3昭明Y10
