INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
≥ËŒÔ±‡∫≈	√˚≥∆$1$	≥ËŒÔ¿‡–Õ	ø…–Ø¥¯µ»º∂	’Û”™	 «∑Ò±‰“Ï	 «∑Ò±¶±¶	 ≥ŒÔ¿‡	À˘ƒ‹—ßµƒººƒ‹ ˝	÷˜∂Øººƒ‹	÷˜∂Øººƒ‹…˙≥…º∏¬ £®1/100w£©	÷˜∂Øººƒ‹2	÷˜∂Øººƒ‹2…˙≥…º∏¬ £®1/100w£©	±ª∂Øººƒ‹1	±ª∂Øººƒ‹1…˙≥…º∏¬ £®1/100W£©	±ª∂Øººƒ‹2	±ª∂Øººƒ‹2…˙≥…º∏¬ £®1/100W£©	±ª∂Øººƒ‹3	±ª∂Øººƒ‹3…˙≥…º∏¬ £®1/100W£©	±ª∂Øººƒ‹4	±ª∂Øººƒ‹4…˙≥…º∏¬ £®1/100W£©	±ª∂Øººƒ‹5	±ª∂Øººƒ‹5…˙≥…º∏¬ £®1/100W£©	±ª∂Øººƒ‹6	±ª∂Øººƒ‹6…˙≥…º∏¬ £®1/100W£©	±ª∂Øººƒ‹7	±ª∂Øººƒ‹7…˙≥…º∏¬ £®1/100W£©	±ª∂Øººƒ‹8	±ª∂Øººƒ‹8…˙≥…º∏¬ £®1/100W£©	±ª∂Øººƒ‹9	±ª∂Øººƒ‹9…˙≥…º∏¬ £®1/100W£©	±ª∂Øººƒ‹10	±ª∂Øººƒ‹10…˙≥…º∏¬ £®1/100W£©	±Í◊º Ÿ√¸	±Í◊º¡¶¡ø◊ ÷ 	±Í◊ºÃÂ÷ ◊ ÷ 	±Í◊º¡È∆¯◊ ÷ 	±Í◊º…Ì∑®◊ ÷ 	±Í◊º∂®¡¶◊ ÷ 	≥…≥§¬ 1	≥…≥§¬ 2	≥…≥§¬ 3	≥…≥§¬ 4	≥…≥§¬ 5	µ®–°(1/1000)	Ω˜…˜(1/1000)	÷“≥œ(1/1000)	æ´√˜(1/1000)	”¬√Õ(1/1000)	≥ËŒÔ∑±÷≥ ±º‰(ms)	Õ¨¿‡≤Œøº’‰ ﬁ¿‡–Õ
30094	±‰“Ï’—»˜Ë˜Î	3009	85	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1070	1872	936	802	1070	1357	1492	1560	1764	2035	100	250	450	150	50	60000	30090	
30095	±‰“Ï’—»˜Ë˜Î	3009	85	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1109	1941	970	832	1109	1357	1492	1560	1764	2035	100	250	450	150	50	60000	30090	
30096	±‰“Ï’—»˜Ë˜Î	3009	85	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1148	2009	1004	861	1148	1357	1492	1560	1764	2035	100	250	450	150	50	60000	30090	
30097	±‰“Ï’—»˜Ë˜Î	3009	85	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1187	2078	1039	890	1187	1357	1492	1560	1764	2035	100	250	450	150	50	60000	30090	
30099	’—»˜Ë˜Î±¶±¶	3009	85	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	913	1598	799	685	913	1357	1492	1560	1764	2035	100	250	450	150	50	60000	30090	
30100	≥…ƒÍ’—»˜Ë˜Î	3010	95	9	0	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	946	1656	828	709	946	1459	1604	1677	1896	2188	100	250	450	150	50	60000	30100	
30101	±‰“Ï’—»˜Ë˜Î	3010	95	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	981	1718	859	736	981	1459	1604	1677	1896	2188	100	250	450	150	50	60000	30100	
30102	±‰“Ï’—»˜Ë˜Î	3010	95	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1017	1780	890	763	1017	1459	1604	1677	1896	2188	100	250	450	150	50	60000	30100	
30103	±‰“Ï’—»˜Ë˜Î	3010	95	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1052	1842	921	789	1052	1459	1604	1677	1896	2188	100	250	450	150	50	60000	30100	
30104	±‰“Ï’—»˜Ë˜Î	3010	95	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1088	1904	952	816	1088	1459	1604	1677	1896	2188	100	250	450	150	50	60000	30100	
30105	±‰“Ï’—»˜Ë˜Î	3010	95	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1123	1966	983	842	1123	1459	1604	1677	1896	2188	100	250	450	150	50	60000	30100	
30106	±‰“Ï’—»˜Ë˜Î	3010	95	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1159	2028	1014	869	1159	1459	1604	1677	1896	2188	100	250	450	150	50	60000	30100	
30107	±‰“Ï’—»˜Ë˜Î	3010	95	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1194	2090	1045	896	1194	1459	1604	1677	1896	2188	100	250	450	150	50	60000	30100	
30108	±‰“Ï’—»˜Ë˜Î	3010	95	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1230	2153	1076	922	1230	1459	1604	1677	1896	2188	100	250	450	150	50	60000	30100	
30109	’—»˜Ë˜Î±¶±¶	3010	95	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	946	1656	828	709	946	1459	1604	1677	1896	2188	100	250	450	150	50	60000	30100	
30110	≥…ƒÍ∏≤∫£¡˙æ˝	3011	5	9	0	0	1000	10	694	300000	-1	-1	722	900000	726	250000	661	100000	653	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1313	938	469	844	656	846	930	972	1099	1269	100	300	100	100	400	60000	30110	
30111	±‰“Ï∏≤∫£¡˙æ˝	3011	5	9	1	0	1000	10	694	300000	-1	-1	722	900000	726	250000	661	100000	653	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1510	1078	539	970	755	846	930	972	1099	1269	100	300	100	100	400	60000	30110	
30112	±‰“Ï∏≤∫£¡˙æ˝	3011	5	9	1	0	1000	10	694	300000	-1	-1	722	900000	726	250000	661	100000	653	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1707	1219	609	1097	853	846	930	972	1099	1269	100	300	100	100	400	60000	30110	
30119	∏≤∫£¡˙æ˝±¶±¶	3011	5	9	0	1	1000	10	694	300000	-1	-1	722	900000	726	250000	661	100000	653	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1313	938	469	844	656	846	930	972	1099	1269	100	300	100	100	400	60000	30110	
30120	≥…ƒÍ∏≤∫£¡˙æ˝	3012	45	9	0	0	1000	10	694	350000	-1	-1	722	900000	726	300000	661	150000	653	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1370	979	489	881	685	948	1042	1090	1232	1422	100	300	100	100	400	60000	30120	
30121	±‰“Ï∏≤∫£¡˙æ˝	3012	45	9	1	0	1000	10	694	350000	-1	-1	722	900000	726	300000	661	150000	653	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1507	1076	538	969	753	948	1042	1090	1232	1422	100	300	100	100	400	60000	30120	
30122	±‰“Ï∏≤∫£¡˙æ˝	3012	45	9	1	0	1000	10	694	350000	-1	-1	722	900000	726	300000	661	150000	653	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1644	1174	587	1057	822	948	1042	1090	1232	1422	100	300	100	100	400	60000	30120	
30123	±‰“Ï∏≤∫£¡˙æ˝	3012	45	9	1	0	1000	10	694	350000	-1	-1	722	900000	726	300000	661	150000	653	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1781	1272	636	1145	890	948	1042	1090	1232	1422	100	300	100	100	400	60000	30120	
30129	∏≤∫£¡˙æ˝±¶±¶	3012	45	9	0	1	1000	10	694	350000	-1	-1	722	900000	726	300000	661	150000	653	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1370	979	489	881	685	948	1042	1090	1232	1422	100	300	100	100	400	60000	30120	
30130	≥…ƒÍ∏≤∫£¡˙æ˝	3013	55	9	0	0	1000	10	694	400000	-1	-1	722	900000	726	350000	661	200000	653	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1428	1020	510	918	714	1051	1156	1208	1366	1576	100	300	100	100	400	60000	30130	
30131	±‰“Ï∏≤∫£¡˙æ˝	3013	55	9	1	0	1000	10	694	400000	-1	-1	722	900000	726	350000	661	200000	653	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1535	1096	548	986	767	1051	1156	1208	1366	1576	100	300	100	100	400	60000	30130	
30132	±‰“Ï∏≤∫£¡˙æ˝	3013	55	9	1	0	1000	10	694	400000	-1	-1	722	900000	726	350000	661	200000	653	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1642	1173	586	1055	821	1051	1156	1208	1366	1576	100	300	100	100	400	60000	30130	
30133	±‰“Ï∏≤∫£¡˙æ˝	3013	55	9	1	0	1000	10	694	400000	-1	-1	722	900000	726	350000	661	200000	653	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1749	1249	624	1124	874	1051	1156	1208	1366	1576	100	300	100	100	400	60000	30130	
30134	±‰“Ï∏≤∫£¡˙æ˝	3013	55	9	1	0	1000	10	694	400000	-1	-1	722	900000	726	350000	661	200000	653	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1856	1326	663	1193	928	1051	1156	1208	1366	1576	100	300	100	100	400	60000	30130	
30139	∏≤∫£¡˙æ˝±¶±¶	3013	55	9	0	1	1000	10	694	400000	-1	-1	722	900000	726	350000	661	200000	653	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1428	1020	510	918	714	1051	1156	1208	1366	1576	100	300	100	100	400	60000	30130	
30140	≥…ƒÍ∏≤∫£¡˙æ˝	3014	65	9	0	0	1000	10	694	450000	-1	-1	722	900000	726	400000	661	250000	653	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1485	1061	530	954	742	1153	1268	1325	1498	1729	100	300	100	100	400	60000	30140	
30141	±‰“Ï∏≤∫£¡˙æ˝	3014	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	726	400000	661	250000	653	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1574	1124	562	1012	787	1153	1268	1325	1498	1729	100	300	100	100	400	60000	30140	
30142	±‰“Ï∏≤∫£¡˙æ˝	3014	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	726	400000	661	250000	653	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1663	1188	594	1069	831	1153	1268	1325	1498	1729	100	300	100	100	400	60000	30140	
30143	±‰“Ï∏≤∫£¡˙æ˝	3014	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	726	400000	661	250000	653	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1752	1251	625	1126	876	1153	1268	1325	1498	1729	100	300	100	100	400	60000	30140	
30144	±‰“Ï∏≤∫£¡˙æ˝	3014	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	726	400000	661	250000	653	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1841	1315	657	1184	920	1153	1268	1325	1498	1729	100	300	100	100	400	60000	30140	
30145	±‰“Ï∏≤∫£¡˙æ˝	3014	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	726	400000	661	250000	653	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1931	1379	689	1241	965	1153	1268	1325	1498	1729	100	300	100	100	400	60000	30140	
30149	∏≤∫£¡˙æ˝±¶±¶	3014	65	9	0	1	1000	10	694	450000	-1	-1	722	900000	726	400000	661	250000	653	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1485	1061	530	954	742	1153	1268	1325	1498	1729	100	300	100	100	400	60000	30140	
30150	≥…ƒÍ∏≤∫£¡˙æ˝	3015	75	9	0	0	1000	10	694	500000	-1	-1	722	900000	726	450000	661	300000	653	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1542	1102	551	991	771	1255	1380	1443	1631	1882	100	300	100	100	400	60000	30150	
30151	±‰“Ï∏≤∫£¡˙æ˝	3015	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	726	450000	661	300000	653	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1619	1157	578	1041	809	1255	1380	1443	1631	1882	100	300	100	100	400	60000	30150	
30152	±‰“Ï∏≤∫£¡˙æ˝	3015	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	726	450000	661	300000	653	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1697	1212	606	1090	848	1255	1380	1443	1631	1882	100	300	100	100	400	60000	30150	
30153	±‰“Ï∏≤∫£¡˙æ˝	3015	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	726	450000	661	300000	653	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1774	1267	633	1140	887	1255	1380	1443	1631	1882	100	300	100	100	400	60000	30150	
30154	±‰“Ï∏≤∫£¡˙æ˝	3015	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	726	450000	661	300000	653	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1851	1322	661	1190	925	1255	1380	1443	1631	1882	100	300	100	100	400	60000	30150	
30155	±‰“Ï∏≤∫£¡˙æ˝	3015	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	726	450000	661	300000	653	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1928	1377	688	1239	964	1255	1380	1443	1631	1882	100	300	100	100	400	60000	30150	
30156	±‰“Ï∏≤∫£¡˙æ˝	3015	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	726	450000	661	300000	653	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	2005	1432	716	1289	1002	1255	1380	1443	1631	1882	100	300	100	100	400	60000	30150	
30159	∏≤∫£¡˙æ˝±¶±¶	3015	75	9	0	1	1000	10	694	500000	-1	-1	722	900000	726	450000	661	300000	653	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1542	1102	551	991	771	1255	1380	1443	1631	1882	100	300	100	100	400	60000	30150	
30160	≥…ƒÍ∏≤∫£¡˙æ˝	3016	85	9	0	0	1000	10	694	550000	-1	-1	722	900000	726	500000	661	350000	653	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1598	1142	571	1027	799	1357	1492	1560	1764	2035	100	300	100	100	400	60000	30160	
30161	±‰“Ï∏≤∫£¡˙æ˝	3016	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	726	500000	661	350000	653	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1667	1190	595	1071	833	1357	1492	1560	1764	2035	100	300	100	100	400	60000	30160	
30162	±‰“Ï∏≤∫£¡˙æ˝	3016	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	726	500000	661	350000	653	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1735	1239	619	1115	867	1357	1492	1560	1764	2035	100	300	100	100	400	60000	30160	
30163	±‰“Ï∏≤∫£¡˙æ˝	3016	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	726	500000	661	350000	653	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1804	1288	644	1159	902	1357	1492	1560	1764	2035	100	300	100	100	400	60000	30160	
30164	±‰“Ï∏≤∫£¡˙æ˝	3016	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	726	500000	661	350000	653	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1872	1337	668	1203	936	1357	1492	1560	1764	2035	100	300	100	100	400	60000	30160	
30165	±‰“Ï∏≤∫£¡˙æ˝	3016	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	726	500000	661	350000	653	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1941	1386	693	1248	970	1357	1492	1560	1764	2035	100	300	100	100	400	60000	30160	
30166	±‰“Ï∏≤∫£¡˙æ˝	3016	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	726	500000	661	350000	653	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	2009	1435	717	1292	1004	1357	1492	1560	1764	2035	100	300	100	100	400	60000	30160	
30167	±‰“Ï∏≤∫£¡˙æ˝	3016	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	726	500000	661	350000	653	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	2078	1484	742	1336	1039	1357	1492	1560	1764	2035	100	300	100	100	400	60000	30160	
30169	∏≤∫£¡˙æ˝±¶±¶	3016	85	9	0	1	1000	10	694	550000	-1	-1	722	900000	726	500000	661	350000	653	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1598	1142	571	1027	799	1357	1492	1560	1764	2035	100	300	100	100	400	60000	30160	
30170	≥…ƒÍ∏≤∫£¡˙æ˝	3017	95	9	0	0	1000	10	694	600000	-1	-1	722	900000	726	550000	661	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1656	1183	591	1064	828	1459	1604	1677	1896	2188	100	300	100	100	400	60000	30170	
30171	±‰“Ï∏≤∫£¡˙æ˝	3017	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	726	550000	661	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1718	1227	613	1104	859	1459	1604	1677	1896	2188	100	300	100	100	400	60000	30170	
30172	±‰“Ï∏≤∫£¡˙æ˝	3017	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	726	550000	661	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1780	1271	635	1144	890	1459	1604	1677	1896	2188	100	300	100	100	400	60000	30170	
30173	±‰“Ï∏≤∫£¡˙æ˝	3017	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	726	550000	661	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1842	1316	658	1184	921	1459	1604	1677	1896	2188	100	300	100	100	400	60000	30170	
30174	±‰“Ï∏≤∫£¡˙æ˝	3017	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	726	550000	661	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1904	1360	680	1224	952	1459	1604	1677	1896	2188	100	300	100	100	400	60000	30170	
30175	±‰“Ï∏≤∫£¡˙æ˝	3017	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	726	550000	661	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1966	1404	702	1264	983	1459	1604	1677	1896	2188	100	300	100	100	400	60000	30170	
30176	±‰“Ï∏≤∫£¡˙æ˝	3017	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	726	550000	661	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	2028	1449	724	1304	1014	1459	1604	1677	1896	2188	100	300	100	100	400	60000	30170	
30177	±‰“Ï∏≤∫£¡˙æ˝	3017	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	726	550000	661	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	2090	1493	746	1344	1045	1459	1604	1677	1896	2188	100	300	100	100	400	60000	30170	
30178	±‰“Ï∏≤∫£¡˙æ˝	3017	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	726	550000	661	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	2153	1537	768	1384	1076	1459	1604	1677	1896	2188	100	300	100	100	400	60000	30170	
30179	∏≤∫£¡˙æ˝±¶±¶	3017	95	9	0	1	1000	10	694	600000	-1	-1	722	900000	726	550000	661	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1656	1183	591	1064	828	1459	1604	1677	1896	2188	100	300	100	100	400	60000	30170	
30180	≥…ƒÍ∆ΩÃÏ¥Û •	3018	5	9	0	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	750	1313	656	562	750	846	930	972	1099	1269	100	250	450	150	50	60000	30180	
30181	±‰“Ï∆ΩÃÏ¥Û •	3018	5	9	1	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	862	1510	755	647	862	846	930	972	1099	1269	100	250	450	150	50	60000	30180	
30182	±‰“Ï∆ΩÃÏ¥Û •	3018	5	9	1	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	975	1707	853	731	975	846	930	972	1099	1269	100	250	450	150	50	60000	30180	
30189	∆ΩÃÏ¥Û •±¶±¶	3018	5	9	0	1	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	750	1313	656	562	750	846	930	972	1099	1269	100	250	450	150	50	60000	30180	
30190	≥…ƒÍ∆ΩÃÏ¥Û •	3019	45	9	0	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	783	1370	685	587	783	948	1042	1090	1232	1422	100	250	450	150	50	60000	30190	
30191	±‰“Ï∆ΩÃÏ¥Û •	3019	45	9	1	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	861	1507	753	646	861	948	1042	1090	1232	1422	100	250	450	150	50	60000	30190	
30192	±‰“Ï∆ΩÃÏ¥Û •	3019	45	9	1	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	939	1644	822	704	939	948	1042	1090	1232	1422	100	250	450	150	50	60000	30190	
30193	±‰“Ï∆ΩÃÏ¥Û •	3019	45	9	1	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1018	1781	890	763	1018	948	1042	1090	1232	1422	100	250	450	150	50	60000	30190	
30199	∆ΩÃÏ¥Û •±¶±¶	3019	45	9	0	1	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	783	1370	685	587	783	948	1042	1090	1232	1422	100	250	450	150	50	60000	30190	
30200	≥…ƒÍ∆ΩÃÏ¥Û •	3020	55	9	0	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	816	1428	714	612	816	1051	1156	1208	1366	1576	100	250	450	150	50	60000	30200	
30201	±‰“Ï∆ΩÃÏ¥Û •	3020	55	9	1	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	877	1535	767	657	877	1051	1156	1208	1366	1576	100	250	450	150	50	60000	30200	
30202	±‰“Ï∆ΩÃÏ¥Û •	3020	55	9	1	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	938	1642	821	703	938	1051	1156	1208	1366	1576	100	250	450	150	50	60000	30200	
30203	±‰“Ï∆ΩÃÏ¥Û •	3020	55	9	1	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	999	1749	874	749	999	1051	1156	1208	1366	1576	100	250	450	150	50	60000	30200	
30204	±‰“Ï∆ΩÃÏ¥Û •	3020	55	9	1	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1060	1856	928	795	1060	1051	1156	1208	1366	1576	100	250	450	150	50	60000	30200	
30209	∆ΩÃÏ¥Û •±¶±¶	3020	55	9	0	1	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	816	1428	714	612	816	1051	1156	1208	1366	1576	100	250	450	150	50	60000	30200	
30210	≥…ƒÍ∆ΩÃÏ¥Û •	3021	65	9	0	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	848	1485	742	636	848	1153	1268	1325	1498	1729	100	250	450	150	50	60000	30210	
30211	±‰“Ï∆ΩÃÏ¥Û •	3021	65	9	1	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	899	1574	787	674	899	1153	1268	1325	1498	1729	100	250	450	150	50	60000	30210	
30212	±‰“Ï∆ΩÃÏ¥Û •	3021	65	9	1	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	950	1663	831	712	950	1153	1268	1325	1498	1729	100	250	450	150	50	60000	30210	
