INT	STRING	STRING	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING
1558	汪剑通技能2陷阱110（困难）	汪剑通技能2陷阱110（困难）	4	0	0	1	1	汪剑通_技能2陷阱_飞龙飞出	-1		-1		-1	0	0	0	0	4000	4000	3	3	-1	-1	12	0	0	0	0	0	0	效果1	46791	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1559	玄慈技能2陷阱65（困难）	玄慈技能2陷阱65（困难）	4	0	0	1	1	boss_玄慈_金色爆炸特效预警	-1	boss_玄慈_金色爆炸特效	-1		-1	0	0	0	0	5000	5000	4	4	-1	-1	12	0	0	0	0	0	0	效果1	46874	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1560	玄慈技能2陷阱70（困难）	玄慈技能2陷阱70（困难）	4	0	0	1	1	boss_玄慈_金色爆炸特效预警	-1	boss_玄慈_金色爆炸特效	-1		-1	0	0	0	0	5000	5000	4	4	-1	-1	12	0	0	0	0	0	0	效果1	46875	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1561	玄慈技能2陷阱80（困难）	玄慈技能2陷阱80（困难）	4	0	0	1	1	boss_玄慈_金色爆炸特效预警	-1	boss_玄慈_金色爆炸特效	-1		-1	0	0	0	0	5000	5000	4	4	-1	-1	12	0	0	0	0	0	0	效果1	46876	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1562	玄慈技能2陷阱90（困难）	玄慈技能2陷阱90（困难）	4	0	0	1	1	boss_玄慈_金色爆炸特效预警	-1	boss_玄慈_金色爆炸特效	-1		-1	0	0	0	0	5000	5000	4	4	-1	-1	12	0	0	0	0	0	0	效果1	46877	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1563	玄慈技能2陷阱100（困难）	玄慈技能2陷阱100（困难）	4	0	0	1	1	boss_玄慈_金色爆炸特效预警	-1	boss_玄慈_金色爆炸特效	-1		-1	0	0	0	0	5000	5000	4	4	-1	-1	12	0	0	0	0	0	0	效果1	46878	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1564	玄慈技能2陷阱110（困难）	玄慈技能2陷阱110（困难）	4	0	0	1	1	boss_玄慈_金色爆炸特效预警	-1	boss_玄慈_金色爆炸特效	-1		-1	0	0	0	0	5000	5000	4	4	-1	-1	12	0	0	0	0	0	0	效果1	46879	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1565	带头大哥技能2陷阱65（困难）	带头大哥技能2陷阱65（困难）	4	0	0	1	1	boss_玄慈_黑色爆炸特效预警	-1	boss_玄慈_黑色爆炸特效	-1		-1	0	0	0	0	5000	5000	4	4	-1	-1	12	0	0	0	0	0	0	效果1	46880	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1566	带头大哥技能2陷阱70（困难）	带头大哥技能2陷阱70（困难）	4	0	0	1	1	boss_玄慈_黑色爆炸特效预警	-1	boss_玄慈_黑色爆炸特效	-1		-1	0	0	0	0	5000	5000	4	4	-1	-1	12	0	0	0	0	0	0	效果1	46881	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1567	带头大哥技能2陷阱80（困难）	带头大哥技能2陷阱80（困难）	4	0	0	1	1	boss_玄慈_黑色爆炸特效预警	-1	boss_玄慈_黑色爆炸特效	-1		-1	0	0	0	0	5000	5000	4	4	-1	-1	12	0	0	0	0	0	0	效果1	46882	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1568	带头大哥技能2陷阱90（困难）	带头大哥技能2陷阱90（困难）	4	0	0	1	1	boss_玄慈_黑色爆炸特效预警	-1	boss_玄慈_黑色爆炸特效	-1		-1	0	0	0	0	5000	5000	4	4	-1	-1	12	0	0	0	0	0	0	效果1	46883	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1569	带头大哥技能2陷阱100（困难）	带头大哥技能2陷阱100（困难）	4	0	0	1	1	boss_玄慈_黑色爆炸特效预警	-1	boss_玄慈_黑色爆炸特效	-1		-1	0	0	0	0	5000	5000	4	4	-1	-1	12	0	0	0	0	0	0	效果1	46884	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1570	带头大哥技能2陷阱110（困难）	带头大哥技能2陷阱110（困难）	4	0	0	1	1	boss_玄慈_黑色爆炸特效预警	-1	boss_玄慈_黑色爆炸特效	-1		-1	0	0	0	0	5000	5000	4	4	-1	-1	12	0	0	0	0	0	0	效果1	46885	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1571	乔峰心魔技能2陷阱65（困难）	乔峰心魔技能2陷阱65（困难）	4	0	0	1	1	boss_萧峰心魔_技能2陷阱_预警	-1	boss_萧峰心魔_技能2陷阱_爆炸	-1		-1	0	0	0	0	3000	3000	3	3	-1	-1	12	0	0	0	0	0	0	效果1	46710	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1572	乔峰心魔技能2陷阱70（困难）	乔峰心魔技能2陷阱70（困难）	4	0	0	1	1	boss_萧峰心魔_技能2陷阱_预警	-1	boss_萧峰心魔_技能2陷阱_爆炸	-1		-1	0	0	0	0	3000	3000	3	3	-1	-1	12	0	0	0	0	0	0	效果1	46711	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1573	乔峰心魔技能2陷阱80（困难）	乔峰心魔技能2陷阱80（困难）	4	0	0	1	1	boss_萧峰心魔_技能2陷阱_预警	-1	boss_萧峰心魔_技能2陷阱_爆炸	-1		-1	0	0	0	0	3000	3000	3	3	-1	-1	12	0	0	0	0	0	0	效果1	46712	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1574	乔峰心魔技能2陷阱90（困难）	乔峰心魔技能2陷阱90（困难）	4	0	0	1	1	boss_萧峰心魔_技能2陷阱_预警	-1	boss_萧峰心魔_技能2陷阱_爆炸	-1		-1	0	0	0	0	3000	3000	3	3	-1	-1	12	0	0	0	0	0	0	效果1	46713	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1575	乔峰心魔技能2陷阱100（困难）	乔峰心魔技能2陷阱100（困难）	4	0	0	1	1	boss_萧峰心魔_技能2陷阱_预警	-1	boss_萧峰心魔_技能2陷阱_爆炸	-1		-1	0	0	0	0	3000	3000	3	3	-1	-1	12	0	0	0	0	0	0	效果1	46714	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1576	乔峰心魔技能2陷阱110（困难）	乔峰心魔技能2陷阱110（困难）	4	0	0	1	1	boss_萧峰心魔_技能2陷阱_预警	-1	boss_萧峰心魔_技能2陷阱_爆炸	-1		-1	0	0	0	0	3000	3000	3	3	-1	-1	12	0	0	0	0	0	0	效果1	46715	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1577	乔峰心魔技能3陷阱65（困难）	乔峰心魔技能3陷阱65（困难）	4	0	0	1	1	boss_萧峰心魔_技能3预警	-1		-1		-1	0	0	0	0	5000	5000	6	6	-1	-1	12	0	0	0	0	0	0	效果1	46722	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1578	乔峰心魔技能3陷阱70（困难）	乔峰心魔技能3陷阱70（困难）	4	0	0	1	1	boss_萧峰心魔_技能3预警	-1		-1		-1	0	0	0	0	5000	5000	6	6	-1	-1	12	0	0	0	0	0	0	效果1	46723	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1579	乔峰心魔技能3陷阱80（困难）	乔峰心魔技能3陷阱80（困难）	4	0	0	1	1	boss_萧峰心魔_技能3预警	-1		-1		-1	0	0	0	0	5000	5000	6	6	-1	-1	12	0	0	0	0	0	0	效果1	46724	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1580	乔峰心魔技能3陷阱90（困难）	乔峰心魔技能3陷阱90（困难）	4	0	0	1	1	boss_萧峰心魔_技能3预警	-1		-1		-1	0	0	0	0	5000	5000	6	6	-1	-1	12	0	0	0	0	0	0	效果1	46725	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1581	乔峰心魔技能3陷阱100（困难）	乔峰心魔技能3陷阱100（困难）	4	0	0	1	1	boss_萧峰心魔_技能3预警	-1		-1		-1	0	0	0	0	5000	5000	6	6	-1	-1	12	0	0	0	0	0	0	效果1	46726	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1582	乔峰心魔技能3陷阱110（困难）	乔峰心魔技能3陷阱110（困难）	4	0	0	1	1	boss_萧峰心魔_技能3预警	-1		-1		-1	0	0	0	0	5000	5000	6	6	-1	-1	12	0	0	0	0	0	0	效果1	46727	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1583	乔峰心魔特殊技能陷阱65（困难）	乔峰心魔特殊技能陷阱65（困难）	4	0	0	1	1	boss_萧峰心魔_技能2陷阱_预警	-1	boss_萧峰心魔_技能2陷阱_爆炸	-1		-1	0	0	0	0	3000	3000	3	3	-1	-1	12	0	0	0	0	0	0	效果1	46746	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1584	乔峰心魔特殊技能陷阱70（困难）	乔峰心魔特殊技能陷阱70（困难）	4	0	0	1	1	boss_萧峰心魔_技能2陷阱_预警	-1	boss_萧峰心魔_技能2陷阱_爆炸	-1		-1	0	0	0	0	3000	3000	3	3	-1	-1	12	0	0	0	0	0	0	效果1	46747	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1585	乔峰心魔特殊技能陷阱80（困难）	乔峰心魔特殊技能陷阱80（困难）	4	0	0	1	1	boss_萧峰心魔_技能2陷阱_预警	-1	boss_萧峰心魔_技能2陷阱_爆炸	-1		-1	0	0	0	0	3000	3000	3	3	-1	-1	12	0	0	0	0	0	0	效果1	46748	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1586	乔峰心魔特殊技能陷阱90（困难）	乔峰心魔特殊技能陷阱90（困难）	4	0	0	1	1	boss_萧峰心魔_技能2陷阱_预警	-1	boss_萧峰心魔_技能2陷阱_爆炸	-1		-1	0	0	0	0	3000	3000	3	3	-1	-1	12	0	0	0	0	0	0	效果1	46749	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1587	乔峰心魔特殊技能陷阱100（困难）	乔峰心魔特殊技能陷阱100（困难）	4	0	0	1	1	boss_萧峰心魔_技能2陷阱_预警	-1	boss_萧峰心魔_技能2陷阱_爆炸	-1		-1	0	0	0	0	3000	3000	3	3	-1	-1	12	0	0	0	0	0	0	效果1	46750	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1588	乔峰心魔特殊技能陷阱110（困难）	乔峰心魔特殊技能陷阱110（困难）	4	0	0	1	1	boss_萧峰心魔_技能2陷阱_预警	-1	boss_萧峰心魔_技能2陷阱_爆炸	-1		-1	0	0	0	0	3000	3000	3	3	-1	-1	12	0	0	0	0	0	0	效果1	46751	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1601	擒拿手陷阱1（65）	擒拿手陷阱1（65）	4	0	0	1	1	boss_白世镜_技能2缠丝擒拿手特效_光效爆炸_预警	-1	boss_白世镜_技能2缠丝擒拿手特效_光效爆炸	-1		-1	0	0	0	0	1000	1000	2	2	-1	-1	12	0	0	0	0	0	0	效果1	46091	效果2	47298	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1602	擒拿手陷阱1（70）	擒拿手陷阱1（70）	4	0	0	1	1	boss_白世镜_技能2缠丝擒拿手特效_光效爆炸_预警	-1	boss_白世镜_技能2缠丝擒拿手特效_光效爆炸	-1		-1	0	0	0	0	1000	1000	2	2	-1	-1	12	0	0	0	0	0	0	效果1	46092	效果2	47298	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1603	擒拿手陷阱1（80）	擒拿手陷阱1（80）	4	0	0	1	1	boss_白世镜_技能2缠丝擒拿手特效_光效爆炸_预警	-1	boss_白世镜_技能2缠丝擒拿手特效_光效爆炸	-1		-1	0	0	0	0	1000	1000	2	2	-1	-1	12	0	0	0	0	0	0	效果1	46093	效果2	47298	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1604	擒拿手陷阱1（90）	擒拿手陷阱1（90）	4	0	0	1	1	boss_白世镜_技能2缠丝擒拿手特效_光效爆炸_预警	-1	boss_白世镜_技能2缠丝擒拿手特效_光效爆炸	-1		-1	0	0	0	0	1000	1000	2	2	-1	-1	12	0	0	0	0	0	0	效果1	46094	效果2	47298	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1605	擒拿手陷阱1（100）	擒拿手陷阱1（100）	4	0	0	1	1	boss_白世镜_技能2缠丝擒拿手特效_光效爆炸_预警	-1	boss_白世镜_技能2缠丝擒拿手特效_光效爆炸	-1		-1	0	0	0	0	1000	1000	2	2	-1	-1	12	0	0	0	0	0	0	效果1	46095	效果2	47298	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1606	擒拿手陷阱1（110）	擒拿手陷阱1（110）	4	0	0	1	1	boss_白世镜_技能2缠丝擒拿手特效_光效爆炸_预警	-1	boss_白世镜_技能2缠丝擒拿手特效_光效爆炸	-1		-1	0	0	0	0	1000	1000	2	2	-1	-1	12	0	0	0	0	0	0	效果1	46096	效果2	47298	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1607	擒拿手困难陷阱1（65）	擒拿手困难陷阱1（65）	4	0	0	1	1	boss_白世镜_技能2缠丝擒拿手特效_光效爆炸_预警	-1	boss_白世镜_技能2缠丝擒拿手特效_光效爆炸	-1		-1	0	0	0	0	1000	1000	2	2	-1	-1	12	0	0	0	0	0	0	效果1	46097	效果2	47298	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1608	擒拿手困难陷阱1（70）	擒拿手困难陷阱1（70）	4	0	0	1	1	boss_白世镜_技能2缠丝擒拿手特效_光效爆炸_预警	-1	boss_白世镜_技能2缠丝擒拿手特效_光效爆炸	-1		-1	0	0	0	0	1000	1000	2	2	-1	-1	12	0	0	0	0	0	0	效果1	46098	效果2	47298	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1609	擒拿手困难陷阱1（80）	擒拿手困难陷阱1（80）	4	0	0	1	1	boss_白世镜_技能2缠丝擒拿手特效_光效爆炸_预警	-1	boss_白世镜_技能2缠丝擒拿手特效_光效爆炸	-1		-1	0	0	0	0	1000	1000	2	2	-1	-1	12	0	0	0	0	0	0	效果1	46099	效果2	47298	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1610	擒拿手困难陷阱1（90）	擒拿手困难陷阱1（90）	4	0	0	1	1	boss_白世镜_技能2缠丝擒拿手特效_光效爆炸_预警	-1	boss_白世镜_技能2缠丝擒拿手特效_光效爆炸	-1		-1	0	0	0	0	1000	1000	2	2	-1	-1	12	0	0	0	0	0	0	效果1	46100	效果2	47298	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1611	擒拿手困难陷阱1（100）	擒拿手困难陷阱1（100）	4	0	0	1	1	boss_白世镜_技能2缠丝擒拿手特效_光效爆炸_预警	-1	boss_白世镜_技能2缠丝擒拿手特效_光效爆炸	-1		-1	0	0	0	0	1000	1000	2	2	-1	-1	12	0	0	0	0	0	0	效果1	46101	效果2	47298	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1612	擒拿手困难陷阱1（110）	擒拿手困难陷阱1（110）	4	0	0	1	1	boss_白世镜_技能2缠丝擒拿手特效_光效爆炸_预警	-1	boss_白世镜_技能2缠丝擒拿手特效_光效爆炸	-1		-1	0	0	0	0	1000	1000	2	2	-1	-1	12	0	0	0	0	0	0	效果1	46102	效果2	47298	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1613	擒拿手陷阱2（65）	擒拿手陷阱2（65）	4	0	0	1	1	boss_白世镜_技能2缠丝擒拿手特效_束缚_预警	-1	boss_白世镜_技能2缠丝擒拿手特效_束缚	-1		-1	0	0	0	0	2000	2000	2	2	-1	-1	12	0	0	0	0	0	0	效果1	46103	效果2	47297	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1614	擒拿手陷阱2（70）	擒拿手陷阱2（70）	4	0	0	1	1	boss_白世镜_技能2缠丝擒拿手特效_束缚_预警	-1	boss_白世镜_技能2缠丝擒拿手特效_束缚	-1		-1	0	0	0	0	2000	2000	2	2	-1	-1	12	0	0	0	0	0	0	效果1	46104	效果2	47297	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1615	擒拿手陷阱2（80）	擒拿手陷阱2（80）	4	0	0	1	1	boss_白世镜_技能2缠丝擒拿手特效_束缚_预警	-1	boss_白世镜_技能2缠丝擒拿手特效_束缚	-1		-1	0	0	0	0	2000	2000	2	2	-1	-1	12	0	0	0	0	0	0	效果1	46105	效果2	47297	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1616	擒拿手陷阱2（90）	擒拿手陷阱2（90）	4	0	0	1	1	boss_白世镜_技能2缠丝擒拿手特效_束缚_预警	-1	boss_白世镜_技能2缠丝擒拿手特效_束缚	-1		-1	0	0	0	0	2000	2000	2	2	-1	-1	12	0	0	0	0	0	0	效果1	46106	效果2	47297	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1617	擒拿手陷阱2（100）	擒拿手陷阱2（100）	4	0	0	1	1	boss_白世镜_技能2缠丝擒拿手特效_束缚_预警	-1	boss_白世镜_技能2缠丝擒拿手特效_束缚	-1		-1	0	0	0	0	2000	2000	2	2	-1	-1	12	0	0	0	0	0	0	效果1	46107	效果2	47297	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1618	擒拿手陷阱2（110）	擒拿手陷阱2（110）	4	0	0	1	1	boss_白世镜_技能2缠丝擒拿手特效_束缚_预警	-1	boss_白世镜_技能2缠丝擒拿手特效_束缚	-1		-1	0	0	0	0	2000	2000	2	2	-1	-1	12	0	0	0	0	0	0	效果1	46108	效果2	47297	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1619	擒拿手困难陷阱2（65）	擒拿手困难陷阱2（65）	4	0	0	1	1	boss_白世镜_技能2缠丝擒拿手特效_束缚_预警	-1	boss_白世镜_技能2缠丝擒拿手特效_束缚	-1		-1	0	0	0	0	2000	2000	2	2	-1	-1	12	0	0	0	0	0	0	效果1	46109	效果2	47297	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1620	擒拿手困难陷阱2（70）	擒拿手困难陷阱2（70）	4	0	0	1	1	boss_白世镜_技能2缠丝擒拿手特效_束缚_预警	-1	boss_白世镜_技能2缠丝擒拿手特效_束缚	-1		-1	0	0	0	0	2000	2000	2	2	-1	-1	12	0	0	0	0	0	0	效果1	46110	效果2	47297	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1621	擒拿手困难陷阱2（80）	擒拿手困难陷阱2（80）	4	0	0	1	1	boss_白世镜_技能2缠丝擒拿手特效_束缚_预警	-1	boss_白世镜_技能2缠丝擒拿手特效_束缚	-1		-1	0	0	0	0	2000	2000	2	2	-1	-1	12	0	0	0	0	0	0	效果1	46111	效果2	47297	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1622	擒拿手困难陷阱2（90）	擒拿手困难陷阱2（90）	4	0	0	1	1	boss_白世镜_技能2缠丝擒拿手特效_束缚_预警	-1	boss_白世镜_技能2缠丝擒拿手特效_束缚	-1		-1	0	0	0	0	2000	2000	2	2	-1	-1	12	0	0	0	0	0	0	效果1	46112	效果2	47297	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1623	擒拿手困难陷阱2（100）	擒拿手困难陷阱2（100）	4	0	0	1	1	boss_白世镜_技能2缠丝擒拿手特效_束缚_预警	-1	boss_白世镜_技能2缠丝擒拿手特效_束缚	-1		-1	0	0	0	0	2000	2000	2	2	-1	-1	12	0	0	0	0	0	0	效果1	46113	效果2	47297	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1624	擒拿手困难陷阱2（110）	擒拿手困难陷阱2（110）	4	0	0	1	1	boss_白世镜_技能2缠丝擒拿手特效_束缚_预警	-1	boss_白世镜_技能2缠丝擒拿手特效_束缚	-1		-1	0	0	0	0	2000	2000	2	2	-1	-1	12	0	0	0	0	0	0	效果1	46114	效果2	47297	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1625	2米陷阱65	2米陷阱65	4	0	0	1	1	boss_白世镜_技能3特效_2米预警	-1	boss_白世镜_技能3特效_2米	-1		-1	0	0	0	0	2000	2000	2	2	-1	-1	12	0	0	0	0	0	0	效果1	46117	效果2	46119	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1626	2米陷阱70	2米陷阱70	4	0	0	1	1	boss_白世镜_技能3特效_2米预警	-1	boss_白世镜_技能3特效_2米	-1		-1	0	0	0	0	2000	2000	2	2	-1	-1	12	0	0	0	0	0	0	效果1	46117	效果2	46120	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1627	2米陷阱80	2米陷阱80	4	0	0	1	1	boss_白世镜_技能3特效_2米预警	-1	boss_白世镜_技能3特效_2米	-1		-1	0	0	0	0	2000	2000	2	2	-1	-1	12	0	0	0	0	0	0	效果1	46117	效果2	46121	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1628	2米陷阱90	2米陷阱90	4	0	0	1	1	boss_白世镜_技能3特效_2米预警	-1	boss_白世镜_技能3特效_2米	-1		-1	0	0	0	0	2000	2000	2	2	-1	-1	12	0	0	0	0	0	0	效果1	46117	效果2	46122	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1629	2米陷阱100	2米陷阱100	4	0	0	1	1	boss_白世镜_技能3特效_2米预警	-1	boss_白世镜_技能3特效_2米	-1		-1	0	0	0	0	2000	2000	2	2	-1	-1	12	0	0	0	0	0	0	效果1	46117	效果2	46123	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1630	2米陷阱110	2米陷阱110	4	0	0	1	1	boss_白世镜_技能3特效_2米预警	-1	boss_白世镜_技能3特效_2米	-1		-1	0	0	0	0	2000	2000	2	2	-1	-1	12	0	0	0	0	0	0	效果1	46117	效果2	46124	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1631	2米困难陷阱65	2米困难陷阱65	4	0	0	1	1	boss_白世镜_技能3特效_2米预警	-1	boss_白世镜_技能3特效_2米	-1		-1	0	0	0	0	2000	2000	2	2	-1	-1	12	0	0	0	0	0	0	效果1	46118	效果2	46125	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1632	2米困难陷阱70	2米困难陷阱70	4	0	0	1	1	boss_白世镜_技能3特效_2米预警	-1	boss_白世镜_技能3特效_2米	-1		-1	0	0	0	0	2000	2000	2	2	-1	-1	12	0	0	0	0	0	0	效果1	46118	效果2	46126	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1633	2米困难陷阱80	2米困难陷阱80	4	0	0	1	1	boss_白世镜_技能3特效_2米预警	-1	boss_白世镜_技能3特效_2米	-1		-1	0	0	0	0	2000	2000	2	2	-1	-1	12	0	0	0	0	0	0	效果1	46118	效果2	46127	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1634	2米困难陷阱90	2米困难陷阱90	4	0	0	1	1	boss_白世镜_技能3特效_2米预警	-1	boss_白世镜_技能3特效_2米	-1		-1	0	0	0	0	2000	2000	2	2	-1	-1	12	0	0	0	0	0	0	效果1	46118	效果2	46128	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1635	2米困难陷阱100	2米困难陷阱100	4	0	0	1	1	boss_白世镜_技能3特效_2米预警	-1	boss_白世镜_技能3特效_2米	-1		-1	0	0	0	0	2000	2000	2	2	-1	-1	12	0	0	0	0	0	0	效果1	46118	效果2	46129	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1636	2米困难陷阱110	2米困难陷阱110	4	0	0	1	1	boss_白世镜_技能3特效_2米预警	-1	boss_白世镜_技能3特效_2米	-1		-1	0	0	0	0	2000	2000	2	2	-1	-1	12	0	0	0	0	0	0	效果1	46118	效果2	46130	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1637	4米陷阱65	4米陷阱65	4	0	0	1	1	boss_白世镜_技能3特效_4米预警	-1	boss_白世镜_技能3特效_4米	-1		-1	0	0	0	0	2000	2000	4	4	-1	-1	12	0	0	0	0	0	0	效果1	46117	效果2	46131	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1638	4米陷阱70	4米陷阱70	4	0	0	1	1	boss_白世镜_技能3特效_4米预警	-1	boss_白世镜_技能3特效_4米	-1		-1	0	0	0	0	2000	2000	4	4	-1	-1	12	0	0	0	0	0	0	效果1	46117	效果2	46132	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1639	4米陷阱80	4米陷阱80	4	0	0	1	1	boss_白世镜_技能3特效_4米预警	-1	boss_白世镜_技能3特效_4米	-1		-1	0	0	0	0	2000	2000	4	4	-1	-1	12	0	0	0	0	0	0	效果1	46117	效果2	46133	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
