INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT
38002486	3	80	2	486	CircularTaskTool45_8	称号：骁勇善战·鹰扬	骁勇善战，屹立于长留山之巅。#r剑会群雄赛季结束时，处于赛季挑战榜鹰扬组战队排名第#G2#W名的战队成员，可获得此称号。#r#c00FF06#r#c00FF00（右键点击即可使用）	60	4	1	11	1	893017	197	1	-1	-1	-1	4	活动称号	1	0	2005	-1	0
38002487	3	80	2	487	CircularTaskTool45_8	称号：临锋不惧·鹰扬	临锋不惧，屹立于长留山之巅。#r剑会群雄赛季结束时，处于赛季挑战榜鹰扬组战队排名第#G3#W名的战队成员，可获得此称号。#r#c00FF07#r#c00FF00（右键点击即可使用）	60	4	1	11	1	893018	197	1	-1	-1	-1	4	活动称号	1	0	2005	-1	0
38002488	3	80	2	488	CircularTaskTool94_16	云家谢礼	云飘飘为感谢你带回珍兽准备的礼物。	50	4	1	44	1	893074	197	1	-1	-1	-1	4	任务道具	1	0	2005	-1	0
38002489	3	80	2	489	CircularTaskTool94_11	洞察之礼·疑云生	晦雨纷扰非无端，窥破迷瘴即破晓。打开后可获得奖励：#G3#W个#Y灵兽精魄#W。	50	4	1	44	1	893070	197	1	-1	-1	-1	4	任务道具	1	0	2005	-1	0
38002490	3	80	2	490	CircularTaskTool94_12	洞察之礼·音信绝	晦雨纷扰非无端，窥破迷瘴即破晓。打开后可获得奖励：#Y3级红宝石#W。	50	4	1	44	1	893070	197	1	-1	-1	-1	4	任务道具	1	0	2005	-1	0
38002491	3	80	2	491	CircularTaskTool94_13	洞察之礼·玄武变	晦雨纷扰非无端，窥破迷瘴即破晓。打开后可获得奖励：#Y晶石3级礼盒#W。	50	4	1	44	1	893070	197	1	-1	-1	-1	4	任务道具	1	0	2005	-1	0
38002492	3	80	2	492	CircularTaskTool70_8	雪羽霜衣礼包	为感谢参加#G荷风泠泠消暑意#W活动的江湖侠士，特别准备的一份大礼。#r使用后可选择其一并领取：#G1#W件#Y时装：雪羽霜衣（翠绿风格，15天，拾取绑定）#W、#G1#W件#Y时装：雪羽霜衣（淡紫风格，15天，拾取绑定）#W、#G1#W件#Y时装：雪羽霜衣（棕红风格，15天，拾取绑定）#W。#r#c00FF00#r#c00FF00（右键点击即可使用）	15	4	1	24	1	-1	-1	1	-1	-1	-1	4	活动道具	1	0	2005	-1	0
38002493	3	80	2	493	CircularTaskTool70_9	踏浪乘风礼包	为感谢参加#G荷风泠泠消暑意#W活动的江湖侠士，特别准备的一份大礼。#r使用后可选择其一并领取：#G1#W个#Y坐骑：绝地（15天，拾取绑定）#W、#G1#W个#Y翅膀：雪羽（15天，拾取绑定）#W、#G1#W个#Y坐骑：巨猿（15天，拾取绑定）#W、#G1#W个#Y坐骑：年兽（15天，拾取绑定）#W。#r#c00FF00#r#c00FF00（右键点击即可使用）	15	4	1	24	1	-1	-1	1	-1	-1	-1	4	活动道具	1	0	2005	-1	0
38002494	3	80	2	494	ChunJie_13	新春金币	福禄寿喜，财广吉祥。#r出售给商人可换取100金交子。	1	4000000	1000000	30	20	-1	-1	1	-1	-1	-1	4	奇物	1	0	2005	-1	0
38002495	3	80	2	495	CircularTaskTool96_1	癫狂狻猊·魂玉	狻猊自我化玉后所生的魂玉，留存着狻猊的意念。持有者应时刻牢记狻猊最后的言语，秉持侠义之心，尽行好事。#r#c00FF00（右键点击即可使用）	65	4	1	51	1	893057	-1	1	-1	-1	-1	4	活动道具	1	0	2005	-1	0
38002496	3	80	2	496	CircularTaskTool95_12	魂神之卷	使用后可获得#R失控神兽兽魂#W的地点，前往指定地点使用可在#G15#W秒后召唤出#R失控的神兽兽魂#W，击败#R失控的神兽兽魂#W可将其解救并可获得对应#Y魂玉#W奖励。#r#c00FF00注意：归属队伍为使用魂神之卷的队伍时，使用者可获得魂玉奖励，其他人获得魂尘奖励。若归属队伍不是使用魂神之卷队伍时，队内随机一人获得魂玉奖励，其他人获得魂尘奖励。#r（右键点击即可使用）	85	40000	10000	1	1	893081	197	1	-1	1	-1	4	藏宝图	1	0	2005	-1	0
38002497	3	80	2	497	CircularTaskTool97_3	1点魂尘	使用后可获得#G1#W点#Y魂尘#W。可前往#G苏州（91，144）#R云决决#W处通过消耗#G8#W点#Y魂尘#W进行#G魂尘唤玉#W，#G魂尘唤玉#W后可获得新的#Y魂玉#W。#r#c00FF00（右键点击即可使用）	85	4	1	10	250	893086	197	1	-1	1	-1	4	特殊道具	1	0	2005	-1	0
38002498	3	80	2	498	CircularTaskTool97_1	荒魂檀箱	打开可获得#G2#W个绑定的#Y升魂丹#W，并获赠#G一#W次抽取#Y荒兽魂玉#W的机会，在#Y锦鳞魂玉#W、#Y幻蝶魂玉#W、#Y霜鹤魂玉#W、#Y金乌魂玉#W、#Y鹿蜀魂玉#W中随机获得一个，魂玉均为绑定。#r#c00FF00（右键点击即可使用）	85	4	1	10	250	893079	197	1	-1	1	-1	4	特殊道具	1	0	2005	-1	0
38002499	3	80	2	499	CircularTaskTool97_2	神魂檀箱	打开可获得#G4#W个绑定的#Y升魂丹#W，并获赠#G一#W次抽取#Y魂玉#W的机会，在#Y青龙魂玉#W、#Y玄武魂玉#W、#Y白虎魂玉#W、#Y朱雀魂玉#W、#Y九尾魂玉#W中随机获得一个，魂玉均为绑定。#r#c00FF00（右键点击即可使用）	85	4	1	10	250	893080	197	1	-1	1	-1	4	特殊道具	1	0	2005	-1	0
38002500	3	80	2	500	CircularTaskTool95_9	锦鳞魂荒卷(废弃)	使用后可获得#G宝藏地点#W。前往特定位置使用后可获得奖励。#r#c00FF00（右键点击即可使用）	65	20000	5000	3	1	-1	-1	1	-1	1	-1	4	藏宝图	1	0	2005	-1	0
38002501	3	80	2	501	CircularTaskTool95_7	幻蝶魂荒卷(废弃)	使用后可获得#G宝藏地点#W。前往特定位置使用后可获得奖励。#r#c00FF00（右键点击即可使用）	65	20000	5000	3	1	-1	-1	1	-1	1	-1	4	藏宝图	1	0	2005	-1	0
38002502	3	80	2	502	CircularTaskTool95_10	霜鹤魂荒卷(废弃)	使用后可获得#G宝藏地点#W。前往特定位置使用后可获得奖励。#r#c00FF00（右键点击即可使用）	65	20000	5000	1	1	-1	-1	1	-1	1	-1	4	藏宝图	1	0	2005	-1	0
38002503	3	80	2	503	CircularTaskTool95_8	金乌魂荒卷(废弃)	使用后可获得#G宝藏地点#W。前往特定位置使用后可获得奖励。#r#c00FF00（右键点击即可使用）	65	20000	5000	1	1	-1	-1	1	-1	1	-1	4	藏宝图	1	0	2005	-1	0
38002504	3	80	2	504	CircularTaskTool95_15	魂灵之卷(废弃)	使用后可获得#G宝藏地点#W。前往特定位置使用后可获得奖励。#r#c00FF00（右键点击即可使用）	65	4000	1000	3	1	-1	-1	1	-1	1	-1	4	藏宝图	1	0	2005	-1	0
38002505	3	80	2	505	CircularTaskTool94_10	兽魂残魄	自险境中救回的遭邪气污染的残魄，救回#G6#W片后可前往#G洛阳（144，99）#R云冰冰#W处，对其身侧的#R净浊灵玉#W使用，使其净化。#r#c00FF00（选中净浊灵玉，右键点击兽魂残魄即可完成净化 。）	30	20000	5000	49	250	505106	3584	1	-1	1	-1	14	活动道具	1	0	2005	-1	0
38002506	3	80	2	506	CircularTaskTool94_6	鉴心礼	#R云冰冰#W感谢少侠奔波救回#Y兽魂残魄#W所赠谢礼。#r打开后可获得#Y苍狼魂玉#W，还有机会随机获得#G3#W个#Y绘金尘#W、#G2#W颗#Y功力丹#W、#G3#W瓶#Y淬魂水#W、#G3#W瓶#Y淬魂液#W、#Y鹿蜀魂玉#W的其中一种。	30	4	1	3	1	505101	197	1	-1	1	-1	4	活动道具	1	0	2005	-1	0
38002507	3	80	2	507	CircularTaskTool94_5	泽友锦囊	净化#Y兽魂残魄#W时所得的意外之礼！对#G自己#W使用,可增加大量#cFFCC00经验值#W，对#G好友#W使用,除#G自身#W可获得大量#cFFCC00经验值#W，#G好友#W亦可同得部分#cFFCC00经验值#W。#r#c00FF00（仅可对好友使用。）	30	4	1	3	1	505102	197	1	-1	1	-1	14	活动道具	1	0	2005	-1	0
38002508	3	80	2	508	CircularTaskTool94_7	清尘宝匣	累积净化#G兽魂残魄#W达到#G3#W次时所得谢礼。#r打开后可得#G10#W个#Y鹿蜀魂玉#W。	30	4	1	28	1	505105	197	1	-1	1	-1	4	活动道具	1	0	2005	-1	0
38002509	3	80	2	509	CircularTaskTool94_8	消浊宝匣	累积净化#G兽魂残魄#W达到#G8#W次时所得谢礼。#r打开后可得#G10#W个#Y鹿蜀魂玉#W。	30	4	1	28	1	505105	197	1	-1	1	-1	4	活动道具	1	0	2005	-1	0
38002510	3	80	2	510	CircularTaskTool94_9	澄垢宝匣	累积净化#G兽魂残魄#W达到#G15#W次时所得谢礼。#r打开后可得#G10#W个#Y鹿蜀魂玉#W。	30	4	1	28	1	505105	197	1	-1	1	-1	4	活动道具	1	0	2005	-1	0
38002511	3	80	2	511	CircularTaskTool89_11	兽魂碎片礼盒（废弃）	兽魂相关包装文字，此礼匣使用后可从三种领取方式中选择一种，领取不同的兽魂碎片。#r#c00FF00#r#c00FF00（右键点击即可使用）	65	4	1	10	250	791011	197	1	-1	-1	-1	4	活动道具	1	0	2005	-1	0
38002512	3	80	2	512	CircularTaskTool94_15	循迹铜镜	云家特制，能够显示珍兽所在方位与距离的铜镜。#r#c00FF00提示：右键点击即可展开铜镜界面，寻找珍兽踪迹。珍兽将于活动时间内，随机现身大理、苏州、洛阳城中任意位置。	50	4	1	44	1	893071	197	1	-1	-1	-1	4	活动道具	1	0	2005	-1	0
38002513	3	80	2	513	CircularTaskTool40_13	云家香料	云家按照珍兽喜好制作的香料。无论是多凶猛的珍兽，都会在云家香料的抚慰下，变得平静。#r#c00FF00提示：找到珍兽后，选中珍兽，右键使用云家香料即可抚慰珍兽。	50	4	1	44	1	893072	3578	1	-1	-1	-1	14	活动道具	1	0	2005	-1	0
38002514	3	80	2	514	CircularTaskTool95_1	云家信鸽	云家特训的灵鸽，似乎只会飞向一处，但并不知收信人为何人。#r#c00FF00提示：于指定范围内，右键点击即可放飞云家信鸽。	50	4	1	44	1	893073	3577	1	-1	-1	-1	4	活动道具	1	0	2005	-1	0
38002515	3	80	2	515	PetSoulEquip2_11	青龙魂玉	神魂化玉，鸿息所栖，终可复而凝魂。#r可在#G苏州（91，139）#R云晓晓#W处通过#G魂玉凝魂#W得到完整#Y青龙兽魂#W。#r可在#G苏州（89，139）#R云深深#W处通过#G兽魂育魂#W提升#G魂境阶级#W。#r可在#G苏州（91，144）#R云决决#W处通过#G魂玉归尘#W炼化成#Y魂尘#W。	85	4	1	4	250	-1	-1	0	-1	-1	1	4	珍兽用品	1	0	2005	-1	0
38002516	3	80	2	516	PetSoulEquip2_13	玄武魂玉	神魂化玉，鸿息所栖，终可复而凝魂。#r可在#G苏州（91，139）#R云晓晓#W处通过#G魂玉凝魂#W得到完整#Y玄武兽魂#W。#r可在#G苏州（89，139）#R云深深#W处通过#G兽魂育魂#W提升#G魂境阶级#W。#r可在#G苏州（91，144）#R云决决#W处通过#G魂玉归尘#W炼化成#Y魂尘#W。	85	4	1	4	250	-1	-1	0	-1	-1	1	4	珍兽用品	1	0	2005	-1	0
38002517	3	80	2	517	PetSoulEquip1_16	白虎魂玉	神魂化玉，鸿息所栖，终可复而凝魂。#r可在#G苏州（91，139）#R云晓晓#W处通过#G魂玉凝魂#W得到完整#Y白虎兽魂#W。#r可在#G苏州（89，139）#R云深深#W处通过#G兽魂育魂#W提升#G魂境阶级#W。#r可在#G苏州（91，144）#R云决决#W处通过#G魂玉归尘#W炼化成#Y魂尘#W。	85	4	1	4	250	-1	-1	0	-1	-1	1	4	珍兽用品	1	0	2005	-1	0
38002518	3	80	2	518	PetSoulEquip2_14	朱雀魂玉	神魂化玉，鸿息所栖，终可复而凝魂。#r可在#G苏州（91，139）#R云晓晓#W处通过#G魂玉凝魂#W得到完整#Y朱雀兽魂#W。#r可在#G苏州（89，139）#R云深深#W处通过#G兽魂育魂#W提升#G魂境阶级#W。#r可在#G苏州（91，144）#R云决决#W处通过#G魂玉归尘#W炼化成#Y魂尘#W。	85	4	1	4	250	-1	-1	0	-1	-1	1	4	珍兽用品	1	0	2005	-1	0
38002519	3	80	2	519	PetSoulEquip2_8	九尾魂玉	神魂化玉，鸿息所栖，终可复而凝魂。#r可在#G苏州（91，139）#R云晓晓#W处通过#G魂玉凝魂#W得到完整#Y九尾兽魂#W。#r可在#G苏州（89，139）#R云深深#W处通过#G兽魂育魂#W提升#G魂境阶级#W。#r可在#G苏州（91，144）#R云决决#W处通过#G魂玉归尘#W炼化成#Y魂尘#W。	85	4	1	4	250	-1	-1	0	-1	-1	1	4	珍兽用品	1	0	2005	-1	0
38002520	3	80	2	520	PetSoulEquip2_7	锦鳞魂玉	荒魂化玉，穹念所翱，终可复而凝魂。#r可在#G苏州（91，139）#R云晓晓#W处通过#G魂玉凝魂#W得到完整#Y锦鳞兽魂#W。#r可在#G苏州（89，139）#R云深深#W处通过#G兽魂育魂#W提升#G魂境阶级#W。#r可在#G苏州（91，144）#R云决决#W处通过#G魂玉归尘#W炼化成#Y魂尘#W。	85	4	1	4	250	-1	-1	0	-1	-1	1	4	珍兽用品	1	0	2005	-1	0
38002521	3	80	2	521	PetSoulEquip2_5	幻蝶魂玉	荒魂化玉，穹念所翱，终可复而凝魂。#r可在#G苏州（91，139）#R云晓晓#W处通过#G魂玉凝魂#W得到完整#Y幻蝶兽魂#W。#r可在#G苏州（89，139）#R云深深#W处通过#G兽魂育魂#W提升#G魂境阶级#W。#r可在#G苏州（91，144）#R云决决#W处通过#G魂玉归尘#W炼化成#Y魂尘#W。	85	4	1	4	250	-1	-1	0	-1	-1	1	4	珍兽用品	1	0	2005	-1	0
38002522	3	80	2	522	PetSoulEquip2_12	霜鹤魂玉	荒魂化玉，穹念所翱，终可复而凝魂。#r可在#G苏州（91，139）#R云晓晓#W处通过#G魂玉凝魂#W得到完整#Y霜鹤兽魂#W。#r可在#G苏州（89，139）#R云深深#W处通过#G兽魂育魂#W提升#G魂境阶级#W。#r可在#G苏州（91，144）#R云决决#W处通过#G魂玉归尘#W炼化成#Y魂尘#W。	85	4	1	4	250	-1	-1	0	-1	-1	1	4	珍兽用品	1	0	2005	-1	0
38002523	3	80	2	523	PetSoulEquip2_6	金乌魂玉	荒魂化玉，穹念所翱，终可复而凝魂。#r可在#G苏州（91，139）#R云晓晓#W处通过#G魂玉凝魂#W得到完整#Y金乌兽魂#W。#r可在#G苏州（89，139）#R云深深#W处通过#G兽魂育魂#W提升#G魂境阶级#W。#r可在#G苏州（91，144）#R云决决#W处通过#G魂玉归尘#W炼化成#Y魂尘#W。	85	4	1	4	250	-1	-1	0	-1	-1	1	4	珍兽用品	1	0	2005	-1	0
38002524	3	80	2	524	PetSoulEquip2_10	鹿蜀魂玉	荒魂化玉，穹念所翱，终可复而凝魂。#r可在#G苏州（91，139）#R云晓晓#W处通过#G魂玉凝魂#W得到完整#Y鹿蜀兽魂#W。#r可在#G苏州（89，139）#R云深深#W处通过#G兽魂育魂#W提升#G魂境阶级#W。#r可在#G苏州（91，144）#R云决决#W处通过#G魂玉归尘#W炼化成#Y魂尘#W。	85	4	1	4	250	-1	-1	0	-1	-1	1	4	珍兽用品	1	0	2005	-1	1
38002525	3	80	2	525	PetSoulEquip2_3	赤熊魂玉	灵魂化玉，州意所存，终可复而凝魂。#r可在#G苏州（91，139）#R云晓晓#W处通过#G魂玉凝魂#W得到完整#Y赤熊兽魂#W。#r可在#G苏州（89，139）#R云深深#W处通过#G兽魂育魂#W提升#G魂境阶级#W。#r可在#G苏州（91，144）#R云决决#W处通过#G魂玉归尘#W炼化成#Y魂尘#W。	85	4	1	4	250	-1	-1	0	-1	-1	1	4	珍兽用品	1	0	2005	-1	0
38002526	3	80	2	526	PetSoulEquip2_1	白驹魂玉	灵魂化玉，州意所存，终可复而凝魂。#r可在#G苏州（91，139）#R云晓晓#W处通过#G魂玉凝魂#W得到完整#Y白驹兽魂#W。#r可在#G苏州（89，139）#R云深深#W处通过#G兽魂育魂#W提升#G魂境阶级#W。#r可在#G苏州（91，144）#R云决决#W处通过#G魂玉归尘#W炼化成#Y魂尘#W。	85	4	1	4	250	-1	-1	0	-1	-1	1	4	珍兽用品	1	0	2005	-1	0
38002527	3	80	2	527	PetSoulEquip2_9	灵蝉魂玉	灵魂化玉，州意所存，终可复而凝魂。#r可在#G苏州（91，139）#R云晓晓#W处通过#G魂玉凝魂#W得到完整#Y灵蝉兽魂#W。#r可在#G苏州（89，139）#R云深深#W处通过#G兽魂育魂#W提升#G魂境阶级#W。#r可在#G苏州（91，144）#R云决决#W处通过#G魂玉归尘#W炼化成#Y魂尘#W。	85	4	1	4	250	-1	-1	0	-1	-1	1	4	珍兽用品	1	0	2005	-1	0
38002528	3	80	2	528	PetSoulEquip2_2	苍狼魂玉	灵魂化玉，州意所存，终可复而凝魂。#r可在#G苏州（91，139）#R云晓晓#W处通过#G魂玉凝魂#W得到完整#Y苍狼兽魂#W。#r可在#G苏州（89，139）#R云深深#W处通过#G兽魂育魂#W提升#G魂境阶级#W。#r可在#G苏州（91，144）#R云决决#W处通过#G魂玉归尘#W炼化成#Y魂尘#W。	85	4	1	4	250	-1	-1	0	-1	-1	1	4	珍兽用品	1	0	2005	-1	0
38002529	3	80	2	529	PetSoulEquip2_4	飞羚魂玉	灵魂化玉，州意所存，终可复而凝魂。#r可在#G苏州（91，139）#R云晓晓#W处通过#G魂玉凝魂#W得到完整#Y飞羚兽魂#W。#r可在#G苏州（89，139）#R云深深#W处通过#G兽魂育魂#W提升#G魂境阶级#W。#r可在#G苏州（91，144）#R云决决#W处通过#G魂玉归尘#W炼化成#Y魂尘#W。	85	4	1	4	250	-1	-1	0	-1	-1	1	4	珍兽用品	1	0	2005	-1	0
38002530	3	80	2	530	CircularTaskTool95_6	升魂丹	沉浮生死里，魂升天地间。#r可用于#G苏州（89，139）#R云深深#W处提升兽魂等级。	85	4	1	4	250	-1	-1	0	-1	-1	1	4	珍兽用品	1	0	2005	-1	0
38002531	3	80	2	531	CircularTaskTool95_5	返魂丹	尘间万千哀，魂返以归真。#r可用于#G苏州（91，139）#R云晓晓#W处进行返魂操作，将兽魂等级重置为1级。	85	4	1	4	250	-1	-1	0	-1	-1	1	4	珍兽用品	1	0	2005	-1	0
38002532	3	80	2	532	CircularTaskTool95_3	淬魂髓	两仪归合，淬万物而净。#r可用于#G苏州（89，139）#R云深深#W处使用，使用后可以重洗神兽魂的扩展属性。重洗扩展属性时，所有的扩展属性都将重新生成。	85	4	1	4	250	-1	-1	0	-1	-1	1	4	珍兽用品	1	0	2005	-1	0
38002533	3	80	2	533	CircularTaskTool95_4	淬魂液	两仪归合，淬万物而净。#r可用于#G苏州（89，139）#R云深深#W处使用，使用后可以重洗荒兽魂的扩展属性。重洗扩展属性时，所有的扩展属性都将重新生成。	85	4	1	4	250	-1	-1	0	-1	-1	1	4	珍兽用品	1	0	2005	-1	0
38002534	3	80	2	534	CircularTaskTool95_2	淬魂水	两仪归合，淬万物而净。#r可用于#G苏州（89，139）#R云深深#W处使用，使用后可以重洗灵兽魂的扩展属性。重洗扩展属性时，所有的扩展属性都将重新生成。	85	4	1	4	250	-1	-1	0	-1	-1	1	4	珍兽用品	1	0	2005	-1	0
38002535	3	80	2	535	CircularTaskTool83_3	魂玉琼匣	玉鸣有时，魂居琼匣。#r此礼匣使用后必定获得#G2#W个#Y苍狼魂玉#W，还可根据不同的领取方式额外获得#G3#W个#Y鹿蜀魂玉#W或#G4#W个#Y九尾魂玉#W。#r#c00FF00（右键点击即可使用）	85	4	1	3	1	791011	197	1	-1	1	-1	4	特殊道具	1	0	2005	-1	0
38002536	3	80	2	536	CircularTaskTool83_5	魂玉福匣	天福寄玉，魂栖匣间。#r此礼匣使用后有机会获得#Y苍狼魂玉#W*#G2#W、#Y鹿蜀魂玉#W*#G3#W、#Y九尾魂玉#W*#G4#W中的一种。#r#c00FF00（右键点击即可使用）	85	4	1	3	1	791011	197	1	-1	1	-1	4	特殊道具	1	0	2005	-1	0
38002537	3	80	2	537	CircularTaskTool96_8	升魂丹匣	丹蕴于匣，魂升其间。#r装满#Y升魂丹#W的宝匣，使用后可以获得#Y升魂丹#W。#r#c00FF00（右键点击即可使用）	85	4	1	28	1	893103	197	1	-1	1	-1	4	珍兽用品	1	0	2005	-1	0
38002538	3	80	2	538	CircularTaskTool70_6	星火相助礼	可从如下奖励中获得#G1#W种：#G2#W个#Y绘金尘#W、#G2#W个#Y苍狼魂玉#W、#G3#W个#Y淬魂水#W、#G3#W个#Y淬魂液#W、#Y黄金马鞍#W、#Y坐骑：清客摇（15天）#W。	30	4	1	3	1	-1	-1	1	-1	-1	-1	4	活动道具	1	0	2005	-1	0
38002539	3	80	2	539	TaskTools5_6	清心露	使用后可解除云卷舒的控制效果，此药甚是奇特，离开青丘后会迅速蒸发消失。#r#c00FF00（右键点击即可使用）	1	4	1	10	250	893107	74	1	-1	-1	1	4	特殊道具	10	0	2000	-1	0
38002540	3	80	2	540	CircularTaskTool96_10	高级淬魂髓	两仪归合，淬万物而净。#r可用于#G苏州（89，139）#R云深深#W处使用，使用后可以重洗神兽魂的扩展属性且不受每日神兽魂洗练次数的限制。重洗扩展属性时，所有的扩展属性都将重新生成。	85	4	1	30	250	-1	-1	0	-1	-1	1	4	珍兽用品	1	0	2005	-1	0
38002541	3	80	2	541	CircularTaskTool96_11	高级淬魂液	两仪归合，淬万物而净。#r可用于#G苏州（89，139）#R云深深#W处使用，使用后可以重洗荒兽魂的扩展属性且不受每日荒兽魂洗练次数的限制。重洗扩展属性时，所有的扩展属性都将重新生成。	85	4	1	30	250	-1	-1	0	-1	-1	1	4	珍兽用品	1	0	2005	-1	0
38002542	3	80	2	542	CircularTaskTool96_12	沧浪魂息	任务道具。#r蕴藏着沧浪之力，可以将“祂们”引入幻城之中。	1	4	1	89	1	-1	-1	0	-1	-1	1	4	活动道具	1	0	2005	-1	0
38002543	3	80	2	543	CircularTaskTool96_16	薪焰魂息	任务道具。#r蕴藏着薪焰之力，可以将“祂们”引入幻城之中。	1	4	1	89	1	-1	-1	0	-1	-1	1	4	活动道具	1	0	2005	-1	0
38002544	3	80	2	544	CircularTaskTool96_14	青峰魂息	任务道具。#r蕴藏着青峰之力，可以将“祂们”引入幻城之中。	1	4	1	89	1	-1	-1	0	-1	-1	1	4	活动道具	1	0	2005	-1	0
38002545	3	80	2	545	CircularTaskTool96_15	天魂之匣	魂鸣将息，天有明时。#r打开可获得随机奖励：#Y高级根骨丹#W、#Y天罡强化精华#W、#Y千淬神玉#W、#Y绘金尘#W、#Y黄金马鞍#W、#Y坐骑：清客摇（15天,拾取绑定）#W中的一种。#r#c00FF00（右键点击即可使用）	1	4	1	3	1	893109	197	1	-1	1	-1	4	活动道具	1	0	2005	-1	0
38002546	3	80	2	546	CircularTaskTool96_13	地魂之匣	魂鸣将息，地有宁时。#r打开可获得随机奖励：#Y中级根骨丹#W、#Y天罡强化精华#W、#Y百淬神玉#W、#Y绘金尘#W、#Y马鞍#W、#Y坐骑：清客摇（7天，拾取绑定）#W中的一种。#r#c00FF00（右键点击即可使用）	1	4	1	3	1	893110	197	1	-1	1	-1	4	活动道具	1	0	2005	-1	0
38002547	3	80	2	547	CircularTaskTool59_12	憩魂玉匣	魂憩玉匣，万潮渐息。#r打开后必得#Y升魂丹#W*#G5#W，并有机会获得#Y青龙魂玉#W、#Y玄武魂玉#W、#Y白虎魂玉#W、#Y朱雀魂玉#W、#Y九尾魂玉#W、#Y青龙魂玉(非绑定)#W、#Y玄武魂玉(非绑定)#W、#Y白虎魂玉(非绑定)#W、#Y朱雀魂玉(非绑定)#W、#Y九尾魂玉(非绑定)#W中的一种,还可额外获得#Y淬魂髓#W*#G3#W、#Y淬魂液#W*#G3#W、#Y淬魂水#W*#G3#W中的一种。#r#c00FF00（右键点击即可使用）	85	4	1	3	1	503002	197	1	-1	1	-1	4	活动道具	1	0	2005	-1	0
38002548	3	80	2	548	CircularTaskTool92_6	九尾的谢礼	为天龙八部怀旧版中，参与【玄武岛之变】活动的侠士准备的谢礼。使用后可获得#Y金蚕丝#G5#W个。更有机会获得#Y功力丹#G2#W个、#Y虹耀石#G2#W个和#Y骷髅战甲#G（拾取绑定、永久）#W其中之一。#r#c00FF00#r#c00FF00（右键点击即可使用）	10	4	1	3	1	893115	197	1	-1	-1	-1	4	活动道具	1	0	2005	-1	0
38002549	3	80	2	549	CircularTaskTool42_10	认筹契书	参与抢先开店资格申请之后获得的#G赎回凭证#W。	30	4	1	56	1	-1	-1	1	-1	-1	-1	-1	特殊道具	1	0	2005	-1	0
38002550	3	80	2	550	CircularTaskTool29_15	庆和盘纽	今朝欢庆今春景，同盼和意满天下。#r可在#G洛阳（169，111）#R秦逸#W处#G绣锦华春#W兑换#Y太平锦绸#W等珍贵奖励。	1	20000	5000	30	250	-1	-1	1	-1	-1	-1	-1	活动道具	1	0	2005	-1	0
38002551	3	80	2	551	CircularTaskTool97_5	织金绸	巧手勤织花，悦心换华绸。#r可在#G洛阳（169，111）#R秦逸#W处兑换#Y时装：墨染幽篁#W。#r#G1#W个#G织金绸#W可兑换#Y时装：墨染幽篁（7天）#W。#r#G3#W个#G织金绸#W可兑换#Y时装：墨染幽篁（30天）#W。	1	4	1	30	250	-1	-1	1	-1	-1	-1	-1	活动道具	1	0	2005	-1	0
38002552	3	80	2	552	CircularTaskTool29_13	烟花图册	一本记录着烟花地点的手册，使用后可打开#G烟火映豪情#W活动界面，为前线的侠士们燃放烟花、鼓舞士气。#r#c00FF00#r#c00FF00（右键点击即可使用）	30	4	1	44	1	893123	-1	1	-1	-1	-1	4	活动道具	1	0	2005	-1	0
38002553	3	80	2	553	CircularTaskTool66_9	仙羽霞翎礼包	为感谢参加#G黄云千古长城路#W活动的江湖侠士，特别准备的一份大礼。#r使用后可选择其一并领取：#G1#W件#Y时装：仙羽霞翎（漓川风格，15天，拾取绑定）#W、#G1#W件#Y时装：仙羽霞翎（星瀚风格，15天，拾取绑定）#W、#G1#W件#Y时装：仙羽霞翎（荧惑风格，15天，拾取绑定）#W。#r#c00FF00#r#c00FF00（右键点击即可使用）	15	4	1	24	1	-1	-1	1	-1	-1	-1	4	活动道具	1	0	2005	-1	0
38002554	3	80	2	554	CircularTaskTool66_6	良辰好景礼包	为感谢参加#G嬿婉良辰在今夕#W活动的江湖侠士，特别准备的一份大礼。#r使用后可选择其一并领取：#G1#W个#Y坐骑：清客摇（15天，拾取绑定）#W、#G1#W个#Y翅膀：雪羽（15天，拾取绑定）#W、#G1#W个#Y坐骑：巨猿（15天，拾取绑定）#W、#G1#W个#Y坐骑：年兽（15天，拾取绑定）#W。#r#c00FF00#r#c00FF00（右键点击即可使用）	15	4	1	24	1	-1	-1	1	-1	-1	-1	4	活动道具	1	0	2005	-1	0
38002555	3	80	2	555	CircularTaskTool97_13	生粽子	一个神奇的粽子。可在#G洛阳（160，105）#W、#G大理（180，129）#W、#G苏州（179，172）#W附近使用此道具，开启活动。#r在指定区域内每过#G10#W秒可获得一次经验，与其他两种不同的粽子组队可获得额外经验奖励。#r#c00FF00#r#c00FF00（右键点击即可使用）	30	4	1	37	1	893162	3637	1	-1	-1	-1	4	活动道具	1	0	2005	-1	0
38002557	3	80	2	557	CircularTaskTool98_9	稻米	过筛后弃用的稻米。可来喂食#G洛阳#W城中饥饿的旅燕。	30	4	1	39	6	-1	-1	1	-1	-1	-1	4	活动道具	1	0	2005	-1	0
