INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT
ID	分类 ID（互斥用）	PRI优先级	图标文件名	触发特效ID	触发特效的音效ID	触发特效的绑定点	持续性特效ID	持续特效的音效ID	持续性特效的绑定点	死后是否保留	是否可以被技能驱散	是否是负面效果	是否可以被手动取消	是否为线性特效	线性特效的绑定点	效果说明$1$	特殊坐骑效果	置顶显示	预留	预留
5652	99	1000	FightSkillTianShan_6							0	0	0	1	0		影疗：隐身状态下持续回血	-1	0	1	1	
5653	99	2200	RideHeader11_2							0	0	0	1	0		坐骑：赤影。您已激活的坐骑中最高移动速度+10%。	99	0	1	1	
5654	99	2200	RideHeader11_2							0	0	0	1	0		坐骑：赤影。您已激活的坐骑中最高移动速度+20%。	99	0	1	1	
5655	99	2200	RideHeader11_2							0	0	0	1	0		坐骑：赤影。您已激活的坐骑中最高移动速度+40%。	99	0	1	1	
5656	99	2200	RideHeader11_2							0	0	0	1	0		坐骑：赤影。您已激活的坐骑中最高移动速度+70%。	99	0	1	1	
5657	99	2200	RideHeader11_2							0	0	0	1	0		坐骑：赤影。您已激活的坐骑中最高移动速度+75%。	99	0	1	1	
5658	99	2200	RideHeader11_2							0	0	0	1	0		坐骑：赤影。您已激活的坐骑中最高移动速度+80%。	99	0	1	1	
5659	99	2200	RideHeader11_2							0	0	0	1	0		坐骑：赤影。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
5660	5660	1000	Weapon2Skill2_10				SB_通用技能_释情护佑		脚下光圈点	0	0	0	1	0		七情二式·护佑：吸收100%伤害	-1	0	1	1	
5661	5661	1	CircularTaskTool63_3				buff_老友的祝福持续		身体中心点	1	0	0	1	0		云屏琴语：云屏烛影，琴瑟在御。所有属性增加30点。持续30分钟。	-1	0	1	1	
5662	5662	1	CircularTaskTool63_4				buff_老友的祝福持续		身体中心点	1	0	0	1	0		醉梦琴音：芙蓉泣露，魂梦如归。所有属性增加50点。持续30分钟。	-1	0	1	1	
5663	99	2200	RideHeader11_1							0	0	0	1	0		坐骑：绮梦蝶。您已激活的坐骑中最高移动速度+10%。	99	0	1	1	
5664	99	2200	RideHeader11_1							0	0	0	1	0		坐骑：绮梦蝶。您已激活的坐骑中最高移动速度+20%。	99	0	1	1	
5665	99	2200	RideHeader11_1							0	0	0	1	0		坐骑：绮梦蝶。您已激活的坐骑中最高移动速度+40%。	99	0	1	1	
5666	99	2200	RideHeader11_1							0	0	0	1	0		坐骑：绮梦蝶。您已激活的坐骑中最高移动速度+70%。	99	0	1	1	
5667	99	2200	RideHeader11_1							0	0	0	1	0		坐骑：绮梦蝶。您已激活的坐骑中最高移动速度+75%。	99	0	1	1	
5668	99	2200	RideHeader11_1							0	0	0	1	0		坐骑：绮梦蝶。您已激活的坐骑中最高移动速度+80%。	99	0	1	1	
5669	99	2200	RideHeader11_1							0	0	0	1	0		坐骑：绮梦蝶。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
5670	5670	9999	CommonNPCHeader45_4							1	0	0	0	0		麒麟一经验加成：麒麟一场景经验额外获得1.2倍加成	-1	0	1	1	
5671	5671	9999	CommonNPCHeader45_4							1	0	0	0	0		麒麟二经验加成：麒麟二场景经验额外获得1.2倍加成	-1	0	1	1	
5672	5672	9999	CommonNPCHeader45_4							1	0	0	0	0		麒麟三经验加成：麒麟三场景经验额外获得1.2倍加成	-1	0	1	1	
5673	5673	9999	CommonNPCHeader45_4							1	0	0	0	0		麒麟四经验加成：麒麟四场景经验额外获得1.2倍加成	-1	0	1	1	
5674	5674	9999	CommonNPCHeader45_4							1	0	0	0	0		麒麟五经验加成：麒麟五场景经验额外获得1.2倍加成	-1	0	1	1	
5675	5675	100	Buff16_6				buff_日常本_怒buff		脚下光圈点	0	0	0	0	0		怒：造成伤害与移动速度提升，同时受到伤害增加	-1	0	1	1	
5676	5675	200	Buff16_6				buff_日常本_怒buff		脚下光圈点	0	0	0	0	0		怒：造成伤害与移动速度提升，同时受到伤害增加	-1	0	1	1	
5677	5675	300	Buff16_6				buff_日常本_怒buff		脚下光圈点	0	0	0	0	0		怒：造成伤害与移动速度提升，同时受到伤害增加	-1	0	1	1	
5678	5675	400	Buff16_6				buff_日常本_怒buff		脚下光圈点	0	0	0	0	0		怒：造成伤害与移动速度提升，同时受到伤害增加	-1	0	1	1	
5679	5675	500	Buff16_6				buff_日常本_怒buff		脚下光圈点	0	0	0	0	0		怒：造成伤害与移动速度提升，同时受到伤害增加	-1	0	1	1	
5680	5675	600	Buff16_6				buff_日常本_怒buff		脚下光圈点	0	0	0	0	0		怒：造成伤害与移动速度提升，同时受到伤害增加	-1	0	1	1	
5681	5675	700	Buff16_6				buff_日常本_怒buff		脚下光圈点	0	0	0	0	0		怒：造成伤害与移动速度提升，同时受到伤害增加	-1	0	1	1	
5682	5675	800	Buff16_6				buff_日常本_怒buff		脚下光圈点	0	0	0	0	0		怒：造成伤害与移动速度提升，同时受到伤害增加	-1	0	1	1	
5683	5675	900	Buff16_6				buff_日常本_怒buff		脚下光圈点	0	0	0	0	0		怒：造成伤害与移动速度提升，同时受到伤害增加	-1	0	1	1	
5684	5675	1000	Buff16_6				buff_日常本_怒buff		脚下光圈点	0	0	0	0	0		怒：造成伤害与移动速度提升，同时受到伤害增加	-1	0	1	1	
5685	5676	1000	Buff16_5				buff_日常本_惧buff5		脚下光圈点	0	0	0	0	0		惧：减少当前50%最大血上限	-1	0	1	1	
5686	5686	1000	Buff16_2				buff_日常本_惧buff2		脚下光圈点	0	0	0	0	0		惧：获得当前50%最大血上限气盾	-1	0	1	1	
5687	5687	1000	Buff16_3				buff_日常本_惧buff4		脚下光圈点	0	0	0	0	0		惧：提升当前造成伤害量	-1	0	1	1	
5688	5688	1000	Buff16_4				buff_日常本_惧buff3		脚下光圈点	0	0	0	0	0		惧：减少当前造成伤害量	-1	0	1	1	
5689	5689	100	Buff16_7				buff_日常本_憎buff1		脚下光圈点	0	0	0	0	0		憎：憎恨效果1层，造成伤害提升同时受到伤害提升	-1	0	1	1	
5690	5689	200	Buff16_8				buff_日常本_憎buff2		脚下光圈点	0	0	0	0	0		憎：憎恨效果2层，造成伤害提升同时受到伤害提升	-1	0	1	1	
5691	5689	300	Buff16_9				buff_日常本_憎buff3		脚下光圈点	0	0	0	0	0		憎：憎恨效果3层，造成伤害提升同时受到伤害提升	-1	0	1	1	
5692	5689	400	Buff16_10				buff_日常本_憎buff4		脚下光圈点	0	0	0	0	0		憎：憎恨效果4层，造成伤害提升同时受到伤害提升	-1	0	1	1	
5693	5693	100	Buff11_2							0	0	0	0	0		憎：所受伤害增加	-1	0	1	1	
5694	5693	200	Buff11_2							0	0	0	0	0		憎：所受伤害增加	-1	0	1	1	
5695	5693	300	Buff11_2							0	0	0	0	0		憎：所受伤害增加	-1	0	1	1	
5696	5693	400	Buff11_2							0	0	0	0	0		憎：所受伤害增加	-1	0	1	1	
5697	5697	400	Buff16_1				buff_日常本_爱buff		脚下光圈点	0	0	0	0	0		爱：持续回复血量，同时受到的伤害增加	-1	0	1	1	
5698	5698	400	Buff11_2							0	0	0	0	0		所受伤害增加10%	-1	0	1	1	
5699	19	1000	Buff15_14		Skills\Sl\Sl_金刚伏魔圈_定身.wav		g01_buff27		脚下光圈点	0	1	1	0	0		缠丝擒拿手：您当前处于被擒拿的定身状态	-1	0	1	1	
5700	23	1000	Buff15_13				g01_buff100		脚下光圈点	0	1	1	0	0		拨云锁喉阵:受到白世镜剑气持续减速效果的影响	-1	0	1	1	
5701	23	1000	Buff15_13				g01_buff100		脚下光圈点	0	1	1	0	0		拨云锁喉阵:受到白世镜剑气持续减速效果的影响	-1	0	1	1	
5702	23	1000	Buff15_14				g01_buff100		脚下光圈点	0	1	1	0	0		缠丝擒拿手：您当前处于被擒拿的减速状态	-1	0	1	1	
5703	5703	400	Weapon2_7							0	0	0	0	0		身如轻羽：闪避率增加，造成伤害降低	-1	0	1	1	
5704	100	1000	Weapon2Skill2_15				g01_buff10		脚下光圈点	0	0	0	1	0		海棠眠雨：移动速度增加	-1	0	1	1	
5705	100	1000	Weapon2Skill2_15				g01_buff10		脚下光圈点	0	0	0	1	0		海棠眠雨：移动速度增加	-1	0	1	1	
5706	100	1000	Weapon2Skill2_15				g01_buff10		脚下光圈点	0	0	0	1	0		海棠眠雨：移动速度增加	-1	0	1	1	
5707	100	1000	Weapon2Skill2_15				g01_buff10		脚下光圈点	0	0	0	1	0		海棠眠雨：移动速度增加	-1	0	1	1	
5708	99	1000	Weapon2Skill2_16							0	0	0	1	0		相思匕：隐身，移动速度降低	-1	0	1	1	
5709	99	1000	Weapon2Skill2_14							0	0	0	1	0		晦明相思：隐身，移动速度降低，持续回血	-1	0	1	1	
5710	5710	1000	FightSkillMingJiao_4				buff_校场移动速度增加特效		脚下光圈点	0	0	0	1	0		亢龙之怒：移动速度提高80%，持续3秒	-1	0	1	1	
5711	14	1000	Weapon2Skill2_12				SB_通用技能_释情伤神		脚下光圈点	0	0	1	0	0		七情二式·伤神：麻痹，移动不能，操作不能，可被攻击，无法被打醒	-1	0	1	1	
5712	21	1000	Weapon2Skill1_3				buff_sangong_01		脚下光圈点	0	1	1	0	0		歃血诛心：散功，无法使用任何门派技能	-1	0	1	1	
5713	1153	1000	Weapon2Skill1_4				g01_buff38		头顶状态点	0	1	1	0	0		舍身破阵：眩晕，移动不能，操作不能，可被攻击，无法被打醒	-1	0	1	1	
5714	15	1000	Weapon2Skill2_15				g01_buff昏睡		身体中心点	0	1	1	0	0		海棠眠雨：昏睡，移动不能，操作不能，可被攻击，可被打醒	-1	0	1	1	
5715	1153	1000	Weapon2_6				g01_buff38		头顶状态点	0	1	1	0	0		怒涛锤：眩晕，移动不能，操作不能，可被攻击，无法被打醒	-1	0	1	1	
5716	5716	1000	TalentSkillTianLong2_8				boss_神器_玄苦佛像自身A		身体中心点	0	0	0	0	0			-1	0	1	1	
5717	5717	1000	TalentSkillTianLong2_8				boss_延庆太子_阶段技能地面火焰A		脚下光圈点	0	0	0	0	0			-1	0	1	1	
5718	5718	400	Weapon2Skill3_6							0	0	0	0	0		正在使用清欢箭	-1	0	1	1	
5719	5719	400	Weapon2Skill1_12							0	0	0	0	0		正在使用摄魂弓	-1	0	1	1	
5720	5720	400	Weapon2Skill2_4							0	0	0	0	0		正在使用离忧枪	-1	0	1	1	
5721	5721	400	Weapon2Skill3_9							0	0	0	0	0		正在使用诛妄剑	-1	0	1	1	
5722	5722	400	Weapon2Skill1_8							0	0	0	0	0		正在使用长恨刀 	-1	0	1	1	
5723	5723	400	Weapon2Skill1_1							0	0	0	0	0		正在使用怒涛锤	-1	0	1	1	
5724	5724	400	Weapon2Skill2_16							0	0	0	0	0		正在使用相思匕	-1	0	1	1	
5725	5725	400	Buff16_11				buff_日常本_惧buff1		脚下光圈点	0	0	0	0	0		惧：5秒后将获得特殊状态	-1	0	1	1	
5726	99	2200	RideHeader11_3							0	0	0	1	0		坐骑：赤兔。您已激活的坐骑中最高移动速度+10%。	99	0	1	1	
5727	99	2200	RideHeader11_3							0	0	0	1	0		坐骑：赤兔。您已激活的坐骑中最高移动速度+20%。	99	0	1	1	
5728	99	2200	RideHeader11_3							0	0	0	1	0		坐骑：赤兔。您已激活的坐骑中最高移动速度+40%。	99	0	1	1	
5729	99	2200	RideHeader11_3							0	0	0	1	0		坐骑：赤兔。您已激活的坐骑中最高移动速度+70%。	99	0	1	1	
5730	99	2200	RideHeader11_3							0	0	0	1	0		坐骑：赤兔。您已激活的坐骑中最高移动速度+75%。	99	0	1	1	
5731	99	2200	RideHeader11_3							0	0	0	1	0		坐骑：赤兔。您已激活的坐骑中最高移动速度+80%。	99	0	1	1	
5732	99	2200	RideHeader11_3							0	0	0	1	0		坐骑：赤兔。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
5733	5733	1000	Buff16_13				g01_em_buff38		头顶状态点	0	0	1	0	0		破障降魔掌：受到玄苦招式影响处于失明状态	-1	0	1	1	
5734	5734	1000	Buff15_16				buff_sangong_01		脚下光圈点	0	0	1	0	0		铃兰花开：散功，无法使用任何门派技能	-1	0	1	1	
5735	5735	1000	TalentSkillTianLong2_8				boss_神器_玄苦npc佛像攻击特效B		脚下光圈点	0	0	0	0	0			-1	0	1	1	
5736	5736	1000	TalentSkillTianLong2_8				boss_神器_玄苦npc佛像攻击特效A		脚下光圈点	0	0	0	0	0			-1	0	1	1	
5737	5737	1000	TalentSkillTianLong2_8				boss_神器_玄苦npc佛像攻击特效D		脚下光圈点	0	0	0	0	0			-1	0	1	1	
5738	5738	1000	TalentSkillTianLong2_8				boss_神器_玄苦npc佛像攻击特效C		脚下光圈点	0	0	0	0	0			-1	0	1	1	
5739	5739	1000	Buff16_15							0	0	1	0	0		蚀骨散花：受到侵蚀处于失明状态	-1	0	1	1	
5740	5740	1000	FightSkillXiaoYao_9							1	0	0	0	0		禁闭：因图形验证未通过被强制送入监狱，待倒计时结束后方可离开监狱。	-1	0	1	1	
5741	5741	1990	FightSkillTianShan_7							0	0	0	0	0		若隐若现：潜入草丛，草丛外的敌人无法发现。	-1	0	1	1	
5742	5742	1980	PetSkill5_8							0	0	0	0	0		无所遁形：在草丛内可看到其中的敌人。	-1	0	1	1	
5748	5748	2000	FightSkillXiaoYao_15							0	1	1	0	0		当前处于虚弱状态受到的伤害增加	-1	0	1	1	
5749	99	2200	RideHeader7_10							0	0	0	1	0		飞龙：幽夜。您已激活的坐骑中最高移动速度+10%。	99	0	1	1	
5750	99	2200	RideHeader7_10							0	0	0	1	0		飞龙：幽夜。您已激活的坐骑中最高移动速度+20%。	99	0	1	1	
5751	99	2200	RideHeader7_10							0	0	0	1	0		飞龙：幽夜。您已激活的坐骑中最高移动速度+40%。	99	0	1	1	
5752	99	2200	RideHeader7_10						 	0	0	0	1	0		飞龙：幽夜。您已激活的坐骑中最高移动速度+70%。	99	0	1	1	
5753	99	2200	RideHeader7_10							0	0	0	1	0		飞龙：幽夜。您已激活的坐骑中最高移动速度+75%。	99	0	1	1	
5754	99	2200	RideHeader7_10							0	0	0	1	0		飞龙：幽夜。您已激活的坐骑中最高移动速度+80%。	99	0	1	1	
5755	99	2200	RideHeader7_10							0	0	0	1	0		飞龙：幽夜。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
5756	99	2200	RideHeader11_4							0	0	0	1	0		坐骑：封霜仙客。您已激活的坐骑中最高移动速度+10%。	99	0	1	1	
5757	99	2200	RideHeader11_4							0	0	0	1	0		坐骑：封霜仙客。您已激活的坐骑中最高移动速度+20%。	99	0	1	1	
5758	99	2200	RideHeader11_4							0	0	0	1	0		坐骑：封霜仙客。您已激活的坐骑中最高移动速度+40%。	99	0	1	1	
5759	99	2200	RideHeader11_4							0	0	0	1	0		坐骑：封霜仙客。您已激活的坐骑中最高移动速度+70%。	99	0	1	1	
5760	99	2200	RideHeader11_4							0	0	0	1	0		坐骑：封霜仙客。您已激活的坐骑中最高移动速度+75%。	99	0	1	1	
5761	99	2200	RideHeader11_4							0	0	0	1	0		坐骑：封霜仙客。您已激活的坐骑中最高移动速度+80%。	99	0	1	1	
5762	99	2200	RideHeader11_4							0	0	0	1	0		坐骑：封霜仙客。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
5763	5763	1000	CommonNPCHeader48_7							0	0	0	1	0		您已换上霜情华裳，共舞时请接捧芸芸物雨中蓝色物体。若出现情谊匣，请二人一同接捧。	-1	0	1	1	
5764	5763	1000	CommonNPCHeader48_6							0	0	0	1	0		您已换上绯云华裳，共舞时请接捧芸芸物雨中红色物体。若出现情谊匣，请二人一同接捧。	-1	0	1	1	
5765	99	2200	RideHeader7_11							0	0	0	1	0		坐骑：夜霞赤羽。骑乘后移动速度+10%。	99	0	1	1	
5766	99	2200	RideHeader7_11							0	0	0	1	0		坐骑：夜霞赤羽。骑乘后移动速度+20%。	99	0	1	1	
5767	99	2200	RideHeader7_11							0	0	0	1	0		坐骑：夜霞赤羽。骑乘后移动速度+40%。	99	0	1	1	
5768	99	2200	RideHeader7_11							0	0	0	1	0		坐骑：夜霞赤羽。骑乘后移动速度+70%。	99	0	1	1	
5769	99	2200	RideHeader7_11							0	0	0	1	0		坐骑：夜霞赤羽。骑乘后移动速度+75%。	99	0	1	1	
5770	99	2200	RideHeader7_11							0	0	0	1	0		坐骑：夜霞赤羽。骑乘后移动速度+80%。	99	0	1	1	
5771	99	2200	RideHeader7_11							0	0	0	1	0		坐骑：夜霞赤羽。骑乘后移动速度+85%。	99	0	1	1	
5772	99	2200	RideHeader7_12							0	0	0	1	0		坐骑：曙光荧翼。骑乘后移动速度+10%。	99	0	1	1	
5773	99	2200	RideHeader7_12							0	0	0	1	0		坐骑：曙光荧翼。骑乘后移动速度+20%。	99	0	1	1	
5774	99	2200	RideHeader7_12							0	0	0	1	0		坐骑：曙光荧翼。骑乘后移动速度+40%。	99	0	1	1	
5775	99	2200	RideHeader7_12							0	0	0	1	0		坐骑：曙光荧翼。骑乘后移动速度+70%。	99	0	1	1	
5776	99	2200	RideHeader7_12							0	0	0	1	0		坐骑：曙光荧翼。骑乘后移动速度+75%。	99	0	1	1	
5777	99	2200	RideHeader7_12							0	0	0	1	0		坐骑：曙光荧翼。骑乘后移动速度+80%。	99	0	1	1	
5778	99	2200	RideHeader7_12							0	0	0	1	0		坐骑：曙光荧翼。骑乘后移动速度+85%。	99	0	1	1	
5779	5779	1000	CommonNPCHeader48_23							1	0	0	0	0		您已完成灵狐的交付。	-1	0	1	1	
5780	100	1000	FightSkillTianShan_4				g01_buff10_01		脚下光圈点	0	0	0	1	0		一鼓作气	-1	0	1	1	
5781	5781	1000	CommonNPCHeader48_23							1	0	0	0	0		专司投喂灵狐，别让它们饿肚子。	-1	0	1	1	
5782	5782	1000	Buff18_16				m01_2022贪吃精灵		脚下光圈点	1	0	0	0	0		灵狐饿得肚子都叫了，吃不到东西就耍赖，让人寸步难行。	-1	0	1	1	
5783	5783	1000					hj_npc美女画卷23_打开_光柱		脚下光圈点	1	0	0	0	0			-1	0	1	1	
5784	5784	1000	ShenFenItem05_14				buff_工程加工相关_纸鸢BUFF特效		武魂绑定点	0	0	0	1	0		正在使用彩绘纸鸢中	-1	1	1	1	
5785	5785	1000	Buff0_14							0	0	0	1	0		已放置小猫玩具	-1	0	1	1	
5786	5786	1000	Buff0_15							0	0	0	1	0		正在使用流霞枝	-1	0	1	1	
5787	5787	1000	Buff0_14							0	0	0	0	0		正在使用流焰银台	-1	0	1	1	
5788	5788	1000	Buff0_15				hj_npc美女画卷23_打开_光柱		脚下光圈点	0	0	0	0	0		雷珠麻痹	-1	0	1	1	
5789	5789	1000	Buff0_14				g01_buff10_01		脚下光圈点	0	0	0	0	0		雷珠防麻痹	-1	0	1	1	
5790	5790	1000	Buff0_15				hj_npc美女画卷23_打开_光柱		脚下光圈点	0	0	0	0	0		烟雾弹隐身	-1	0	1	1	
5791	5791	1000	Buff0_14				g01_buff10_01		脚下光圈点	0	0	0	0	0		烟雾弹防隐身	-1	0	1	1	
5792	5792	1000	Buff0_15				hj_npc美女画卷23_打开_光柱		脚下光圈点	0	0	0	0	0		催眠笛昏睡	-1	0	1	1	
5793	5793	1000	Buff0_14				g01_buff10_01		脚下光圈点	0	0	0	0	0		催眠笛防昏睡	-1	0	1	1	
5794	5794	1000	ShenFenItem06_11							0	0	0	0	0		正在使用流焰金台	-1	0	1	1	
5795	5795	1000	CommonNPCHeader48_23							1	0	0	0	0		抱来了一只灵狐，要快些送到狐小馋那里去。	-1	0	1	1	
5796	5796	2000	Qin4_12							1	0	0	0	0		鸣玉正心：命中敌人时有机率打出蓄力一击，额外造成伤害并在一段时间内增加自身内功攻击，减少对方内功防御	-1	0	1	1	
5900	5900	2200					buff_奇遇副本_宝匣特效01		脚下光圈点	0	0	0	0	0		奇遇宝箱1	-1	0	1	1	
5901	5901	2200					buff_奇遇副本_宝匣特效02		脚下光圈点	0	0	0	0	0		奇遇宝箱2	-1	0	1	1	
5902	5902	2200	Buff24_9				主角_周年庆拍卖套装_交互buff		身体中心点	1	0	0	1	0		仙铠之威：您已受神力照拂，处万钧雷霆之下亦能泰然处之。施展者10米范围内的队友或团队成员均享受此特殊展示效果。	-1	0	1	1	
5903	5903	1000	Buff8_2				buff_剃度_持续		脚下光圈点	0	0	0	1	0		理发中。	-1	0	1	1	
5904	5904	1000	Woman_hair1_1							0	0	0	1	0		妙风发：焕新云鬓映花影，侠义风华满龙春。	-1	0	1	1	
5905	5905	1000	Woman_hair1_1							0	0	0	1	0		凌云发：焕新云鬓映花影，侠义风华满龙春。	-1	0	1	1	
5906	5906	1000	Woman_hair1_1							0	0	0	1	0		明漪发：焕新云鬓映花影，侠义风华满龙春。	-1	0	1	1	
5907	5907	1000	Woman_hair1_1							0	0	0	1	0		雪羽发：焕新云鬓映花影，侠义风华满龙春。	-1	0	1	1	
5908	5908	1000	Woman_hair1_1							0	0	0	1	0		漓梦发：焕新云鬓映花影，侠义风华满龙春。	-1	0	1	1	
5909	5909	1000	Woman_hair1_1							0	0	0	1	0		飞瀑发：焕新云鬓映花影，侠义风华满龙春。	-1	0	1	1	
5910	5910	1000	Woman_hair1_1							0	0	0	1	0		狂澜发：焕新云鬓映花影，侠义风华满龙春。	-1	0	1	1	
5911	5911	1000	Woman_hair1_1							0	0	0	1	0		了尘发：焕新云鬓映花影，侠义风华满龙春。	-1	0	1	1	
5912	5912	1000	Woman_hair1_1							0	0	0	1	0		逸轻发：焕新云鬓映花影，侠义风华满龙春。	-1	0	1	1	
5913	5913	1000	Woman_hair1_1							0	0	0	1	0		文渊发：焕新云鬓映花影，侠义风华满龙春。	-1	0	1	1	
5914	5914	1000	Woman_hair1_1							0	0	0	1	0		疏影发：焕新云鬓映花影，侠义风华满龙春。	-1	0	1	1	
5915	5915	1000	Woman_hair1_1							0	0	0	1	0		晓山重发：焕新云鬓映花影，侠义风华满龙春。	-1	0	1	1	
5916	5916	1000	Woman_hair1_1							0	0	0	1	0		情丝发：焕新云鬓映花影，侠义风华满龙春。	-1	0	1	1	
5917	5917	1000	Woman_hair1_1							0	0	0	1	0		山椿发：焕新云鬓映花影，侠义风华满龙春。	-1	0	1	1	
5918	5918	400	ShenFenItem06_13				buff_工程加工相关_获得玄武战旗特效		脚下光圈点	0	0	0	0	0		玄武令旗：范围内同小队少侠受到的伤害降低	-1	0	1	1	
5919	5919	1000	FightSkillWuDang2_5				buff_fengxue_01		身体受击点	0	1	1	0	0		霹雳子：处于麻痹状态中	-1	0	1	1	
5920	5920	1450	ShenFenItem06_16				buff_工程加工相关_机巧木儡免疫伤害特效		脚下光圈点	0	0	0	1	0		机巧庇护：当受到来自其他少侠的致命伤害时，免疫此次伤害并立即回复2%的最大生命值。每次触发效果时，有一定概率庇护状态不消失。	-1	0	1	1	
5921	100	1000	FightSkillTianShan_4				buff_工程加工相关_追风战旗特效		脚下光圈点	0	0	0	1	0		追风令旗：范围内同帮会少侠速度提高	-1	0	1	1	
5922	100	1000	FightSkillShaoLin1_4				buff_神行护腿特效		脚下光圈点	0	0	0	1	0		移动速度增加80%	-1	0	1	1	
5923	19	1000	Weapon2Skill3_8				g01_buff27		脚下光圈点	0	1	1	0	0		使用神行甲马失败，处于定身中	-1	0	1	1	
5924	5924	1000	ShenFenItem06_5							0	0	0	1	0		隐匿：您已成功易容，在此期间其他玩家无法知晓您的身份	-1	0	1	1	
5925	99	2000	FightSkillTianShan_7							0	0	0	0	0		处于隐身状态中	-1	0	1	1	
5926	5926	2200	ShenFenItem03_12							0	0	0	1	0		香芹火腿：增加血上限、闪避	-1	0	1	1	
5927	5927	2200	ShenFenItem03_13							0	0	0	1	0		葱炒白贝：增加血上限、会心防御	-1	0	1	1	
5928	5928	2200	ShenFenItem04_9							0	0	0	1	0		桂香乳凉糕：增加冰攻击、会心攻击	-1	0	1	1	
5929	5929	2200	ShenFenItem04_10							0	0	0	1	0		红油爆肚丝：增加火攻击、会心攻击	-1	0	1	1	
5930	5930	2200	ShenFenItem04_12							0	0	0	1	0		五菌松茸汤：增加毒攻击、会心攻击	-1	0	1	1	
5931	5931	2200	ShenFenItem04_11							0	0	0	1	0		五宝珍珠羹：增加玄攻击、会心攻击	-1	0	1	1	
5932	5932	2200	ShenFenItem05_3							0	0	0	1	0		冰糖银耳羹：增加冰攻击、减冰抗及会心攻击	-1	0	1	1	
5933	5933	2200	ShenFenItem05_4							0	0	0	1	0		炙烤梅花肉：增加火攻击、减火抗及会心攻击	-1	0	1	1	
5934	5934	2200	ShenFenItem05_6							0	0	0	1	0		红参蛇胆酒：增加毒攻击、减毒抗及会心攻击	-1	0	1	1	
5935	5935	2200	ShenFenItem05_5							0	0	0	1	0		翡翠白玉羹：增加玄攻击、减玄抗及会心攻击	-1	0	1	1	
5936	5936	2200	ShenFenItem05_2							0	0	0	1	0		牛羊全炙宴：增加血上限、受到伤害降低	-1	0	1	1	
5937	5937	2200	ShenFenItem04_13							0	0	0	1	0		参翅玉脍宴：造成伤害增加、会心一击几率增加	-1	0	1	1	
5938	5938	1000	Medicine2_6							0	0	0	1	0		回气：持续回气	-1	0	1	1	
5939	5939	2200	ShenFenItem03_11							0	0	0	1	0		水晶虾饺：增加会心攻击	-1	0	1	1	
5940	5940	2200	ShenFenItem04_14							0	0	0	1	0		桂枝人参汤：增加血上限、受到冰属性伤害降低	-1	0	1	1	
5941	5941	2200	ShenFenItem04_15							0	0	0	1	0		青萝板鸭汤：增加血上限、受到火属性伤害降低	-1	0	1	1	
5942	5942	2200	ShenFenItem04_16							0	0	0	1	0		海苔仙贝羹：增加血上限、受到玄属性伤害降低	-1	0	1	1	
5943	5943	2200	ShenFenItem05_1							0	0	0	1	0		素炒黄丝菌：增加血上限、受到毒属性伤害降低	-1	0	1	1	
5944	5944	1000	PetSkill4_6				buff_龙塔祥瑞_红		脚下光圈点	0	0	0	1	0		赤火赐福：当前获得赤火赐福，您可开启赤火宝箱。	-1	0	1	1	
5945	5945	1000	PetSkill5_1				buff_龙塔祥瑞_绿		脚下光圈点	0	0	0	1	0		绿林赐福：当前获得绿林赐福，您可开启绿林宝箱。	-1	0	1	1	
5946	5946	1000	PetSkill5_2				buff_龙塔祥瑞_蓝		脚下光圈点	0	0	0	1	0		蓝海赐福：当前获得蓝海赐福，您可开启蓝海宝箱。	-1	0	1	1	
5947	5947	2200	ShenFenItem01_6				buff_制药相关_减玄抗		身体中心点	0	0	0	1	0		玄冥散：降低目标玄抗下限	-1	1	1	1	
5948	5948	2200	ShenFenItem01_7				buff_制药相关_减毒抗		身体中心点	0	0	0	1	0		毒霜丸：降低目标毒抗下限	-1	1	1	1	
5949	5949	2200	ShenFenItem01_8							0	0	0	1	0		明目丹：命中率增加	-1	0	1	1	
5950	5950	2200	ShenFenItem01_9							0	0	0	1	0		逸身散：闪避率增加	-1	0	1	1	
5951	5951	2200	ShenFenItem01_12							0	0	0	1	0		十全妙药：所有属性增加	-1	0	1	1	
5952	5952	2200	ShenFenItem01_13							0	0	0	1	0		明悟丹：会心率增加	-1	0	1	1	
5953	5953	2200	ShenFenItem01_14							0	0	0	1	0		断云散：会心一击伤害增加	-1	0	1	1	
5954	5954	2200	ShenFenItem01_3							0	0	0	1	0		健行散：移速增加	-1	0	1	1	
5955	5955	2200	ShenFenItem01_4				buff_制药相关_减冰抗		身体中心点	0	0	0	1	0		摧寒丹：降低目标冰抗下限	-1	1	1	1	
5956	5956	2200	ShenFenItem01_5				buff_制药相关_减火抗		身体中心点	0	0	0	1	0		炼焰丹：降低目标火抗下限	-1	1	1	1	
5957	5957	1000	CircularTaskTool90_9							0	0	0	0	0		当前无法放置小猫	-1	0	1	1	
