INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
序号	DataID	最高资质值范围	最高资质值范围	灵性加成1	灵性加成2	灵性加成3	灵性加成4	灵性加成5	灵性加成6	灵性加成7	灵性加成8	灵性加成9	灵性加成10	灵性等级0提升概率	灵性等级1提升概率	灵性等级2提升概率	灵性等级3提升概率	灵性等级4提升概率	灵性等级5提升概率	灵性等级6提升概率	灵性等级7提升概率	灵性等级8提升概率	灵性等级9提升概率
15176	30024	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
15177	30024	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
15178	30025	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
15179	30025	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
15180	30025	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
15181	30026	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
15182	30026	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
15183	30026	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
15184	30027	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
15185	30027	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
15186	30027	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
15187	30029	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
15188	30029	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
15189	30029	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
15190	30030	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
15191	30030	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
15192	30030	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
15193	30031	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
15194	30031	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
15195	30031	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
15196	30032	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
15197	30032	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
15198	30032	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
15199	30033	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
15200	30033	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
15201	30033	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
15202	30034	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
15203	30034	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
15204	30034	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
15205	30035	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
15206	30035	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
15207	30035	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
15208	30036	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
15209	30036	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
15210	30036	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
15211	30037	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
15212	30037	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
15213	30037	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
15214	30038	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
15215	30038	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
15216	30038	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
15217	30039	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
15218	30039	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
15219	30039	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16258	30570	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16259	30570	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16260	30570	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16261	30571	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16262	30571	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16263	30571	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16264	30572	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16265	30572	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16266	30572	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16267	30579	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16268	30579	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16269	30579	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16270	30580	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16271	30580	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16272	30580	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16273	30581	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16274	30581	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16275	30581	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16276	30582	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16277	30582	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16278	30582	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16279	30583	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16280	30583	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16281	30583	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16282	30589	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16283	30589	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16284	30589	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16285	30590	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16286	30590	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16287	30590	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16288	30591	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16289	30591	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16290	30591	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16291	30592	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16292	30592	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16293	30592	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16294	30593	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16295	30593	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16296	30593	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16297	30594	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16298	30594	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16299	30594	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16300	30599	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16301	30599	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16302	30599	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16303	30600	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16304	30600	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16305	30600	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16306	30601	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16307	30601	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16308	30601	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16309	30602	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16310	30602	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16311	30602	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16312	30603	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16313	30603	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16314	30603	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16315	30604	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16316	30604	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16317	30604	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16318	30605	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16319	30605	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16320	30605	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16321	30609	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16322	30609	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16323	30609	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16324	30610	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16325	30610	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16326	30610	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16327	30611	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16328	30611	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16329	30611	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16330	30612	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16331	30612	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16332	30612	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16333	30613	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16334	30613	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16335	30613	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16336	30614	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16337	30614	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16338	30614	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16339	30615	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16340	30615	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16341	30615	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16342	30616	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16343	30616	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16344	30616	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16345	30619	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16346	30619	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16347	30619	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16348	30620	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16349	30620	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16350	30620	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16351	30621	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16352	30621	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16353	30621	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16354	30622	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16355	30622	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16356	30622	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16357	30623	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16358	30623	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16359	30623	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16360	30624	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16361	30624	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16362	30624	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16363	30625	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16364	30625	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16365	30625	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16366	30626	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16367	30626	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16368	30626	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16369	30627	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16370	30627	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16371	30627	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16372	30629	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16373	30629	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16374	30629	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16375	30630	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16376	30630	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16377	30630	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16378	30631	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16379	30631	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16380	30631	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16381	30632	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16382	30632	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16383	30632	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16384	30633	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16385	30633	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16386	30633	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16387	30634	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16388	30634	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16389	30634	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16390	30635	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16391	30635	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16392	30635	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16393	30636	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16394	30636	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16395	30636	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16396	30637	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16397	30637	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16398	30637	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16399	30638	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16400	30638	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16401	30638	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16402	30639	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16403	30639	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16404	30639	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16405	31401	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16406	31401	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16407	31401	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16408	31411	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16409	31411	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16410	31411	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16411	31421	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16412	31421	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16413	31421	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16414	31431	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16415	31431	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16416	31431	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16417	31441	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16418	31441	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16419	31441	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16420	31451	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16421	31451	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16422	31451	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16423	30870	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16424	30870	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16425	30870	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16426	30871	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16427	30871	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16428	30871	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16429	30872	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16430	30872	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16431	30872	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16432	30879	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16433	30879	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16434	30879	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16435	30880	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16436	30880	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16437	30880	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16438	30881	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16439	30881	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16440	30881	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16441	30882	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16442	30882	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16443	30882	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16444	30883	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16445	30883	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16446	30883	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16447	30889	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16448	30889	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16449	30889	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16450	30890	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16451	30890	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16452	30890	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16453	30891	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16454	30891	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16455	30891	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16456	30892	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16457	30892	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16458	30892	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16459	30893	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16460	30893	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16461	30893	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16462	30894	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16463	30894	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16464	30894	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16465	30899	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16466	30899	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16467	30899	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16468	30900	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16469	30900	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16470	30900	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
16471	30901	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1	
16472	30901	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1	
16473	30901	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1	
