INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING
307	70502113	20301009	56	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70502114	1	升级后整套的套装效果将提升为：#G命中+5352#W；#G血上限+7640#W；#G灵气+204#W；#G增加反击技能对目标的生效几率（5星套装效果）#W。
308	70502115	20301009	36	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70502116	0	升级后整套的套装效果将提升为：#G命中+2142#W；#G血上限+3056#W；#G灵气+82#W；#G增加打怒技能对目标的生效几率（2星套装效果）#W。
309	70502116	20301009	43	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70502117	1	升级后整套的套装效果将提升为：#G命中+3212#W；#G血上限+4584#W；#G灵气+122#W；#G增加打怒技能对目标的生效几率（3星套装效果）#W。
310	70502117	20301009	50	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70502118	1	升级后整套的套装效果将提升为：#G命中+4282#W；#G血上限+6112#W；#G灵气+164#W；#G增加打怒技能对目标的生效几率（4星套装效果）#W。
311	70502118	20301009	56	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70502119	1	升级后整套的套装效果将提升为：#G命中+5352#W；#G血上限+7640#W；#G灵气+204#W；#G增加打怒技能对目标的生效几率（5星套装效果）#W。
312	70502120	20301009	36	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70502121	0	升级后整套的套装效果将提升为：#G外功防御+1642#W；#G内功防御+1642#W；#G血上限+3056#W；#G增加灵气技能对玩家的生效几率（2星套装效果）#W。
313	70502121	20301009	43	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70502122	1	升级后整套的套装效果将提升为：#G外功防御+2464#W；#G内功防御+2464#W；#G血上限+4584#W；#G增加灵气技能对玩家的生效几率（3星套装效果）#W。
314	70502122	20301009	50	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70502123	1	升级后整套的套装效果将提升为：#G外功防御+3284#W；#G内功防御+3284#W；#G血上限+6112#W；#G增加灵气技能对玩家的生效几率（4星套装效果）#W。
315	70502123	20301009	56	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70502124	1	升级后整套的套装效果将提升为：#G外功防御+4106#W；#G内功防御+4106#W；#G血上限+7640#W；#G增加灵气技能对玩家的生效几率（5星套装效果）#W。
316	70502125	20301009	36	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70502126	0	升级后整套的套装效果将提升为：#G身法+82#W；#G命中+2142#W；#G血上限+3056#W；#G增加打怒技能对目标的生效几率（2星套装效果）#W。
317	70502126	20301009	43	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70502127	1	升级后整套的套装效果将提升为：#G身法+122#W；#G命中+3212#W；#G血上限+4584#W；#G增加打怒技能对目标的生效几率（3星套装效果）#W。
318	70502127	20301009	50	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70502128	1	升级后整套的套装效果将提升为：#G身法+164#W；#G命中+4282#W；#G血上限+6112#W；#G增加打怒技能对目标的生效几率（4星套装效果）#W。
319	70502128	20301009	56	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70502129	1	升级后整套的套装效果将提升为：#G身法+204#W；#G命中+5352#W；#G血上限+7640#W；#G增加打怒技能对目标的生效几率（5星套装效果）#W。
320	70502130	20301009	36	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70502131	0	升级后整套的套装效果将提升为：#G命中+2142#W；#G身法+82#W；#G血上限+3056#W；#G增加打怒技能对目标的生效几率（2星套装效果）#W。
321	70502131	20301009	43	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70502132	1	升级后整套的套装效果将提升为：#G命中+3212#W；#G身法+122#W；#G血上限+4584#W；#G增加打怒技能对目标的生效几率（3星套装效果）#W。
322	70502132	20301009	50	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70502133	1	升级后整套的套装效果将提升为：#G命中+4282#W；#G身法+164#W；#G血上限+6112#W；#G增加打怒技能对目标的生效几率（4星套装效果）#W。
323	70502133	20301009	56	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70502134	1	升级后整套的套装效果将提升为：#G命中+5352#W；#G身法+204#W；#G血上限+7640#W；#G增加打怒技能对目标的生效几率（5星套装效果）#W。
324	70503000	20301009	3	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70503001	0	升级后整套的套装效果将提升为：#G外功攻击+1328#W；#G命中+1718#W；#G力量+66#W；#G猛击技能释放时额外增加外功攻击（2星套装效果）#W。
325	70503001	20301009	5	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70503002	1	升级后整套的套装效果将提升为：#G外功攻击+1992#W；#G命中+2576#W；#G力量+98#W；#G猛击技能释放时额外增加外功攻击（3星套装效果）#W。
326	70503002	20301009	7	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70503003	1	升级后整套的套装效果将提升为：#G外功攻击+2654#W；#G命中+3434#W；#G力量+132#W；#G猛击技能释放时额外增加外功攻击（4星套装效果）#W。
327	70503003	20301009	11	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70503004	1	升级后整套的套装效果将提升为：#G外功攻击+3318#W；#G命中+4292#W；#G力量+164#W；#G猛击技能释放时额外增加外功攻击（5星套装效果）#W。
328	70503005	20301009	3	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70503006	0	升级后整套的套装效果将提升为：#G命中+1718#W；#G血上限+2434#W；#G力量+66#W；#G增加摔绊技能对目标的生效几率（2星套装效果）#W。
329	70503006	20301009	5	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70503007	1	升级后整套的套装效果将提升为：#G命中+2576#W；#G血上限+3650#W；#G力量+98#W；#G增加摔绊技能对目标的生效几率（3星套装效果）#W。
330	70503007	20301009	7	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70503008	1	升级后整套的套装效果将提升为：#G命中+3434#W；#G血上限+4868#W；#G力量+132#W；#G增加摔绊技能对目标的生效几率（4星套装效果）#W。
331	70503008	20301009	11	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70503009	1	升级后整套的套装效果将提升为：#G命中+4292#W；#G血上限+6084#W；#G力量+164#W；#G增加摔绊技能对目标的生效几率（5星套装效果）#W。
332	70503010	20301009	3	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70503011	0	升级后整套的套装效果将提升为：#G命中+1718#W；#G血上限+2434#W；#G力量+66#W；#G增加虚弱技能对目标的生效几率（2星套装效果）#W。
333	70503011	20301009	5	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70503012	1	升级后整套的套装效果将提升为：#G命中+2576#W；#G血上限+3650#W；#G力量+98#W；#G增加虚弱技能对目标的生效几率（3星套装效果）#W。
334	70503012	20301009	7	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70503013	1	升级后整套的套装效果将提升为：#G命中+3434#W；#G血上限+4868#W；#G力量+132#W；#G增加虚弱技能对目标的生效几率（4星套装效果）#W。
335	70503013	20301009	11	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70503014	1	升级后整套的套装效果将提升为：#G命中+4292#W；#G血上限+6084#W；#G力量+164#W；#G增加虚弱技能对目标的生效几率（5星套装效果）#W。
336	70503015	20301009	3	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70503016	0	升级后整套的套装效果将提升为：#G内功攻击+1328#W；#G命中+1718#W；#G灵气+66#W；#G烈火咒、玄雷咒、血毒咒、寒冰咒释放时额外增加对应的属性攻击（2星套装效果）#W。
337	70503016	20301009	5	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70503017	1	升级后整套的套装效果将提升为：#G内功攻击+1992#W；#G命中+2576#W；#G灵气+98#W；#G烈火咒、玄雷咒、血毒咒、寒冰咒释放时额外增加对应的属性攻击（3星套装效果）#W。
338	70503017	20301009	7	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70503018	1	升级后整套的套装效果将提升为：#G内功攻击+2654#W；#G命中+3434#W；#G灵气+132#W；#G烈火咒、玄雷咒、血毒咒、寒冰咒释放时额外增加对应的属性攻击（4星套装效果）#W。
339	70503018	20301009	11	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70503019	1	升级后整套的套装效果将提升为：#G内功攻击+3318#W；#G命中+4292#W；#G灵气+164#W；#G烈火咒、玄雷咒、血毒咒、寒冰咒释放时额外增加对应的属性攻击（5星套装效果）#W。
340	70503020	20301009	3	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70503021	0	升级后整套的套装效果将提升为：#G命中+1718#W；#G血上限+2434#W；#G灵气+66#W；#G增加摔绊技能对目标的生效几率（2星套装效果）#W。
341	70503021	20301009	5	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70503022	1	升级后整套的套装效果将提升为：#G命中+2576#W；#G血上限+3650#W；#G灵气+98#W；#G增加摔绊技能对目标的生效几率（3星套装效果）#W。
342	70503022	20301009	7	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70503023	1	升级后整套的套装效果将提升为：#G命中+3434#W；#G血上限+4868#W；#G灵气+132#W；#G增加摔绊技能对目标的生效几率（4星套装效果）#W。
343	70503023	20301009	11	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70503024	1	升级后整套的套装效果将提升为：#G命中+4292#W；#G血上限+6084#W；#G灵气+164#W；#G增加摔绊技能对目标的生效几率（5星套装效果）#W。
344	70503025	20301009	3	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70503026	0	升级后整套的套装效果将提升为：#G命中+1718#W；#G血上限+2434#W；#G灵气+66#W；#G增加虚弱技能对目标的生效几率（2星套装效果）#W。
345	70503026	20301009	5	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70503027	1	升级后整套的套装效果将提升为：#G命中+2576#W；#G血上限+3650#W；#G灵气+98#W；#G增加虚弱技能对目标的生效几率（3星套装效果）#W。
346	70503027	20301009	7	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70503028	1	升级后整套的套装效果将提升为：#G命中+3434#W；#G血上限+4868#W；#G灵气+132#W；#G增加虚弱技能对目标的生效几率（4星套装效果）#W。
347	70503028	20301009	11	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70503029	1	升级后整套的套装效果将提升为：#G命中+4292#W；#G血上限+6084#W；#G灵气+164#W；#G增加虚弱技能对目标的生效几率（5星套装效果）#W。
348	70503030	20301009	3	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70503031	0	升级后整套的套装效果将提升为：#G外功防御+1312#W；#G内功防御+1312#W；#G血上限+2434#W；#G增加灵动技能对珍兽自己的生效几率（2星套装效果）#W。
349	70503031	20301009	5	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70503032	1	升级后整套的套装效果将提升为：#G外功防御+1966#W；#G内功防御+1966#W；#G血上限+3650#W；#G增加灵动技能对珍兽自己的生效几率（3星套装效果）#W。
350	70503032	20301009	7	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70503033	1	升级后整套的套装效果将提升为：#G外功防御+2622#W；#G内功防御+2622#W；#G血上限+4868#W；#G增加灵动技能对珍兽自己的生效几率（4星套装效果）#W。
351	70503033	20301009	11	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70503034	1	升级后整套的套装效果将提升为：#G外功防御+3276#W；#G内功防御+3276#W；#G血上限+6084#W；#G增加灵动技能对珍兽自己的生效几率（5星套装效果）#W。
352	70503035	20301009	3	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70503036	0	升级后整套的套装效果将提升为：#G身法+66#W；#G命中+1718#W；#G血上限+2434#W；#G增加虚弱技能对目标的生效几率（2星套装效果）#W。
353	70503036	20301009	5	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70503037	1	升级后整套的套装效果将提升为：#G身法+98#W；#G命中+2576#W；#G血上限+3650#W；#G增加虚弱技能对目标的生效几率（3星套装效果）#W。
354	70503037	20301009	7	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70503038	1	升级后整套的套装效果将提升为：#G身法+132#W；#G命中+3434#W；#G血上限+4868#W；#G增加虚弱技能对目标的生效几率（4星套装效果）#W。
355	70503038	20301009	11	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70503039	1	升级后整套的套装效果将提升为：#G身法+164#W；#G命中+4292#W；#G血上限+6084#W；#G增加虚弱技能对目标的生效几率（5星套装效果）#W。
356	70503040	20301009	3	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70503041	0	升级后整套的套装效果将提升为：#G命中+1718#W；#G身法+66#W；#G血上限+2434#W；#G增加虚弱技能对目标的生效几率（2星套装效果）#W。
357	70503041	20301009	5	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70503042	1	升级后整套的套装效果将提升为：#G命中+2576#W；#G身法+98#W；#G血上限+3650#W；#G增加虚弱技能对目标的生效几率（3星套装效果）#W。
358	70503042	20301009	7	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70503043	1	升级后整套的套装效果将提升为：#G命中+3434#W；#G身法+132#W；#G血上限+4868#W；#G增加虚弱技能对目标的生效几率（4星套装效果）#W。
359	70503043	20301009	11	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70503044	1	升级后整套的套装效果将提升为：#G命中+4292#W；#G身法+164#W；#G血上限+6084#W；#G增加虚弱技能对目标的生效几率（5星套装效果）#W。
360	70503045	20301009	16	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70503046	0	升级后整套的套装效果将提升为：#G外功攻击+1496#W；#G命中+1930#W；#G力量+74#W；#G增加猛击技能的释放几率（2星套装效果）#W。
361	70503046	20301009	18	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70503047	1	升级后整套的套装效果将提升为：#G外功攻击+2244#W；#G命中+2894#W；#G力量+110#W；#G增加猛击技能的释放几率（3星套装效果）#W。
362	70503047	20301009	20	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70503048	1	升级后整套的套装效果将提升为：#G外功攻击+2990#W；#G命中+3858#W；#G力量+148#W；#G增加猛击技能的释放几率（4星套装效果）#W。
363	70503048	20301009	24	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70503049	1	升级后整套的套装效果将提升为：#G外功攻击+3738#W；#G命中+4822#W；#G力量+184#W；#G增加猛击技能的释放几率（5星套装效果）#W。
364	70503050	20301009	16	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70503051	0	升级后整套的套装效果将提升为：#G命中+1930#W；#G血上限+2746#W；#G力量+74#W；#G增加反震技能对目标的生效几率（2星套装效果）#W。
365	70503051	20301009	18	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70503052	1	升级后整套的套装效果将提升为：#G命中+2894#W；#G血上限+4118#W；#G力量+110#W；#G增加反震技能对目标的生效几率（3星套装效果）#W。
366	70503052	20301009	20	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70503053	1	升级后整套的套装效果将提升为：#G命中+3858#W；#G血上限+5490#W；#G力量+148#W；#G增加反震技能对目标的生效几率（4星套装效果）#W。
367	70503053	20301009	24	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70503054	1	升级后整套的套装效果将提升为：#G命中+4822#W；#G血上限+6862#W；#G力量+184#W；#G增加反震技能对目标的生效几率（5星套装效果）#W。
368	70503055	20301009	16	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70503056	0	升级后整套的套装效果将提升为：#G命中+1930#W；#G血上限+2746#W；#G力量+74#W；#G增加吸气技能对目标的生效几率（2星套装效果）#W。
369	70503056	20301009	18	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70503057	1	升级后整套的套装效果将提升为：#G命中+2894#W；#G血上限+4118#W；#G力量+110#W；#G增加吸气技能对目标的生效几率（3星套装效果）#W。
370	70503057	20301009	20	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70503058	1	升级后整套的套装效果将提升为：#G命中+3858#W；#G血上限+5490#W；#G力量+148#W；#G增加吸气技能对目标的生效几率（4星套装效果）#W。
371	70503058	20301009	24	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70503059	1	升级后整套的套装效果将提升为：#G命中+4822#W；#G血上限+6862#W；#G力量+184#W；#G增加吸气技能对目标的生效几率（5星套装效果）#W。
372	70503060	20301009	16	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70503061	0	升级后整套的套装效果将提升为：#G内功攻击+1496#W；#G命中+1930#W；#G灵气+74#W；#G痛击技能释放时额外增加内功攻击（2星套装效果）#W。
373	70503061	20301009	18	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70503062	1	升级后整套的套装效果将提升为：#G内功攻击+2244#W；#G命中+2894#W；#G灵气+110#W；#G痛击技能释放时额外增加内功攻击（3星套装效果）#W。
374	70503062	20301009	20	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70503063	1	升级后整套的套装效果将提升为：#G内功攻击+2990#W；#G命中+3858#W；#G灵气+148#W；#G痛击技能释放时额外增加内功攻击（4星套装效果）#W。
375	70503063	20301009	24	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70503064	1	升级后整套的套装效果将提升为：#G内功攻击+3738#W；#G命中+4822#W；#G灵气+184#W；#G痛击技能释放时额外增加内功攻击（5星套装效果）#W。
376	70503065	20301009	16	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70503066	0	升级后整套的套装效果将提升为：#G命中+1930#W；#G血上限+2746#W；#G灵气+74#W；#G增加反震技能对目标的生效几率（2星套装效果）#W。
377	70503066	20301009	18	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70503067	1	升级后整套的套装效果将提升为：#G命中+2894#W；#G血上限+4118#W；#G灵气+110#W；#G增加反震技能对目标的生效几率（3星套装效果）#W。
378	70503067	20301009	20	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70503068	1	升级后整套的套装效果将提升为：#G命中+3858#W；#G血上限+5490#W；#G灵气+148#W；#G增加反震技能对目标的生效几率（4星套装效果）#W。
379	70503068	20301009	24	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70503069	1	升级后整套的套装效果将提升为：#G命中+4822#W；#G血上限+6862#W；#G灵气+184#W；#G增加反震技能对目标的生效几率（5星套装效果）#W。
380	70503070	20301009	16	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70503071	0	升级后整套的套装效果将提升为：#G命中+1930#W；#G血上限+2746#W；#G灵气+74#W；#G增加吸气技能对目标的生效几率（2星套装效果）#W。
381	70503071	20301009	18	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70503072	1	升级后整套的套装效果将提升为：#G命中+2894#W；#G血上限+4118#W；#G灵气+110#W；#G增加吸气技能对目标的生效几率（3星套装效果）#W。
382	70503072	20301009	20	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70503073	1	升级后整套的套装效果将提升为：#G命中+3858#W；#G血上限+5490#W；#G灵气+148#W；#G增加吸气技能对目标的生效几率（4星套装效果）#W。
383	70503073	20301009	24	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70503074	1	升级后整套的套装效果将提升为：#G命中+4822#W；#G血上限+6862#W；#G灵气+184#W；#G增加吸气技能对目标的生效几率（5星套装效果）#W。
384	70503075	20301009	16	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70503076	0	升级后整套的套装效果将提升为：#G外功防御+1476#W；#G内功防御+1476#W；#G血上限+2746#W；#G增加忠心技能对玩家的生效几率（2星套装效果）#W。
385	70503076	20301009	18	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70503077	1	升级后整套的套装效果将提升为：#G外功防御+2214#W；#G内功防御+2214#W；#G血上限+4118#W；#G增加忠心技能对玩家的生效几率（3星套装效果）#W。
386	70503077	20301009	20	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70503078	1	升级后整套的套装效果将提升为：#G外功防御+2952#W；#G内功防御+2952#W；#G血上限+5490#W；#G增加忠心技能对玩家的生效几率（4星套装效果）#W。
387	70503078	20301009	24	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70503079	1	升级后整套的套装效果将提升为：#G外功防御+3690#W；#G内功防御+3690#W；#G血上限+6862#W；#G增加忠心技能对玩家的生效几率（5星套装效果）#W。
388	70503080	20301009	16	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70503081	0	升级后整套的套装效果将提升为：#G身法+74#W；#G命中+1930#W；#G血上限+2746#W；#G增加吸气技能对目标的生效几率（2星套装效果）#W。
389	70503081	20301009	18	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70503082	1	升级后整套的套装效果将提升为：#G身法+110#W；#G命中+2894#W；#G血上限+4118#W；#G增加吸气技能对目标的生效几率（3星套装效果）#W。
390	70503082	20301009	20	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70503083	1	升级后整套的套装效果将提升为：#G身法+148#W；#G命中+3858#W；#G血上限+5490#W；#G增加吸气技能对目标的生效几率（4星套装效果）#W。
391	70503083	20301009	24	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70503084	1	升级后整套的套装效果将提升为：#G身法+184#W；#G命中+4822#W；#G血上限+6862#W；#G增加吸气技能对目标的生效几率（5星套装效果）#W。
392	70503085	20301009	16	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70503086	0	升级后整套的套装效果将提升为：#G命中+1930#W；#G身法+74#W；#G血上限+2746#W；#G增加吸气技能对目标的生效几率（2星套装效果）#W。
393	70503086	20301009	18	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70503087	1	升级后整套的套装效果将提升为：#G命中+2894#W；#G身法+110#W；#G血上限+4118#W；#G增加吸气技能对目标的生效几率（3星套装效果）#W。
394	70503087	20301009	20	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70503088	1	升级后整套的套装效果将提升为：#G命中+3858#W；#G身法+148#W；#G血上限+5490#W；#G增加吸气技能对目标的生效几率（4星套装效果）#W。
395	70503088	20301009	24	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70503089	1	升级后整套的套装效果将提升为：#G命中+4822#W；#G身法+184#W；#G血上限+6862#W；#G增加吸气技能对目标的生效几率（5星套装效果）#W。
396	70503090	20301009	36	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70503091	0	升级后整套的套装效果将提升为：#G外功攻击+1664#W；#G命中+2142#W；#G力量+82#W；#G增加连击技能的释放几率（2星套装效果）#W。
397	70503091	20301009	43	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70503092	1	升级后整套的套装效果将提升为：#G外功攻击+2496#W；#G命中+3212#W；#G力量+122#W；#G增加连击技能的释放几率（3星套装效果）#W。
398	70503092	20301009	50	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70503093	1	升级后整套的套装效果将提升为：#G外功攻击+3326#W；#G命中+4282#W；#G力量+164#W；#G增加连击技能的释放几率（4星套装效果）#W。
399	70503093	20301009	56	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70503094	1	升级后整套的套装效果将提升为：#G外功攻击+4158#W；#G命中+5352#W；#G力量+204#W；#G增加连击技能的释放几率（5星套装效果）#W。
400	70503095	20301009	36	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70503096	0	升级后整套的套装效果将提升为：#G命中+2142#W；#G血上限+3056#W；#G力量+82#W；#G增加反击技能对目标的生效几率（2星套装效果）#W。
401	70503096	20301009	43	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70503097	1	升级后整套的套装效果将提升为：#G命中+3212#W；#G血上限+4584#W；#G力量+122#W；#G增加反击技能对目标的生效几率（3星套装效果）#W。
402	70503097	20301009	50	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70503098	1	升级后整套的套装效果将提升为：#G命中+4282#W；#G血上限+6112#W；#G力量+164#W；#G增加反击技能对目标的生效几率（4星套装效果）#W。
403	70503098	20301009	56	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70503099	1	升级后整套的套装效果将提升为：#G命中+5352#W；#G血上限+7640#W；#G力量+204#W；#G增加反击技能对目标的生效几率（5星套装效果）#W。
404	70503100	20301009	36	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70503101	0	升级后整套的套装效果将提升为：#G命中+2142#W；#G血上限+3056#W；#G力量+82#W；#G增加打怒技能对目标的生效几率（2星套装效果）#W。
405	70503101	20301009	43	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70503102	1	升级后整套的套装效果将提升为：#G命中+3212#W；#G血上限+4584#W；#G力量+122#W；#G增加打怒技能对目标的生效几率（3星套装效果）#W。
406	70503102	20301009	50	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70503103	1	升级后整套的套装效果将提升为：#G命中+4282#W；#G血上限+6112#W；#G力量+164#W；#G增加打怒技能对目标的生效几率（4星套装效果）#W。
407	70503103	20301009	56	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70503104	1	升级后整套的套装效果将提升为：#G命中+5352#W；#G血上限+7640#W；#G力量+204#W；#G增加打怒技能对目标的生效几率（5星套装效果）#W。
408	70503105	20301009	36	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70503106	0	升级后整套的套装效果将提升为：#G内功攻击+1664#W；#G命中+2142#W；#G灵气+82#W；#G增加烈火咒、玄雷咒、血毒咒、寒冰咒技能的释放几率（2星套装效果）#W。
409	70503106	20301009	43	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70503107	1	升级后整套的套装效果将提升为：#G内功攻击+2496#W；#G命中+3212#W；#G灵气+122#W；#G增加烈火咒、玄雷咒、血毒咒、寒冰咒技能的释放几率（3星套装效果）#W。
