INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	INT	STRING	INT	INT	STRING	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
MissionIndex	MissionId	任务类型（客户端）	是否精英（客户端）	是否显示完成（客户端）	环数（客户端）	是否循环任务	完成任务的Npc的坐标(X)	完成任务的Npc的坐标(Y)	任务名称$1$	任务目标$1$	任务描述3$1$	任务描述4$1$	任务描述5$1$	接受任务场景ID	接受任务NpcName$1$	接受任务NpcGuid	完成任务场景ID	完成任务NpcName$1$	完成任务NpcGuid	任务需求等级	前续任务Id1	前续任务Id2	前续任务Id3	击杀种类数（最多5）	怪物名称1$1$	是否寻找随机物品	掉落物品1	掉落概率1	掉落数量1	怪物名称2$1$	怪物标志2	掉落物品2	掉落概率2	掉落数量2	怪物名称3$1$	怪物标志3	掉落物品3	掉落概率3	掉落数量3	怪物名称4$1$	怪物标志4	掉落物品4	掉落概率4	掉落数量4	怪物名称5$1$	怪物标志5	掉落物品5	掉落概率5	掉落数量5	金钱奖励	交子奖励	经验奖励	关系值存储位置	关系值奖励	关系值奖励提示$1$	放弃任务关系值惩罚	关系值惩罚提示$1$	放弃任务后禁止接任务的时间存储位置	禁止的时间长度，秒	时间限制内接任务的提示$1$	固定物品奖励1	个数1	固定物品奖励2	个数2	固定物品奖励3	个数3	固定物品奖励4	个数4	固定物品奖励5	个数5	可选物品奖励1	个数1	可选物品奖励2	个数2	可选物品奖励3	个数3	可选物品奖励4	个数4	可选物品奖励5	个数5	隐藏奖励物品1	个数1	隐藏奖励物品2	个数2	隐藏奖励物品3	个数3	后续任务INDEX	预留	预留	预留
1039120	101	10	0	1	0	1	108	140	阿朱任务	#{RW_20080321_532}	#{RW_20080321_540}	#{RW_20080321_548}	#{RW_20080321_530}	0		0	5	阮星竹	0	30	-1	-1	-1	1	龙泉豹	0	40004367	100	2		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	96	1	#{MI_DEL9525_10}	2	#{MI_DEL9525_11}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039121	101	10	0	1	0	1	108	140	阿朱任务	#{RW_20080321_533}	#{RW_20080321_541}	#{RW_20080321_548}	#{RW_20080321_530}	0		0	5	阮星竹	0	40	-1	-1	-1	1	红枫蜘蛛	0	40004368	100	3		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	96	1	#{MI_DEL9525_10}	2	#{MI_DEL9525_11}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039122	101	10	0	1	0	1	108	140	阿朱任务	#{RW_20080321_534}	#{RW_20080321_542}	#{RW_20080321_548}	#{RW_20080321_530}	0		0	5	阮星竹	0	50	-1	-1	-1	1	棕熊	0	40004369	100	3		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	96	1	#{MI_DEL9525_10}	2	#{MI_DEL9525_11}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039123	101	10	0	1	0	1	108	140	阿朱任务	#{RW_20080321_535}	#{RW_20080321_543}	#{RW_20080321_548}	#{RW_20080321_530}	0		0	5	阮星竹	0	60	-1	-1	-1	1	蒙古黑蜂	0	40004370	100	4		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	96	1	#{MI_DEL9525_10}	2	#{MI_DEL9525_11}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039124	101	10	0	1	0	1	108	140	阿朱任务	#{RW_20080321_536}	#{RW_20080321_544}	#{RW_20080321_548}	#{RW_20080321_530}	0		0	5	阮星竹	0	70	-1	-1	-1	1	白狼王	0	40004371	100	4		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	96	1	#{MI_DEL9525_10}	2	#{MI_DEL9525_11}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039125	101	10	0	1	0	1	108	140	阿朱任务	#{RW_20080321_537}	#{RW_20080321_545}	#{RW_20080321_548}	#{RW_20080321_530}	0		0	5	阮星竹	0	80	-1	-1	-1	1	南海鳄鱼	0	40004372	100	6		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	96	1	#{MI_DEL9525_10}	2	#{MI_DEL9525_11}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039126	101	10	0	1	0	1	108	140	阿朱任务	#{RW_20080321_538}	#{RW_20080321_546}	#{RW_20080321_548}	#{RW_20080321_530}	0		0	5	阮星竹	0	90	-1	-1	-1	1	东北虎	0	40004373	100	6		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	96	1	#{MI_DEL9525_10}	2	#{MI_DEL9525_11}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039200	101	10	0	1	0	1	94	177	王语嫣任务	#{MIS_ITEM90526_52}%i#{MIS_ITEM90526_53}	    #{MIS_ITEM90526_54}%i#{MIS_ITEM90526_55}	#{RW_20080321_565}	#{RW_20080321_566}	0		0	1	王夫人	0	30	-1	-1	-1	1		2	31	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039201	101	10	0	1	0	1	94	177	王语嫣任务	#{MIS_ITEM90526_52}%i#{MIS_ITEM90526_53}	    #{MIS_ITEM90526_54}%i#{MIS_ITEM90526_55}	#{RW_20080321_565}	#{RW_20080321_566}	0		0	1	王夫人	0	30	-1	-1	-1	1		2	32	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039202	101	10	0	1	0	1	94	177	王语嫣任务	#{MIS_ITEM90526_52}%i#{MIS_ITEM90526_53}	    #{MIS_ITEM90526_54}%i#{MIS_ITEM90526_55}	#{RW_20080321_565}	#{RW_20080321_566}	0		0	1	王夫人	0	30	-1	-1	-1	1		2	33	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039203	101	10	0	1	0	1	94	177	王语嫣任务	#{MIS_ITEM90526_52}%i#{MIS_ITEM90526_53}	    #{MIS_ITEM90526_54}%i#{MIS_ITEM90526_55}	#{RW_20080321_565}	#{RW_20080321_566}	0		0	1	王夫人	0	30	-1	-1	-1	1		2	34	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039204	101	10	0	1	0	1	94	177	王语嫣任务	#{MIS_ITEM90526_52}%i#{MIS_ITEM90526_53}	    #{MIS_ITEM90526_54}%i#{MIS_ITEM90526_55}	#{RW_20080321_565}	#{RW_20080321_566}	0		0	1	王夫人	0	30	-1	-1	-1	1		2	35	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039205	101	10	0	1	0	1	94	177	王语嫣任务	#{RW_20080321_550}	#{RW_20080321_558}	#{RW_20080321_548}	#{RW_20080321_567}	0		0	1	王夫人	0	30	-1	-1	-1	1	秦家寨亲兵	0	40004381	100	2		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039206	101	10	0	1	0	1	94	177	王语嫣任务	#{RW_20080321_551}	#{RW_20080321_559}	#{RW_20080321_548}	#{RW_20080321_567}	0		0	1	王夫人	0	40	-1	-1	-1	1	狼族头人	0	40004382	100	3		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039207	101	10	0	1	0	1	94	177	王语嫣任务	#{RW_20080321_552}	#{RW_20080321_560}	#{RW_20080321_548}	#{RW_20080321_567}	0		0	1	王夫人	0	50	-1	-1	-1	1	山越刀客	0	40004383	100	3		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039208	101	10	0	1	0	1	94	177	王语嫣任务	#{RW_20080321_553}	#{RW_20080321_561}	#{RW_20080321_548}	#{RW_20080321_567}	0		0	1	王夫人	0	60	-1	-1	-1	1	弯刀马匪	0	40004384	100	4		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039209	101	10	0	1	0	1	94	177	王语嫣任务	#{RW_20080321_554}	#{RW_20080321_562}	#{RW_20080321_548}	#{RW_20080321_567}	0		0	1	王夫人	0	70	-1	-1	-1	1	龙血石人	0	40004385	100	4		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039210	101	10	0	1	0	1	94	177	王语嫣任务	#{RW_20080321_555}	#{RW_20080321_563}	#{RW_20080321_548}	#{RW_20080321_567}	0		0	1	王夫人	0	80	-1	-1	-1	1	南海海盗	0	40004386	100	6		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039211	101	10	0	1	0	1	94	177	王语嫣任务	#{RW_20080321_556}	#{RW_20080321_564}	#{RW_20080321_548}	#{RW_20080321_567}	0		0	1	王夫人	0	90	-1	-1	-1	1	雪山猎人	0	40004387	100	6		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039250	101	10	0	1	0	1	59	83	阿紫任务	#{MIS_ITEM90526_56}%i#{MIS_ITEM90526_53}	    #{MIS_ITEM90526_57}%i#{MIS_ITEM90526_55}	#{RW_20080321_580}	#{RW_20080321_566}	0		0	0	阿紫	0	50	-1	-1	-1	1		2	41	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	100	1	#{AZ_DE_04}	2	#{AZ_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039251	101	10	0	1	0	1	59	83	阿紫任务	#{MIS_ITEM90526_56}%i#{MIS_ITEM90526_53}	    #{MIS_ITEM90526_57}%i#{MIS_ITEM90526_55}	#{RW_20080321_580}	#{RW_20080321_566}	0		0	0	阿紫	0	50	-1	-1	-1	1		2	42	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	100	1	#{AZ_DE_04}	2	#{AZ_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039252	101	10	0	1	0	1	59	83	阿紫任务	#{MIS_ITEM90526_56}%i#{MIS_ITEM90526_53}	    #{MIS_ITEM90526_57}%i#{MIS_ITEM90526_55}	#{RW_20080321_580}	#{RW_20080321_566}	0		0	0	阿紫	0	50	-1	-1	-1	1		2	43	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	100	1	#{AZ_DE_04}	2	#{AZ_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039253	101	10	0	1	0	1	59	83	阿紫任务	#{MIS_ITEM90526_56}%i#{MIS_ITEM90526_53}	    #{MIS_ITEM90526_57}%i#{MIS_ITEM90526_55}	#{RW_20080321_580}	#{RW_20080321_566}	0		0	0	阿紫	0	50	-1	-1	-1	1		2	44	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	100	1	#{AZ_DE_04}	2	#{AZ_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039254	101	10	0	1	0	1	59	83	阿紫任务	#{MIS_ITEM90526_56}%i#{MIS_ITEM90526_53}	    #{MIS_ITEM90526_57}%i#{MIS_ITEM90526_55}	#{RW_20080321_580}	#{RW_20080321_566}	0		0	0	阿紫	0	50	-1	-1	-1	1		2	45	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	100	1	#{AZ_DE_04}	2	#{AZ_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039255	101	10	0	1	0	1	59	83	阿紫任务	#{RW_20080321_569}	#{RW_20080321_575}	#{RW_20080321_548}		0		0	0	阿紫	0	50	-1	-1	-1	1	山越战士	0	40004397	100	3		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	100	1	#{AZ_DE_04}	2	#{AZ_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039256	101	10	0	1	0	1	59	83	阿紫任务	#{RW_20080321_570}	#{RW_20080321_576}	#{RW_20080321_548}	#{RW_20080321_581}	0		0	0	阿紫	0	60	-1	-1	-1	1	打草谷宋兵	0	40004397	100	4		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	100	1	#{AZ_DE_04}	2	#{AZ_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039257	101	10	0	1	0	1	59	83	阿紫任务	#{RW_20080321_571}	#{RW_20080321_577}	#{RW_20080321_548}	#{RW_20080321_581}	0		0	0	阿紫	0	70	-1	-1	-1	1	大偃师	0	40004397	100	4		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	100	1	#{AZ_DE_04}	2	#{AZ_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039258	101	10	0	1	0	1	59	83	阿紫任务	#{RW_20080321_572}	#{RW_20080321_578}	#{RW_20080321_548}	#{RW_20080321_581}	0		0	0	阿紫	0	80	-1	-1	-1	1	鳄鱼帮混混	0	40004397	100	6		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	100	1	#{AZ_DE_04}	2	#{AZ_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039259	101	10	0	1	0	1	59	83	阿紫任务	#{RW_20080321_573}	#{RW_20080321_579}	#{RW_20080321_548}	#{RW_20080321_581}	0		0	0	阿紫	0	90	-1	-1	-1	1	厄修罗	0	40004397	100	6		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	100	1	#{AZ_DE_04}	2	#{AZ_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039300	101	10	0	1	0	1	129	76	慕容复任务	#{MIS_ITEM90526_58}%i#{MIS_ITEM90526_59}	    #{MIS_ITEM90526_60}%i#{MIS_ITEM90526_61}	#{RW_20080321_596}	#{RW_20080321_598}	0		0	1	慕容复	0	60	-1	-1	-1	1		2	46	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	101	1	#{MRF_DE_13}	2	#{MRF_DE_14}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039301	101	10	0	1	0	1	129	76	慕容复任务	#{MIS_ITEM90526_58}%i#{MIS_ITEM90526_59}	    #{MIS_ITEM90526_60}%i#{MIS_ITEM90526_61}	#{RW_20080321_596}	#{RW_20080321_598}	0		0	1	慕容复	0	60	-1	-1	-1	1		2	47	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	101	1	#{MRF_DE_13}	2	#{MRF_DE_14}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039302	101	10	0	1	0	1	129	76	慕容复任务	#{MIS_ITEM90526_58}%i#{MIS_ITEM90526_59}	    #{MIS_ITEM90526_60}%i#{MIS_ITEM90526_61}	#{RW_20080321_596}	#{RW_20080321_598}	0		0	1	慕容复	0	60	-1	-1	-1	1		2	48	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	101	1	#{MRF_DE_13}	2	#{MRF_DE_14}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039303	101	10	0	1	0	1	129	76	慕容复任务	#{MIS_ITEM90526_58}%i#{MIS_ITEM90526_59}	    #{MIS_ITEM90526_60}%i#{MIS_ITEM90526_61}	#{RW_20080321_596}	#{RW_20080321_598}	0		0	1	慕容复	0	60	-1	-1	-1	1		2	49	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	101	1	#{MRF_DE_13}	2	#{MRF_DE_14}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039304	101	10	0	1	0	1	129	76	慕容复任务	#{MIS_ITEM90526_58}%i#{MIS_ITEM90526_59}	    #{MIS_ITEM90526_60}%i#{MIS_ITEM90526_61}	#{RW_20080321_596}	#{RW_20080321_598}	0		0	1	慕容复	0	60	-1	-1	-1	1		2	50	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	101	1	#{MRF_DE_13}	2	#{MRF_DE_14}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039305	101	10	0	1	0	1	129	76	慕容复任务	#{RW_20080321_583}	#{RW_20080321_588}	#{RW_20080321_597}	#{RW_20080321_599}	0		0	1	慕容复	0	60	-1	-1	-1	1	丛林野人	0	40004404	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	101	1	#{MRF_DE_13}	2	#{MRF_DE_14}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039306	101	10	0	1	0	1	129	76	慕容复任务	#{RW_20080321_584}	#{RW_20080321_589}	#{RW_20080321_597}	#{RW_20080321_599}	0		0	1	慕容复	0	70	-1	-1	-1	1	黑衣马匪	0	40004404	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	101	1	#{MRF_DE_13}	2	#{MRF_DE_14}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039307	101	10	0	1	0	1	129	76	慕容复任务	#{RW_20080321_585}	#{RW_20080321_590}	#{RW_20080321_597}	#{RW_20080321_599}	0		0	1	慕容复	0	80	-1	-1	-1	1	藤甲贼	0	40004404	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	101	1	#{MRF_DE_13}	2	#{MRF_DE_14}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039308	101	10	0	1	0	1	129	76	慕容复任务	#{RW_20080321_586}	#{RW_20080321_591}	#{RW_20080321_597}	#{RW_20080321_599}	0		0	1	慕容复	0	90	-1	-1	-1	1	永夜修罗	0	40004404	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	101	1	#{MRF_DE_13}	2	#{MRF_DE_14}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039309	101	10	0	1	0	1	129	76	慕容复任务	#{RW_20080321_583}	#{RW_20080321_592}	#{RW_20080321_597}	#{RW_20080321_599}	0		0	1	慕容复	0	60	-1	-1	-1	1	丛林野人	0	40004405	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	101	1	#{MRF_DE_13}	2	#{MRF_DE_14}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039310	101	10	0	1	0	1	129	76	慕容复任务	#{RW_20080321_584}	#{RW_20080321_593}	#{RW_20080321_597}	#{RW_20080321_599}	0		0	1	慕容复	0	70	-1	-1	-1	1	黑衣马匪	0	40004406	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	101	1	#{MRF_DE_13}	2	#{MRF_DE_14}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039311	101	10	0	1	0	1	129	76	慕容复任务	#{RW_20080321_585}	#{RW_20080321_594}	#{RW_20080321_597}	#{RW_20080321_599}	0		0	1	慕容复	0	80	-1	-1	-1	1	藤甲贼	0	40004407	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	101	1	#{MRF_DE_13}	2	#{MRF_DE_14}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039312	101	10	0	1	0	1	129	76	慕容复任务	#{RW_20080321_586}	#{RW_20080321_595}	#{RW_20080321_597}	#{RW_20080321_599}	0		0	1	慕容复	0	90	-1	-1	-1	1	永夜修罗	0	40004408	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	101	1	#{MRF_DE_13}	2	#{MRF_DE_14}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039350	101	10	0	1	0	1	113	63	银川公主任务	#{MIS_ITEM90526_62}%i#{MIS_ITEM90526_63}	    #{MIS_ITEM90526_64}%i#{MIS_ITEM90526_65}	#{RW_20080321_608}	#{RW_20080321_610}	0		0	0	赫连铁树	0	70	-1	-1	-1	1		2	61	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	104	1	#{YCGZ_DE_08}	2	#{YCGZ_DE_09}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039351	101	10	0	1	0	1	113	63	银川公主任务	#{MIS_ITEM90526_62}%i#{MIS_ITEM90526_63}	    #{MIS_ITEM90526_64}%i#{MIS_ITEM90526_65}	#{RW_20080321_608}	#{RW_20080321_610}	0		0	0	赫连铁树	0	70	-1	-1	-1	1		2	62	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	104	1	#{YCGZ_DE_08}	2	#{YCGZ_DE_09}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039352	101	10	0	1	0	1	113	63	银川公主任务	#{MIS_ITEM90526_62}%i#{MIS_ITEM90526_63}	    #{MIS_ITEM90526_64}%i#{MIS_ITEM90526_65}	#{RW_20080321_608}	#{RW_20080321_610}	0		0	0	赫连铁树	0	70	-1	-1	-1	1		2	63	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	104	1	#{YCGZ_DE_08}	2	#{YCGZ_DE_09}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
