INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	STRING	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
MissionIndex	MissionId	任务类型（客户端）	是否精英（客户端）	是否显示完成（客户端）	环数（客户端）	是否循环任务	完成任务的Npc的坐标(X)	完成任务的Npc的坐标(Y)	任务名称$1$	任务目标（客户端描述）$1$	任务详细描述$1$	是否有Continue	任务继续信息$1$	任务完成信息$1$	接受任务场景ID	接受任务NPC$1$	完成任务场景ID	完成任务NPC$1$	任务目标场景ID	任务目标NPC$1$	任务目标NPC是否动态	任务目标NPC对白$1$	任务需求等级	前续任务Id1	前续任务Id2	前续任务Id3	金钱奖励	交子奖励	经验奖励	关系值存储位置	关系值奖励	关系值奖励提示$1$	放弃任务关系值惩罚	关系值惩罚提示$1$	放弃任务后禁止接任务的时间存储位置	禁止的时间长度，秒	时间限制内接任务的提示$1$	固定物品奖励1	固定物品1奖励数量	固定物品奖励2	固定物品2奖励数量	固定物品奖励3	固定物品3奖励数量	固定物品奖励4	固定物品4奖励数量	固定物品奖励5	固定物品5奖励数量	可选物品奖励1	可选物品1奖励数量	可选物品奖励2	可选物品2奖励数量	可选物品奖励3	可选物品3奖励数量	可选物品奖励4	可选物品4奖励数量	可选物品奖励5	可选物品5奖励数量	隐藏奖励物品1	隐藏物品1奖励数量	隐藏奖励物品2	隐藏物品2奖励数量	隐藏奖励物品3	隐藏物品3奖励数量	送物种类数量（最多5）	第一个物品ID	第一个物品数量	物品是否在接任务时由NPC给予	第二个物品ID	第二个物品数量	物品是否在接任务时由NPC给予	第三个物品ID	第三个物品数量	物品是否在接任务时由NPC给予	第四个物品ID	第四个物品数量	物品是否在接任务时由NPC给予	MissionItem_HashTable列号	第五个物品数量	物品是否在接任务时由NPC给予	后续任务INDEX	预留	预留	预留
1018704	406	12	0	0	0	0	174	147	苏州棋圣	#{YD_20080421_25}	#{YD_20080421_168}	1	#{YD_20080421_26}	#{YD_20080421_27}	2	刘仲甫	1	张弈国	1	张弈国	0		28	405	-1	-1	0	806	4837	-1	0		0		0	0		40004448	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1018705	4	-1	-1	
1018705	407	12	0	0	0	0	252	62	黑白	#{YD_20080421_28}	#{YD_20080421_29}	0		#{YD_20080421_30}	1	张弈国	0	卜悔琪	0	卜悔琪	0		28	406	-1	-1	0	821	4930	-1	0		0		0	0		30505214	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40001112	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018706	410	11	0	0	0	0	17	229	试炼之所摩崖洞	#{YD_20080421_36}	#{YD_20080421_37}	1	#{YD_20080421_38}	#{YD_20080421_39}	0	周天师	170	摩云天	170	摩云天	0		30	-1	-1	-1	0	2532	10129	-1	0		0		0	0		30505217	1	31000006	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1009300	4	-1	-1	
1018707	413	11	0	0	0	0	118	184	贼兵入侵	#{YD_20080421_44}	#{YD_20080421_45}	1	#{YD_20080421_46}	#{YD_20080421_47}	0	周天师	0	立繁	0	立繁	0		32	-1	-1	-1	0	393	1573	-1	0		0		0	0		30505214	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018708	416	11	0	0	0	0	118	184	偷袭门派	#{YD_20080421_52}	#{YD_20080421_53}	1	#{YD_20080421_54}	#{YD_20080421_55}	0	周天师	0	立繁	0	立繁	0		35	-1	-1	-1	0	426	1704	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018709	419	11	0	0	0	0	62	162	连环套连环	#{YD_20080421_60}	#{YD_20080421_61}	0		#{YD_20080421_62}	0	周天师	1	钱宏宇	1	钱宏宇	0		38	-1	-1	-1	0	834	3336	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018710	423	12	0	0	0	0	250	108	花剑雨的烦恼	#{YD_20080421_66}	#{YD_20080421_67}	0		#{YD_20080421_68}	1	钱宏宇	1	花剑雨	1	花剑雨	0		38	422	-1	-1	0	1042	4171	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018711	425	12	0	0	0	0	62	162	最后一环	#{YD_20080421_72}	#{YD_20080421_73}	0		#{YD_20080421_170}	1	花剑雨	1	钱宏宇	1	钱宏宇	0		38	424	-1	-1	0	1042	4171	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1018712	4	-1	-1	
1018712	427	12	0	0	0	0	160	134	大功告成	#{YD_20080421_77}	#{YD_20080421_78}	0		#{YD_20080421_79}	1	钱宏宇	0	周天师	0	周天师	0		38	425	-1	-1	0	834	3336	-1	0		0		0	0		40004449	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018713	429	11	0	0	0	0	140	94	人在江湖	#{YD_20080421_81}	#{YD_20080421_82}	1	#{YD_20080421_83}	#{YD_20080421_84}	0	周天师	0	范纯仁	0	范纯仁	0		40	-1	-1	-1	0	334	1336	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1018714	4	-1	-1	
1018714	430	11	0	0	0	0	174	114	鬼推磨	#{YD_20080421_85}	#{YD_20080421_86}	1	#{YD_20080421_87}	#{YD_20080421_88}	0	范纯仁	0	乔致广	0	乔致广	0		40	429	-1	-1	0	222	891	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1018715	4	-1	-1	
1018715	432	11	0	0	0	0	160	134	回报	#{YD_20080421_92}	#{YD_20080421_93}	0		#{YD_20080421_94}	0	乔致广	0	周天师	0	周天师	0		40	430	-1	-1	0	133	534	-1	0		0		0	0		40004450	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018716	434	11	0	0	0	0	170	138	御赐套装	#{YD_20080421_96}	#{YD_20080421_97}	0		#{YD_20080421_98}	0	周天师	1	梁师成	1	梁师成	0		42	-1	-1	-1	0	1164	4657	-1	0		0		0	0		30505215	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1039800	4	-1	-1	
1018717	436	11	0	0	0	0	160	134	回报天师	#{YD_20080421_102}	#{YD_20080421_103}	0		#{YD_20080421_104}	1	梁师成	0	周天师	0	周天师	0		42	435	-1	-1	0	1164	4657	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018718	438	11	0	0	0	0	254	145	生财之道	#{YD_20080421_106}	#{YD_20080421_107}	0		#{YD_20080421_108}	0	周天师	0	芮福祥	0	芮福祥	0		45	-1	-1	-1	0	644	2579	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1039801	4	-1	-1	
1018719	470	11	0	0	0	0	243	215	苏州救急	#{YD_20080421_112}	#{YD_20080421_113}	0		#{YD_20080421_114}	0	芮福祥	1	呼延豹	1	呼延豹	0		45	439	-1	-1	0	1463	5854	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018720	472	12	0	0	0	0	228	175	洛阳漕运使	#{YD_20080421_117}	#{YD_20080421_118}	1	#{YD_20080421_119}	#{YD_20080421_120}	1	呼延豹	0	赵明诚	0	赵明诚	0		45	471	-1	-1	0	1488	5953	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1018721	4	-1	-1	
1018721	473	11	0	0	0	0	54	192	大理漕运使	#{YD_20080421_121}	#{YD_20080421_122}	1	#{YD_20080421_123}	#{YD_20080421_124}	0	赵明诚	2	王若禹	2	王若禹	0		45	472	-1	-1	0	1984	7938	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1018722	4	-1	-1	
1018722	474	13	0	0	0	0	234	78	苏州漕运使	#{YD_20080421_125}	#{YD_20080421_126}	1	#{YD_20080421_127}	#{YD_20080421_128}	2	王若禹	1	陆士铮	1	陆士铮	0		45	473	-1	-1	0	1736	6945	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1018723	4	-1	-1	
1018723	475	12	0	0	0	0	160	134	回复师命	#{YD_20080421_129}	#{YD_20080421_130}	0		#{YD_20080421_131}	1	陆士铮	0	周天师	0	周天师	0		45	474	-1	-1	0	917	3671	-1	0		0		0	0		40004450	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	0	
1018724	477	11	0	0	0	0	62	88	试炼之所燕王古墓	#{YD_20080421_133}	#{YD_20080421_134}	1	#{YD_20080421_135}	#{YD_20080421_136}	0	周天师	159	燕别秋	159	燕别秋	0		48	-1	-1	-1	0	3159	12636	-1	0		0		0	0		30505214	1	30505216	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1009301	4	-1	-1	
1018726	481	11	0	0	0	0	155	108	封禅台	#{YD_20080421_144}	#{YD_20080421_145}	1	#{YD_20080421_146}	#{YD_20080421_147}	0	周天师	0	夏侯仁	0	夏侯仁	0		50	-1	-1	-1	0	194	777	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018729	482	20	0	0	0	0	200	67	援助嵩山	#{YD_20080421_148}	#{YD_20080421_149}	0		#{YD_20080421_174}	9	慧方	3	柴进	3	柴进	0		15	-1	-1	-1	0	1133	6798	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018730	483	20	0	0	0	0	163	262	援助西湖	#{YD_20080421_150}	#{YD_20080421_151}	0		#{YD_20080421_174}	9	慧方	30	苏飞	30	苏飞	0		20	-1	-1	-1	0	1744	10467	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018731	484	20	0	0	0	0	206	49	援助洱海	#{YD_20080421_152}	#{YD_20080421_153}	0		#{YD_20080421_174}	9	慧方	24	刀尧	24	刀尧	0		25	-1	-1	-1	0	1686	10117	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018732	485	20	0	0	0	0	242	74	援助雁南	#{YD_20080421_154}	#{YD_20080421_155}	0		#{YD_20080421_174}	9	慧方	18	周无畏	18	周无畏	0		30	-1	-1	-1	0	1738	6955	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018733	486	20	0	0	0	0	150	122	援助龙泉	#{YD_20080421_156}	#{YD_20080421_157}	0		#{YD_20080421_174}	9	慧方	31	翁季之	31	翁季之	0		35	-1	-1	-1	0	3795	15182	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018734	487	20	0	0	0	0	203	108	援助苍山	#{YD_20080421_158}	#{YD_20080421_159}	0		#{YD_20080421_174}	9	慧方	25	萨桑	25	萨桑	0		40	-1	-1	-1	0	4544	18176	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018735	488	20	0	0	0	0	233	192	援助雁北	#{YD_20080421_160}	#{YD_20080421_161}	0		#{YD_20080421_174}	9	慧方	19	曲端	19	曲端	0		45	-1	-1	-1	0	3373	13497	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018736	489	20	0	0	0	0	194	51	援助武夷	#{YD_20080421_162}	#{YD_20080421_163}	0		#{YD_20080421_174}	9	慧方	32	曲阳	32	曲阳	0		50	-1	-1	-1	0	6304	25216	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018737	722	20	0	0	0	0	45	44	援助石林	#{YD_20080421_164}	#{YD_20080421_165}	0		#{YD_20080421_174}	9	慧方	26	秦红棉	26	秦红棉	0		55	-1	-1	-1	0	8647	34590	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018738	723	20	0	0	0	0	164	159	援助草原	#{YD_20080421_166}	#{YD_20080421_167}	0		#{YD_20080421_174}	9	慧方	20	萧蔷	20	萧蔷	0		60	-1	-1	-1	0	6436	25744	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018739	812	21	0	0	0	0	200	67	援助嵩山	#{YD_20080421_148}	#{YD_20080421_149}	0		#{YD_20080421_174}	10	洪通	3	柴进	3	柴进	0		15	-1	-1	-1	0	1133	6798	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018740	813	21	0	0	0	0	163	262	援助西湖	#{YD_20080421_150}	#{YD_20080421_151}	0		#{YD_20080421_174}	10	洪通	30	苏飞	30	苏飞	0		20	-1	-1	-1	0	1744	10467	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018741	814	21	0	0	0	0	206	49	援助洱海	#{YD_20080421_152}	#{YD_20080421_153}	0		#{YD_20080421_174}	10	洪通	24	刀尧	24	刀尧	0		25	-1	-1	-1	0	1686	10117	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018742	815	21	0	0	0	0	242	74	援助雁南	#{YD_20080421_154}	#{YD_20080421_155}	0		#{YD_20080421_174}	10	洪通	18	周无畏	18	周无畏	0		30	-1	-1	-1	0	1738	6955	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018743	816	21	0	0	0	0	150	122	援助龙泉	#{YD_20080421_156}	#{YD_20080421_157}	0		#{YD_20080421_174}	10	洪通	31	翁季之	31	翁季之	0		35	-1	-1	-1	0	3795	15182	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018744	817	21	0	0	0	0	203	108	援助苍山	#{YD_20080421_158}	#{YD_20080421_159}	0		#{YD_20080421_174}	10	洪通	25	萨桑	25	萨桑	0		40	-1	-1	-1	0	4544	18176	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018745	818	21	0	0	0	0	233	192	援助雁北	#{YD_20080421_160}	#{YD_20080421_161}	0		#{YD_20080421_174}	10	洪通	19	曲端	19	曲端	0		45	-1	-1	-1	0	3373	13497	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018746	819	21	0	0	0	0	194	51	援助武夷	#{YD_20080421_162}	#{YD_20080421_163}	0		#{YD_20080421_174}	10	洪通	32	曲阳	32	曲阳	0		50	-1	-1	-1	0	6304	25216	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018747	820	21	0	0	0	0	45	44	援助石林	#{YD_20080421_164}	#{YD_20080421_165}	0		#{YD_20080421_174}	10	洪通	26	秦红棉	26	秦红棉	0		55	-1	-1	-1	0	8647	34590	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018748	821	21	0	0	0	0	164	159	援助草原	#{YD_20080421_166}	#{YD_20080421_167}	0		#{YD_20080421_174}	10	洪通	20	萧蔷	20	萧蔷	0		60	-1	-1	-1	0	6436	25744	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018749	822	22	0	0	0	0	200	67	援助嵩山	#{YD_20080421_148}	#{YD_20080421_149}	0		#{YD_20080421_174}	11	林岩	3	柴进	3	柴进	0		15	-1	-1	-1	0	1133	6798	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018750	823	22	0	0	0	0	163	262	援助西湖	#{YD_20080421_150}	#{YD_20080421_151}	0		#{YD_20080421_174}	11	林岩	30	苏飞	30	苏飞	0		20	-1	-1	-1	0	1744	10467	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018751	824	22	0	0	0	0	206	49	援助洱海	#{YD_20080421_152}	#{YD_20080421_153}	0		#{YD_20080421_174}	11	林岩	24	刀尧	24	刀尧	0		25	-1	-1	-1	0	1686	10117	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018752	825	22	0	0	0	0	242	74	援助雁南	#{YD_20080421_154}	#{YD_20080421_155}	0		#{YD_20080421_174}	11	林岩	18	周无畏	18	周无畏	0		30	-1	-1	-1	0	1738	6955	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018753	826	22	0	0	0	0	150	122	援助龙泉	#{YD_20080421_156}	#{YD_20080421_157}	0		#{YD_20080421_174}	11	林岩	31	翁季之	31	翁季之	0		35	-1	-1	-1	0	3795	15182	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018754	827	22	0	0	0	0	203	108	援助苍山	#{YD_20080421_158}	#{YD_20080421_159}	0		#{YD_20080421_174}	11	林岩	25	萨桑	25	萨桑	0		40	-1	-1	-1	0	4544	18176	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018755	828	22	0	0	0	0	233	192	援助雁北	#{YD_20080421_160}	#{YD_20080421_161}	0		#{YD_20080421_174}	11	林岩	19	曲端	19	曲端	0		45	-1	-1	-1	0	3373	13497	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018756	829	22	0	0	0	0	194	51	援助武夷	#{YD_20080421_162}	#{YD_20080421_163}	0		#{YD_20080421_174}	11	林岩	32	曲阳	32	曲阳	0		50	-1	-1	-1	0	6304	25216	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018757	830	22	0	0	0	0	45	44	援助石林	#{YD_20080421_164}	#{YD_20080421_165}	0		#{YD_20080421_174}	11	林岩	26	秦红棉	26	秦红棉	0		55	-1	-1	-1	0	8647	34590	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018758	831	22	0	0	0	0	164	159	援助草原	#{YD_20080421_166}	#{YD_20080421_167}	0		#{YD_20080421_174}	11	林岩	20	萧蔷	20	萧蔷	0		60	-1	-1	-1	0	6436	25744	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018759	832	23	0	0	0	0	200	67	援助嵩山	#{YD_20080421_148}	#{YD_20080421_149}	0		#{YD_20080421_174}	12	张中行	3	柴进	3	柴进	0		15	-1	-1	-1	0	1133	6798	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018760	833	23	0	0	0	0	163	262	援助西湖	#{YD_20080421_150}	#{YD_20080421_151}	0		#{YD_20080421_174}	12	张中行	30	苏飞	30	苏飞	0		20	-1	-1	-1	0	1744	10467	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018761	834	23	0	0	0	0	206	49	援助洱海	#{YD_20080421_152}	#{YD_20080421_153}	0		#{YD_20080421_174}	12	张中行	24	刀尧	24	刀尧	0		25	-1	-1	-1	0	1686	10117	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018762	835	23	0	0	0	0	242	74	援助雁南	#{YD_20080421_154}	#{YD_20080421_155}	0		#{YD_20080421_174}	12	张中行	18	周无畏	18	周无畏	0		30	-1	-1	-1	0	1738	6955	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018763	836	23	0	0	0	0	150	122	援助龙泉	#{YD_20080421_156}	#{YD_20080421_157}	0		#{YD_20080421_174}	12	张中行	31	翁季之	31	翁季之	0		35	-1	-1	-1	0	3795	15182	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018764	837	23	0	0	0	0	203	108	援助苍山	#{YD_20080421_158}	#{YD_20080421_159}	0		#{YD_20080421_174}	12	张中行	25	萨桑	25	萨桑	0		40	-1	-1	-1	0	4544	18176	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018765	838	23	0	0	0	0	233	192	援助雁北	#{YD_20080421_160}	#{YD_20080421_161}	0		#{YD_20080421_174}	12	张中行	19	曲端	19	曲端	0		45	-1	-1	-1	0	3373	13497	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018766	839	23	0	0	0	0	194	51	援助武夷	#{YD_20080421_162}	#{YD_20080421_163}	0		#{YD_20080421_174}	12	张中行	32	曲阳	32	曲阳	0		50	-1	-1	-1	0	6304	25216	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
