INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
13498	100	1	18408	18409	18410	18411	18412	18413	18414	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13499	100	1	18408	18409	18410	18411	18412	18413	18414	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13500	100	1	18408	18409	18410	18411	18412	18413	18414	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13501	100	1	18408	18409	18410	18411	18412	18413	18414	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13502	100	1	18408	18409	18410	18411	18412	18413	18414	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13503	100	1	18408	18409	18410	18411	18412	18413	18414	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13504	100	1	18408	18409	18410	18411	18412	18413	18414	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13505	100	1	18408	18409	18410	18411	18412	18413	18414	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13506	100	1	18408	18409	18410	18411	18412	18413	18414	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13507	100	1	18408	18409	18410	18411	18412	18413	18414	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13508	100	1	18408	18409	18410	18411	18412	18413	18414	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13509	100	1	18408	18409	18410	18411	18412	18413	18414	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13510	100	1	18408	18409	18410	18411	18412	18413	18414	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13511	100	1	18408	18409	18410	18411	18412	18413	18414	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13512	100	1	18408	18409	18410	18411	18412	18413	18414	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13513	100	1	18408	18409	18410	18411	18412	18413	18414	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13514	100	1	18408	18409	18410	18411	18412	18413	18414	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13515	100	1	18408	18409	18410	18411	18412	18413	18414	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13516	100	1	18408	18409	18410	18411	18412	18413	18414	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13517	100	1	18408	18409	18410	18411	18412	18413	18414	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13518	100	1	18408	18409	18410	18411	18412	18413	18414	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13519	100	1	18408	18409	18410	18411	18412	18413	18414	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13520	100	1	18408	18409	18410	18411	18412	18413	18414	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13521	100	1	18408	18409	18410	18411	18412	18413	18414	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13522	100	1	18408	18409	18410	18411	18412	18413	18414	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13523	100	1	18408	18409	18410	18411	18412	18413	18414	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13524	100	1	18408	18409	18410	18411	18412	18413	18414	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13525	100	1	18408	18409	18410	18411	18412	18413	18414	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13526	100	1	18408	18409	18410	18411	18412	18413	18414	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13527	100	1	18408	18409	18410	18411	18412	18413	18414	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13528	100	1	18408	18409	18410	18411	18412	18413	18414	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13529	100	1	18408	18409	18410	18411	18412	18413	18414	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13530	100	1	18408	18409	18410	18411	18412	18413	18414	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13531	100	1	18408	18409	18410	18411	18412	18413	18414	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13532	100	1	18408	18409	18410	18411	18412	18413	18414	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13533	100	1	18408	18409	18410	18411	18412	18413	18414	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13534	100	1	18408	18409	18410	18411	18412	18413	18414	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13535	100	1	18408	18409	18410	18411	18412	18413	18414	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13536	100	1	18408	18409	18410	18411	18412	18413	18414	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13537	100	1	18408	18409	18410	18411	18412	18413	18414	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13592	100	1	18415	18416	18417	18418	18419	18420	18421	18675	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13593	100	1	18415	18416	18417	18418	18419	18420	18421	18676	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13594	100	1	18415	18416	18417	18418	18419	18420	18421	18677	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13595	100	1	18415	18416	18417	18418	18419	18420	18421	18678	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13596	100	1	18415	18416	18417	18418	18419	18420	18461	18679	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13597	100	1	18415	18416	18417	18418	18419	18420	18461	18680	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13598	100	1	18415	18416	18417	18418	18419	18420	18461	18681	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13599	100	1	18415	18416	18417	18418	18419	18420	18461	18682	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13600	100	1	18415	18416	18417	18418	18419	18420	18461	18683	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31501	108	0	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31502	108	0	669	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31503	108	0	669	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31504	108	0	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31515	108	0	629	66	78	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31522	108	0	629	90	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31526	108	0	629	90	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31538	108	0	629	90	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31540	108	0	629	90	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31552	108	0	629	90	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31558	108	0	629	90	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31569	108	0	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31578	108	0	629	78	90	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31590	108	0	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31591	108	0	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31592	108	0	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31593	108	0	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31594	108	0	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31595	108	0	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31596	108	0	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31597	108	0	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31598	108	0	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31599	108	0	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31600	108	0	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31601	108	0	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31602	108	0	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31603	108	0	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31604	108	0	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31605	108	0	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31606	108	0	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31607	108	0	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31608	108	0	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31609	108	0	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31610	436	1	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31611	436	1	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31612	436	1	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31613	436	1	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31614	436	1	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31615	436	1	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31616	436	1	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31617	436	1	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31618	436	1	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31619	436	1	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31620	436	1	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31621	436	1	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31622	436	1	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31623	436	1	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31624	436	1	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31625	436	1	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31626	436	1	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31627	436	1	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31628	436	1	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31629	436	1	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31630	436	1	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31631	436	1	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31632	436	1	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31633	436	1	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31634	436	1	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31635	436	1	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31636	436	1	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31637	436	1	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31638	436	1	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31639	436	1	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31640	436	1	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31641	436	1	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31642	436	1	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31643	436	1	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31644	436	1	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31645	436	1	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31646	436	1	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31647	436	1	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31648	436	1	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31649	436	1	629	23	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31650	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31651	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31652	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31653	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31654	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31655	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31656	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31657	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31658	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31659	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31660	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31661	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31662	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31663	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31664	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31665	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31666	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31667	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31668	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31669	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31670	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31671	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31672	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31673	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31674	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31675	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31676	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31677	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31678	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31679	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31680	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31681	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31682	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31683	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31684	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31685	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31686	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31687	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31688	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31689	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31690	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31691	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31692	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31693	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31694	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31695	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31696	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31697	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31698	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31699	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31700	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31701	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31702	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31703	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31704	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31705	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31706	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31707	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31708	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31709	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31710	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31711	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31712	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31713	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31714	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31715	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31716	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31717	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31718	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31719	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31720	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31721	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31722	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31723	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31724	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31725	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31726	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31727	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31728	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31729	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31730	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31731	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31732	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31733	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31734	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31735	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31736	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31737	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31738	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31739	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31740	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31741	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31742	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31743	436	1	717	717	717	833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
